"region","season","year.new","H1_cum_intensity","IVB_cum_intensity","prior_dom_type_national","H3_epi_size_prior","H1_epi_size_prior","IVB_epi_size_prior","usa_bhatt_ep_mean","usa_wolf_ep_mean","NA_bhatt_ep_lag1","NA_bhatt_nonepitope_lag1","HA_koel_lag2","HA_titer_tree_lag2","HA_wolf_lag2","HA_wolf_nonepitope_lag2","HA_std_lbi","NA_std_lbi","vac_combined","vac_combined_prior","vac_cov_combined_prior","weighted_VE","weighted_VE_prior_season","h3_dom","pred","model","dataType","object","resid"
"Region 3","2004-2005","2004",0.133656093068096,16.780974987174,1,45.0997479121811,0,0.53479027556127,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.74111484837993,0.728130707402024,"Conditional
Random Forest","Training","party RF",0.0129841409779058
"Region 3","2004-2005","2004",0.133656093068096,16.780974987174,1,45.0997479121811,0,0.53479027556127,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.74111484837993,0.636703817533177,"Lasso","Training","lasso",0.104411030846753
"Region 4","2004-2005","2004",0.1387753184818,12.0315102226637,1,67.9053833009176,0,0.148805471466075,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.791717049576784,0.73347692343733,"Conditional
Random Forest","Training","party RF",0.0582401261394535
"Region 4","2004-2005","2004",0.1387753184818,12.0315102226637,1,67.9053833009176,0,0.148805471466075,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.791717049576784,0.636703817533177,"Lasso","Training","lasso",0.155013232043607
"Region 5","2004-2005","2004",0.161591694456943,12.7639504122357,1,80.1834888007679,0.0149897350739161,1.21831448054046,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.748883712208898,0.734748387613689,"Conditional
Random Forest","Training","party RF",0.0141353245952084
"Region 5","2004-2005","2004",0.161591694456943,12.7639504122357,1,80.1834888007679,0.0149897350739161,1.21831448054046,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.748883712208898,0.636703817533177,"Lasso","Training","lasso",0.112179894675721
"Region 6","2004-2005","2004",0.542534277240326,8.06464906135692,1,63.0254106305423,0,0.145394918087402,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.843694168142441,0.735636114580926,"Conditional
Random Forest","Training","party RF",0.108058053561515
"Region 6","2004-2005","2004",0.542534277240326,8.06464906135692,1,63.0254106305423,0,0.145394918087402,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.843694168142441,0.636703817533177,"Lasso","Training","lasso",0.206990350609264
"Region 7","2004-2005","2004",0,8.10569270605168,1,79.4188603256207,0,0.379733671209991,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.834095186878193,0.736241506712712,"Conditional
Random Forest","Training","party RF",0.0978536801654808
"Region 7","2004-2005","2004",0,8.10569270605168,1,79.4188603256207,0,0.379733671209991,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.834095186878193,0.636703817533177,"Lasso","Training","lasso",0.197391369345016
"Region 8","2004-2005","2004",0.0412712809031688,13.8730470150192,1,98.6043894209239,0,1.27326454922989,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.667775779376499,0.733245769580554,"Conditional
Random Forest","Training","party RF",-0.0654699902040549
"Region 8","2004-2005","2004",0.0412712809031688,13.8730470150192,1,98.6043894209239,0,1.27326454922989,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.667775779376499,0.636703817533177,"Lasso","Training","lasso",0.0310719618433218
"Region 9","2004-2005","2004",0.0251796385941733,19.9808676265905,1,51.3384852953354,0,0.281262595797371,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.510919259149,0.72664118724998,"Conditional
Random Forest","Training","party RF",-0.21572192810098
"Region 9","2004-2005","2004",0.0251796385941733,19.9808676265905,1,51.3384852953354,0,0.281262595797371,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.510919259149,0.636703817533177,"Lasso","Training","lasso",-0.125784558384177
"Region 1","2005-2006","2005",1.20167467726347,5.78279251671982,1,30.6025179199181,0,6.16487455124701,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.781740892821051,0.686999792475789,"Conditional
Random Forest","Training","party RF",0.094741100345262
"Region 1","2005-2006","2005",1.20167467726347,5.78279251671982,1,30.6025179199181,0,6.16487455124701,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.781740892821051,0.381768313135245,"Lasso","Training","lasso",0.399972579685806
"Region 2","2005-2006","2005",2.4704025197911,3.81585505488177,1,49.8462063077014,0.283741265642088,17.3333352690943,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.800425916132372,0.68398167831193,"Conditional
Random Forest","Training","party RF",0.116444237820442
"Region 2","2005-2006","2005",2.4704025197911,3.81585505488177,1,49.8462063077014,0.283741265642088,17.3333352690943,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.800425916132372,0.381768313135245,"Lasso","Training","lasso",0.418657602997128
"Region 3","2005-2006","2005",1.28869587213273,7.4598517091286,1,48.4076246298218,0.133656093068096,16.780974987174,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.80702195544944,0.679332035588012,"Conditional
Random Forest","Training","party RF",0.127689919861427
"Region 3","2005-2006","2005",1.28869587213273,7.4598517091286,1,48.4076246298218,0.133656093068096,16.780974987174,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.80702195544944,0.381768313135245,"Lasso","Training","lasso",0.425253642314195
"Region 4","2005-2006","2005",0.128883639725577,6.75468364487334,1,39.2812645921428,0.1387753184818,12.0315102226637,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.697669268794596,0.679808864720309,"Conditional
Random Forest","Training","party RF",0.0178604040742867
"Region 4","2005-2006","2005",0.128883639725577,6.75468364487334,1,39.2812645921428,0.1387753184818,12.0315102226637,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.697669268794596,0.381768313135245,"Lasso","Training","lasso",0.315900955659351
"Region 5","2005-2006","2005",6.58394639922138,5.19060310040287,1,43.7555078379516,0.161591694456943,12.7639504122357,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.727783958131058,0.682886817030826,"Conditional
Random Forest","Training","party RF",0.0448971411002316
"Region 5","2005-2006","2005",6.58394639922138,5.19060310040287,1,43.7555078379516,0.161591694456943,12.7639504122357,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.727783958131058,0.381768313135245,"Lasso","Training","lasso",0.346015644995813
"Region 6","2005-2006","2005",0.536997399628973,3.83859599243543,1,57.0113261910191,0.542534277240326,8.06464906135692,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.871690411578471,0.684751556188943,"Conditional
Random Forest","Training","party RF",0.186938855389528
"Region 6","2005-2006","2005",0.536997399628973,3.83859599243543,1,57.0113261910191,0.542534277240326,8.06464906135692,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.871690411578471,0.381768313135245,"Lasso","Training","lasso",0.489922098443227
"Region 7","2005-2006","2005",1.34902786679004,10.1911351849989,1,41.6087593370281,0,8.10569270605168,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.630128956623681,0.678337097203644,"Conditional
Random Forest","Training","party RF",-0.0482081405799633
"Region 7","2005-2006","2005",1.34902786679004,10.1911351849989,1,41.6087593370281,0,8.10569270605168,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.630128956623681,0.381768313135245,"Lasso","Training","lasso",0.248360643488437
"Region 8","2005-2006","2005",0.211321505410044,12.24070881046,1,28.937130049029,0.0412712809031688,13.8730470150192,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.715786440373607,0.682231174007937,"Conditional
Random Forest","Training","party RF",0.0335552663656699
"Region 8","2005-2006","2005",0.211321505410044,12.24070881046,1,28.937130049029,0.0412712809031688,13.8730470150192,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.715786440373607,0.381768313135245,"Lasso","Training","lasso",0.334018127238362
"Region 9","2005-2006","2005",1.23415074839531,6.14444363299895,1,23.2735068936506,0.0251796385941733,19.9808676265905,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.722140487825271,0.6774735500895,"Conditional
Random Forest","Training","party RF",0.0446669377357715
"Region 9","2005-2006","2005",1.23415074839531,6.14444363299895,1,23.2735068936506,0.0251796385941733,19.9808676265905,2.69736842105263,4.94893617021277,3.71,1.078,2.862,2.046,6.658,3.84,0.969310420727307,0.477689093823744,7.0224,4.19079942295082,0.062424,70,67.1344262295082,0.722140487825271,0.381768313135245,"Lasso","Training","lasso",0.340372174690026
"Region 1","2006-2007","2006",9.76711137276225,3.38976785515049,1,24.9357096156186,1.20167467726347,5.78279251671982,5.10416666666667,5.48684210526316,6.37,2.098,1.108,1.82,4.544,4.482,2.26135378783845,1.75667529811756,4.82372411637663,7.0224,0.10032,40.7151223159031,70,0.481888309992018,0.321753411114385,"Conditional
Random Forest","Training","party RF",0.160134898877633
