"date","diff_weeks","month.day","new.year","season","region","dom_type","diff"
1998-03-15,2.5933773345881,"03-15","1998-01-01","1997-1998","Region 6","H3",0.312500491827012
1998-03-21,2.57250842064933,"03-21","1998-01-01","1997-1998","Region 6","H3",0.309985799582739
1998-03-28,2.55146270447174,"03-28","1998-01-01","1997-1998","Region 6","H3",0.307449802769382
1998-04-04,2.53025568995919,"04-04","1998-01-01","1997-1998","Region 6","H3",0.304894369598524
1998-04-12,2.50890276041181,"04-12","1998-01-01","1997-1998","Region 6","H3",0.302321353749074
1998-04-19,2.48741915960978,"04-19","1998-01-01","1997-1998","Region 6","H3",0.299732592087857
1998-04-25,2.46581997361927,"04-25","1998-01-01","1997-1998","Region 6","H3",0.297129902477257
1998-05-02,2.44412011338517,"05-02","1998-01-01","1997-1998","Region 6","H3",0.294515081677641
1998-05-10,2.42233429816804,"05-10","1998-01-01","1997-1998","Region 6","H3",0.291889903351523
1998-05-17,2.40047703987525,"05-17","1998-01-01","1997-1998","Region 6","H3",0.289256116175478
1998-05-23,2.37856262832875,"05-23","1998-01-01","1997-1998","Region 6","H3",0.286615442064909
1998-05-30,2.35660511750398,"05-30","1998-01-01","1997-1998","Region 6","H3",0.283969574515856
1998-06-07,2.33461831276689,"06-07","1998-01-01","1997-1998","Region 6","H3",0.281320177067051
1998-06-14,2.31261575912772,"06-14","1998-01-01","1997-1998","Region 6","H3",0.278668881884515
1998-06-21,2.29061073052331,"06-21","1998-01-01","1997-1998","Region 6","H3",0.276017288470078
1998-06-27,2.26861622013162,"06-27","1998-01-01","1997-1998","Region 6","H3",0.273366962494283
1998-07-04,2.24664493171544,"07-04","1998-01-01","1998-1999","Region 6","H3",0.27071943475331
1998-07-12,2.22470927198547,"07-12","1998-01-01","1998-1999","Region 6","H3",0.268076200248736
1998-07-19,2.20282134396662,"07-19","1998-01-01","1998-1999","Region 6","H3",0.265438717388167
1998-07-25,2.18099294134544,"07-25","1998-01-01","1998-1999","Region 6","H3",0.262808407304115
1998-08-01,2.15923554377145,"08-01","1998-01-01","1998-1999","Region 6","H3",0.260186653287811
1998-08-09,2.13756031308022,"08-09","1998-01-01","1998-1999","Region 6","H3",0.257574800334084
1998-08-16,2.11597809040186,"08-16","1998-01-01","1998-1999","Region 6","H3",0.254974154792938
1998-08-22,2.09449939411476,"08-22","1998-01-01","1998-1999","Region 6","H3",0.252385984122976
1998-08-29,2.07313441860142,"08-29","1998-01-01","1998-1999","Region 6","H3",0.249811516741488
1998-09-05,2.0518930337607,"09-05","1998-01-01","1998-1999","Region 6","H3",0.247251941965661
1998-09-13,2.03078478522837,"09-13","1998-01-01","1998-1999","Region 6","H3",0.244708410039171
1998-09-20,2.00981889525682,"09-20","1998-01-01","1998-1999","Region 6","H3",0.242182032238179
1998-09-26,1.98900426420341,"09-26","1998-01-01","1998-1999","Region 6","H3",0.239673881050677
1998-10-03,1.96834947257632,"10-03","1998-01-01","1998-1999","Region 6","H3",0.237184990423013
1998-10-11,1.94786278358691,"10-11","1998-01-01","1998-1999","Region 6","H3",0.234716356067452
1998-10-18,1.92755214615741,"10-18","1998-01-01","1998-1999","Region 6","H3",0.232268935824595
1998-10-24,1.90742519833375,"10-24","1998-01-01","1998-1999","Region 6","H3",0.229843650074625
1998-10-31,1.88748927105382,"10-31","1998-01-01","1998-1999","Region 6","H3",0.227441382191385
1998-11-08,1.86775139222316,"11-08","1998-01-01","1998-1999","Region 6","H3",0.225062979033487
1998-11-15,1.84821829105089,"11-15","1998-01-01","1998-1999","Region 6","H3",0.222709251466801
1998-11-22,1.82889640260097,"11-22","1998-01-01","1998-1999","Region 6","H3",0.220380974912866
1998-11-28,1.80979187251508,"11-28","1998-01-01","1998-1999","Region 6","H3",0.218078889918006
1998-12-05,1.79091056186599,"12-05","1998-01-01","1998-1999","Region 6","H3",0.215803702738152
1998-12-13,1.77225805210176,"12-13","1998-01-01","1998-1999","Region 6","H3",0.213556085934616
1998-12-20,1.75383965004379,"12-20","1998-01-01","1998-1999","Region 6","H3",0.211336678976355
1998-12-26,1.7356603929036,"12-26","1998-01-01","1998-1999","Region 6","H3",0.209146088844486
1999-01-02,1.71772505328563,"01-02","1999-01-01","1998-1999","Region 6","H3",0.206984890635129
1999-01-10,1.70003814414569,"01-10","1999-01-01","1998-1999","Region 6","H3",0.204853628156887
1999-01-17,1.68260392367678,"01-17","1999-01-01","1998-1999","Region 6","H3",0.202752814519591
1999-01-23,1.66542640009637,"01-23","1999-01-01","1998-1999","Region 6","H3",0.200682932711165
1999-01-30,1.64850933631155,"01-30","1999-01-01","1998-1999","Region 6","H3",0.19864443615977
1999-02-06,1.63185625444037,"02-06","1999-01-01","1998-1999","Region 6","H3",0.196637749278624
1999-02-14,1.61547044017011,"02-14","1999-01-01","1998-1999","Region 6","H3",0.194663267991174
1999-02-21,1.59935494693516,"02-21","1999-01-01","1998-1999","Region 6","H3",0.192721360234523
1999-02-27,1.58351259989916,"02-27","1999-01-01","1998-1999","Region 6","H3",0.190812366439284
1999-03-06,1.56794599972819,"03-06","1999-01-01","1998-1999","Region 6","H3",0.188936599984235
1999-03-14,1.55265752614342,"03-14","1999-01-01","1998-1999","Region 6","H3",0.187094347624425
1999-03-21,1.53764934124373,"03-21","1999-01-01","1998-1999","Region 6","H3",0.185285869891535
1999-03-27,1.52292339259026,"03-27","1999-01-01","1998-1999","Region 6","H3",0.183511401465574
1999-04-03,1.5084814160469,"04-03","1999-01-01","1998-1999","Region 6","H3",0.181771151517153
1999-04-11,1.49432493837199,"04-11","1999-01-01","1998-1999","Region 6","H3",0.180065304019781
1999-04-18,1.48045527955827,"04-18","1999-01-01","1998-1999","Region 6","H3",0.178394018031833
1999-04-25,1.46687355491971,"04-25","1999-01-01","1998-1999","Region 6","H3",0.176757427948005
1999-05-01,1.45358067692505,"05-01","1999-01-01","1998-1999","Region 6","H3",0.175155643720263
1999-05-08,1.44057735677961,"05-08","1999-01-01","1998-1999","Region 6","H3",0.173588751048441
1999-05-16,1.42786410575807,"05-16","1999-01-01","1998-1999","Region 6","H3",0.172056811540849
1999-05-23,1.41544123629255,"05-23","1999-01-01","1998-1999","Region 6","H3",0.170559862845376
1999-05-29,1.40330886282119,"05-29","1999-01-01","1998-1999","Region 6","H3",0.169097918751757
1999-06-05,1.39146690240454,"06-05","1999-01-01","1998-1999","Region 6","H3",0.167670969265832
1999-06-13,1.37991507511736,"06-13","1999-01-01","1998-1999","Region 6","H3",0.166278980656771
1999-06-20,1.36865290422578,"06-20","1999-01-01","1998-1999","Region 6","H3",0.164921895478413
1999-06-26,1.35767971616022,"06-26","1999-01-01","1998-1999","Region 6","H3",0.163599632566008
1999-07-03,1.34699464029638,"07-03","1999-01-01","1999-2000","Region 6","H3",0.162312087009823
1999-07-10,1.33659660855763,"07-10","1999-01-01","1999-2000","Region 6","H3",0.161059130107234
1999-07-18,1.32648435485372,"07-18","1999-01-01","1999-2000","Region 6","H3",0.159840609295085
1999-07-25,1.31665641437183,"07-25","1999-01-01","1999-2000","Region 6","H3",0.158656348064265
1999-07-31,1.30711112273778,"07-31","1999-01-01","1999-2000","Region 6","H3",0.157506145858635
1999-08-07,1.29784661506649,"08-07","1999-01-01","1999-2000","Region 6","H3",0.156389777960606
1999-08-15,1.28886082492226,"08-15","1999-01-01","1999-2000","Region 6","H3",0.15530699536585
1999-08-22,1.28015148321115,"08-22","1999-01-01","1999-2000","Region 6","H3",0.154257524649841
1999-08-28,1.27171611702943,"08-28","1999-01-01","1999-2000","Region 6","H3",0.153241067829087
1999-09-04,1.26355204849349,"09-04","1999-01-01","1999-2000","Region 6","H3",0.152257302220141
1999-09-12,1.25565639357889,"09-12","1999-01-01","1999-2000","Region 6","H3",0.151305880299697
1999-09-19,1.24802606099734,"09-19","1999-01-01","1999-2000","Region 6","H3",0.150386429569279
1999-09-26,1.24065775114321,"09-26","1999-01-01","1999-2000","Region 6","H3",0.149498552428286
1999-10-02,1.2335479551423,"10-02","1999-01-01","1999-2000","Region 6","H3",0.148641826059377
1999-10-09,1.22669295403836,"10-09","1999-01-01","1999-2000","Region 6","H3",0.147815802330439
1999-10-17,1.22008881815452,"10-17","1999-01-01","1999-2000","Region 6","H3",0.147020007717652
1999-10-24,1.21373140666941,"10-24","1999-01-01","1999-2000","Region 6","H3",0.146253943254394
1999-10-30,1.20761636744957,"10-30","1999-01-01","1999-2000","Region 6","H3",0.145517084511066
1999-11-06,1.20173913718272,"11-06","1999-01-01","1999-2000","Region 6","H3",0.144808881611135
1999-11-14,1.19609494185823,"11-14","1999-01-01","1999-2000","Region 6","H3",0.14412875928904
1999-11-21,1.19067879764425,"11-21","1999-01-01","1999-2000","Region 6","H3",0.143476116995879
1999-11-27,1.18548551221285,"11-27","1999-01-01","1999-2000","Region 6","H3",0.142850329059096
1999-12-04,1.18050968656771,"12-04","1999-01-01","1999-2000","Region 6","H3",0.14225074490271
1999-12-11,1.17574571743096,"12-11","1999-01-01","1999-2000","Region 6","H3",0.141676689334927
1999-12-19,1.17118780024859,"12-19","1999-01-01","1999-2000","Region 6","H3",0.141127462910294
1999-12-26,1.16682993287639,"12-26","1999-01-01","1999-2000","Region 6","H3",0.140602342373854
2000-01-01,1.1626659200109,"01-01","2000-01-01","1999-2000","Region 6","H3",0.140100581195068
2000-01-08,1.15868937843211,"01-08","2000-01-01","1999-2000","Region 6","H3",0.139621410199561
2000-01-15,1.15489374312724,"01-15","2000-01-01","1999-2000","Region 6","H3",0.13916403830703
2000-01-22,1.15127227436693,"01-22","2000-01-01","1999-2000","Region 6","H3",0.138727653383927
2000-01-29,1.14781806580719,"01-29","2000-01-01","1999-2000","Region 6","H3",0.138311423219732
2000-02-05,1.14452405369233,"02-05","2000-01-01","1999-2000","Region 6","H3",0.13791449663591
2000-02-12,1.14138302723552,"02-12","2000-01-01","1999-2000","Region 6","H3",0.137536004736756
2000-02-19,1.13838764025475,"02-19","2000-01-01","1999-2000","Region 6","H3",0.137175062311518
2000-02-26,1.13553042414268,"02-26","2000-01-01","1999-2000","Region 6","H3",0.136830769397266
2000-03-04,1.13280380224936,"03-04","2000-01-01","1999-2000","Region 6","H3",0.136502213011999
2000-03-11,1.13020010575634,"03-11","2000-01-01","1999-2000","Region 6","H3",0.136188469067458
2000-03-18,1.1277115911197,"03-18","2000-01-01","1999-2000","Region 6","H3",0.135888604471011
2000-03-25,1.12533045915836,"03-25","2000-01-01","1999-2000","Region 6","H3",0.135601679425782
2000-04-01,1.12304887586115,"04-01","2000-01-01","1999-2000","Region 6","H3",0.135326749937885
2000-04-08,1.12085899498308,"04-08","2000-01-01","1999-2000","Region 6","H3",0.135062870539267
2000-04-15,1.11875298249696,"04-15","2000-01-01","1999-2000","Region 6","H3",0.134809097234114
2000-04-22,1.11672304296096,"04-22","2000-01-01","1999-2000","Region 6","H3",0.134564490676126
2000-04-29,1.11476144785623,"04-29","2000-01-01","1999-2000","Region 6","H3",0.134328119583182
2000-05-06,1.11286056594067,"05-06","2000-01-01","1999-2000","Region 6","H3",0.134099064394955
2000-05-13,1.11101289565551,"05-13","2000-01-01","1999-2000","Region 6","H3",0.133876421177886
2000-05-20,1.10921109961063,"05-20","2000-01-01","1999-2000","Region 6","H3",0.133659305780644
2000-05-27,1.10744804116169,"05-27","2000-01-01","1999-2000","Region 6","H3",0.133446858241651
2000-06-03,1.10571682307804,"06-03","2000-01-01","1999-2000","Region 6","H3",0.133238247448542
2000-06-10,1.10401082828404,"06-10","2000-01-01","1999-2000","Region 6","H3",0.133032676047469
2000-06-17,1.10232376263843,"06-17","2000-01-01","1999-2000","Region 6","H3",0.132829385597999
2000-06-25,1.10064969969635,"06-25","2000-01-01","1999-2000","Region 6","H3",0.132627661966897
2000-07-02,1.09898312737618,"07-02","2000-01-01","2000-2001","Region 6","H1",0.132426840951469
2000-07-09,1.09731899642966,"07-09","2000-01-01","2000-2001","Region 6","H1",0.132226314120176
2000-07-16,1.09565277058711,"07-16","2000-01-01","2000-2001","Region 6","H1",0.132025534855105
2000-07-23,1.09398047822155,"07-23","2000-01-01","2000-2001","Region 6","H1",0.131824024577466
2000-07-30,1.09229876534517,"07-30","2000-01-01","2000-2001","Region 6","H1",0.131621379133638
2000-08-06,1.09060494971961,"08-06","2000-01-01","2000-2001","Region 6","H1",0.131417275315427
2000-08-13,1.0888970758279,"08-13","2000-01-01","2000-2001","Region 6","H1",0.131211477484151
2000-08-20,1.08717397042045,"08-20","2000-01-01","2000-2001","Region 6","H1",0.131003844263903
2000-08-27,1.08543529831134,"08-27","2000-01-01","2000-2001","Region 6","H1",0.130794335264971
2000-09-03,1.0836816180638,"09-03","2000-01-01","2000-2001","Region 6","H1",0.130583017793906
2000-09-10,1.08191443716608,"09-10","2000-01-01","2000-2001","Region 6","H1",0.130370073502182
2000-09-17,1.08013626626111,"09-17","2000-01-01","2000-2001","Region 6","H1",0.130155804920845
2000-09-24,1.07835067195636,"09-24","2000-01-01","2000-2001","Region 6","H1",0.129940641824061
2000-10-01,1.07656232770398,"10-01","2000-01-01","2000-2001","Region 6","H1",0.129725147360155
2000-10-08,1.07477706220755,"10-08","2000-01-01","2000-2001","Region 6","H1",0.129510023884586
2000-10-15,1.07300190477966,"10-15","2000-01-01","2000-2001","Region 6","H1",0.12929611842552
2000-10-22,1.071245127047,"10-22","2000-01-01","2000-2001","Region 6","H1",0.129084427709262
2000-10-29,1.06951628037529,"10-29","2000-01-01","2000-2001","Region 6","H1",0.128876102669941
2000-11-05,1.0678262283682,"11-05","2000-01-01","2000-2001","Region 6","H1",0.128672452365612
2000-11-12,1.06618717378192,"11-12","2000-01-01","2000-2001","Region 6","H1",0.128474947221447
2000-11-19,1.064612679192,"11-19","2000-01-01","2000-2001","Region 6","H1",0.128285221520073
2000-11-26,1.06311768075214,"11-26","2000-01-01","2000-2001","Region 6","H1",0.128105075059508
2000-12-03,1.06171849439709,"12-03","2000-01-01","2000-2001","Region 6","H1",0.127936473900595
2000-12-10,1.0604328138639,"12-10","2000-01-01","2000-2001","Region 6","H1",0.127781550128572
2000-12-17,1.05927969993911,"12-17","2000-01-01","2000-2001","Region 6","H1",0.12764260055736
2000-12-24,1.05827956038422,"12-24","2000-01-01","2000-2001","Region 6","H1",0.1275220843106
2000-12-31,1.05745412004856,"12-31","2000-01-01","2000-2001","Region 6","H1",0.127422619220261
2001-01-06,1.05682638074752,"01-06","2001-01-01","2000-2001","Region 6","H1",0.127346976991998
2001-01-13,1.05642057056565,"01-13","2001-01-01","2000-2001","Region 6","H1",0.127298077096202
2001-01-21,1.05626208233776,"01-21","2001-01-01","2000-2001","Region 6","H1",0.127278979355004
2001-01-28,1.05637740116566,"01-28","2001-01-01","2000-2001","Region 6","H1",0.127292875208088
2001-02-04,1.0567940209442,"02-04","2001-01-01","2000-2001","Region 6","H1",0.127343077654129
2001-02-10,1.05754034999493,"02-10","2001-01-01","2000-2001","Region 6","H1",0.127433009879688
2001-02-17,1.05864560603802,"02-17","2001-01-01","2000-2001","Region 6","H1",0.127566192603411
2001-02-25,1.06013970087178,"02-25","2001-01-01","2000-2001","Region 6","H1",0.127746230179956
2001-03-04,1.06205311527004,"03-04","2001-01-01","2000-2001","Region 6","H1",0.127976795525211
2001-03-10,1.06441676475033,"03-10","2001-01-01","2000-2001","Region 6","H1",0.12826161394143
2001-03-17,1.06726185700568,"03-17","2001-01-01","2000-2001","Region 6","H1",0.128604445937851
2001-03-25,1.07061974192793,"03-25","2001-01-01","2000-2001","Region 6","H1",0.129009069158586
2001-04-01,1.07452175527707,"04-01","2001-01-01","2000-2001","Region 6","H1",0.129479259544867
2001-04-08,1.07899905716678,"04-08","2001-01-01","2000-2001","Region 6","H1",0.130018771872646
2001-04-14,1.08408246663733,"04-14","2001-01-01","2000-2001","Region 6","H1",0.130631319818723
2001-04-21,1.08980229367158,"04-21","2001-01-01","2000-2001","Region 6","H1",0.131320555718771
2001-04-29,1.09618817007483,"04-29","2001-01-01","2000-2001","Region 6","H1",0.132090050188452
2001-05-06,1.10326888068295,"05-06","2001-01-01","2000-2001","Region 6","H1",0.132943271784095
2001-05-12,1.11107219638491,"05-12","2001-01-01","2000-2001","Region 6","H1",0.133883566882005
2001-05-19,1.11962471044308,"05-19","2001-01-01","2000-2001","Region 6","H1",0.134914139955152
2001-05-27,1.12895167956942,"05-27","2001-01-01","2000-2001","Region 6","H1",0.136038034422942
2001-06-03,1.13907687116612,"06-03","2001-01-01","2000-2001","Region 6","H1",0.137258114243804
2001-06-09,1.15002241806841,"06-09","2001-01-01","2000-2001","Region 6","H1",0.138577046411778
2001-06-16,1.16180868203502,"06-16","2001-01-01","2000-2001","Region 6","H1",0.139997284507193
2001-06-24,1.17445412712217,"06-24","2001-01-01","2000-2001","Region 6","H1",0.141521053438309
2001-07-01,1.18797520395062,"07-01","2001-01-01","2001-2002","Region 6","H3",0.143150335495558
2001-07-08,1.20238624573706,"07-08","2001-01-01","2001-2002","Region 6","H3",0.144886857823389
2001-07-14,1.21769937681286,"07-14","2001-01-01","2001-2002","Region 6","H3",0.146732081396826
2001-07-21,1.23392443419907,"07-21","2001-01-01","2001-2002","Region 6","H3",0.148687191571303
2001-07-29,1.25106890264958,"07-29","2001-01-01","2001-2002","Region 6","H3",0.150753090255402
2001-08-05,1.26913786341792,"08-05","2001-01-01","2001-2002","Region 6","H3",0.152930389737278
2001-08-11,1.28813395685024,"08-11","2001-01-01","2001-2002","Region 6","H3",0.15521940817714
2001-08-18,1.30805735876085,"08-18","2001-01-01","2001-2002","Region 6","H3",0.157620166760512
2001-08-26,1.3289057704087,"08-26","2001-01-01","2001-2002","Region 6","H3",0.160132388490405
2001-09-02,1.35067442176683,"09-02","2001-01-01","2001-2002","Region 6","H3",0.162755498581288
2001-09-08,1.37335608766236,"09-08","2001-01-01","2001-2002","Region 6","H3",0.165488626403944
2001-09-15,1.39694111626409,"09-15","2001-01-01","2001-2002","Region 6","H3",0.168330608918212
2001-09-22,1.42141746930838,"09-22","2001-01-01","2001-2002","Region 6","H3",0.171279995520176
2001-09-30,1.44677077338245,"09-30","2001-01-01","2001-2002","Region 6","H3",0.174335054221784
2001-10-07,1.47298438152695,"10-07","2001-01-01","2001-2002","Region 6","H3",0.177493779073915
2001-10-13,1.50003944437697,"10-13","2001-01-01","2001-2002","Region 6","H3",0.180753898738832
2001-10-20,1.52791499003047,"10-20","2001-01-01","2001-2002","Region 6","H3",0.184112886114285
2001-10-28,1.55658801181649,"10-28","2001-01-01","2001-2002","Region 6","H3",0.187567968909523
2001-11-04,1.58603356312891,"11-04","2001-01-01","2001-2002","Region 6","H3",0.191116141072719
2001-11-10,1.61622485849618,"11-10","2001-01-01","2001-2002","Region 6","H3",0.194754174969806
2001-11-17,1.64713338006951,"11-17","2001-01-01","2001-2002","Region 6","H3",0.198478634216244
2001-11-25,1.67872898873248,"11-25","2001-01-01","2001-2002","Region 6","H3",0.202285887065672
2001-12-02,1.71098003906074,"12-02","2001-01-01","2001-2002","Region 6","H3",0.206172120262477
2001-12-09,1.74385349739102,"12-09","2001-01-01","2001-2002","Region 6","H3",0.210133353269049
2001-12-15,1.77731506229274,"12-15","2001-01-01","2001-2002","Region 6","H3",0.21416545278254
2001-12-22,1.81132928677178,"12-22","2001-01-01","2001-2002","Region 6","H3",0.218264147460344
2001-12-30,1.84585970157351,"12-30","2001-01-01","2001-2002","Region 6","H3",0.22242504277805
2002-01-06,1.88086893899031,"01-06","2002-01-01","2001-2002","Region 6","H3",0.226643635948171
2002-01-12,1.91631885661647,"01-12","2002-01-01","2001-2002","Region 6","H3",0.230915330832541
2002-01-19,1.95217066053019,"01-19","2002-01-01","2001-2002","Region 6","H3",0.235235452785678
2002-01-27,1.98838502741788,"01-27","2002-01-01","2001-2002","Region 6","H3",0.239599263370691
2002-02-03,2.02492222518994,"02-03","2002-01-01","2001-2002","Region 6","H3",0.244001974893409
2002-02-09,2.06174223166868,"02-09","2002-01-01","2001-2002","Region 6","H3",0.248438764704218
2002-02-16,2.09880485095955,"02-16","2002-01-01","2001-2002","Region 6","H3",0.252904789220712
2002-02-23,2.13606982714413,"02-23","2002-01-01","2001-2002","Region 6","H3",0.257395197627653
2002-03-03,2.17349695495999,"03-03","2002-01-01","2001-2002","Region 6","H3",0.261905145213813
2002-03-10,2.21104618715618,"03-10","2002-01-01","2001-2002","Region 6","H3",0.266429806308262
2002-03-16,2.2486777382364,"03-16","2002-01-01","2001-2002","Region 6","H3",0.270964386781355
2002-03-23,2.2863521843229,"03-23","2002-01-01","2001-2002","Region 6","H3",0.275504136078273
2002-03-31,2.32403055889479,"03-31","2002-01-01","2001-2002","Region 6","H3",0.280044358755443
2002-04-07,2.36167444417413,"04-07","2002-01-01","2001-2002","Region 6","H3",0.284580425492505
2002-04-13,2.39924605795243,"04-13","2002-01-01","2001-2002","Region 6","H3",0.289107783554851
2002-04-20,2.43670833566899,"04-20","2002-01-01","2001-2002","Region 6","H3",0.293621966684028
2002-04-28,2.47402500757222,"04-28","2002-01-01","2001-2002","Region 6","H3",0.298118604395624
2002-05-05,2.51116067081387,"05-05","2002-01-01","2001-2002","Region 6","H3",0.302593430666587
2002-05-12,2.5480808563466,"05-12","2002-01-01","2001-2002","Region 6","H3",0.307042291996346
2002-05-18,2.5847520905153,"05-18","2002-01-01","2001-2002","Region 6","H3",0.311461154828524
2002-05-25,2.62114195125424,"05-25","2002-01-01","2001-2002","Region 6","H3",0.315846112322664
2002-06-02,2.65721911882342,"06-02","2002-01-01","2001-2002","Region 6","H3",0.320193390467934
2002-06-09,2.69295342104061,"06-09","2002-01-01","2001-2002","Region 6","H3",0.324499353533559
2002-06-15,2.7283158729882,"06-15","2002-01-01","2001-2002","Region 6","H3",0.328760508853476
2002-06-22,2.763278711198,"06-22","2002-01-01","2001-2002","Region 6","H3",0.332973510945579
2002-06-30,2.79781542234062,"06-30","2002-01-01","2001-2002","Region 6","H3",0.337135164968776
2002-07-07,2.83190076647066,"07-07","2002-01-01","2002-2003","Region 6","H1",0.341242429524021
2002-07-13,2.86551079490246,"07-13","2002-01-01","2002-2003","Region 6","H1",0.345292418808331
2002-07-20,2.8986228628152,"07-20","2002-01-01","2002-2003","Region 6","H1",0.349282404133697
2002-07-27,2.9312156367091,"07-27","2002-01-01","2002-2003","Region 6","H1",0.353209814825542
2002-08-04,2.96326909685678,"08-04","2002-01-01","2002-2003","Region 6","H1",0.35707223851812
2002-08-11,2.9947645349154,"08-11","2002-01-01","2002-2003","Region 6","H1",0.360867420866773
2002-08-17,3.02568454688491,"08-17","2002-01-01","2002-2003","Region 6","H1",0.364593264699408
2002-08-24,3.05601302161647,"08-24","2002-01-01","2002-2003","Region 6","H1",0.368247828631764
2002-09-01,3.08573512509211,"09-01","2002-01-01","2002-2003","Region 6","H1",0.371829325173125
2002-09-08,3.11483728071148,"09-08","2002-01-01","2002-2003","Region 6","H1",0.375336118350881
2002-09-14,3.1433071458349,"09-14","2002-01-01","2002-2003","Region 6","H1",0.378766720883979
2002-09-21,3.17113358484297,"09-21","2002-01-01","2002-2003","Region 6","H1",0.382119790936623
2002-09-29,3.19830663898178,"09-29","2002-01-01","2002-2003","Region 6","H1",0.385394128484641
2002-10-06,3.22481749326989,"10-06","2002-01-01","2002-2003","Region 6","H1",0.388588671327788
2002-10-13,3.25065844074763,"10-13","2002-01-01","2002-2003","Region 6","H1",0.391702490781815
2002-10-19,3.27582284435212,"10-19","2002-01-01","2002-2003","Region 6","H1",0.394734787084421
2002-10-26,3.30030509670178,"10-26","2002-01-01","2002-2003","Region 6","H1",0.397684884549323
2002-11-03,3.32410057807303,"11-03","2002-01-01","2002-2003","Region 6","H1",0.400552226502459
2002-11-10,3.34720561284834,"11-10","2002-01-01","2002-2003","Region 6","H1",0.40333637003401
2002-11-16,3.3696174247101,"11-16","2002-01-01","2002-2003","Region 6","H1",0.406036980599286
2002-11-23,3.3913340908485,"11-23","2002-01-01","2002-2003","Region 6","H1",0.408653826500799
2002-12-01,3.41235449544345,"12-01","2002-01-01","2002-2003","Region 6","H1",0.411186773282863
2002-12-08,3.43267828267191,"12-08","2002-01-01","2002-2003","Region 6","H1",0.413635778069006
2002-12-14,3.45230580948168,"12-14","2002-01-01","2002-2003","Region 6","H1",0.416000883871234
2002-12-21,3.47123809836194,"12-21","2002-01-01","2002-2003","Region 6","H1",0.418282213898911
2002-12-28,3.48947679032893,"12-28","2002-01-01","2002-2003","Region 6","H1",0.420479965893559
2003-01-05,3.50702409833325,"01-05","2003-01-01","2002-2003","Region 6","H1",0.422594406514465
2003-01-12,3.52388276128242,"01-12","2003-01-01","2002-2003","Region 6","H1",0.424625865798426
2003-01-18,3.54005599885967,"01-18","2003-01-01","2002-2003","Region 6","H1",0.426574731715436
2003-01-25,3.55554746730676,"01-25","2003-01-01","2002-2003","Region 6","H1",0.428441444840545
2003-02-02,3.57036121632597,"02-02","2003-01-01","2002-2003","Region 6","H1",0.430226493160573
2003-02-09,3.58450164724331,"02-09","2003-01-01","2002-2003","Region 6","H1",0.431930407032796
2003-02-15,3.59797347256255,"02-15","2003-01-01","2002-2003","Region 6","H1",0.433553754311237
2003-02-22,3.61078167702736,"02-22","2003-01-01","2002-2003","Region 6","H1",0.435097135654665
2003-03-02,3.62293148029668,"03-02","2003-01-01","2002-2003","Region 6","H1",0.436561180029012
