"region","H3_max_Rt","season","year.new","HA_titer_tree_lag2","HA_wolf_lag2","NA_bhatt_ep_lag1","ha_lbi_shannon","na_lbi_shannon","ha_lbi_shannon_lag1","na_lbi_shannon_lag1","prior_dom_type_national","H1_cum_intensity","IVB_cum_intensity","H3_epi_size_prior","H1_epi_size_prior","IVB_epi_size_prior","vac_combined","vac_cov_combined","weighted_VE","vac_combined_prior","vac_cov_combined_prior","weighted_VE_prior_season","usa_bhatt_ep_mean","usa_wolf_ep_mean","pred","model","dataType","object","resid"
"Region 6",1.73375627044132,"1998-1999",1998,2.126,11.524,8.45,0.419969635783951,0.273703440699326,0.329295582944927,0.224990731572313,"H3",0,19.8275730037936,50.5841639239733,0,0,3.7011438,0.107748,34.35,-1.6973895,0.098115,-17.3,6.96153846153846,8.25641025641026,1.63849583376497,"Conditional
Random Forest","Training","party RF",0.0952604366763512
"Region 6",1.73375627044132,"1998-1999",1998,2.126,11.524,8.45,0.419969635783951,0.273703440699326,0.329295582944927,0.224990731572313,"H3",0,19.8275730037936,50.5841639239733,0,0,3.7011438,0.107748,34.35,-1.6973895,0.098115,-17.3,6.96153846153846,8.25641025641026,1.70881349540224,"Lasso","Training","lasso",0.0249427750390854
"Region 7",1.66098449813956,"1998-1999",1998,2.126,11.524,8.45,0.419969635783951,0.273703440699326,0.329295582944927,0.224990731572313,"H3",0.148519357943656,13.5296403823442,34.9503234841123,0,0.605049934065819,3.7011438,0.107748,34.35,-1.6973895,0.098115,-17.3,6.96153846153846,8.25641025641026,1.63268129378274,"Conditional
Random Forest","Training","party RF",0.0283032043568185
"Region 7",1.66098449813956,"1998-1999",1998,2.126,11.524,8.45,0.419969635783951,0.273703440699326,0.329295582944927,0.224990731572313,"H3",0.148519357943656,13.5296403823442,34.9503234841123,0,0.605049934065819,3.7011438,0.107748,34.35,-1.6973895,0.098115,-17.3,6.96153846153846,8.25641025641026,1.7053368585044,"Lasso","Training","lasso",-0.0443523603648375
"Region 8",1.75167450886779,"1998-1999",1998,2.126,11.524,8.45,0.419969635783951,0.273703440699326,0.329295582944927,0.224990731572313,"H3",0,5.31503048936757,80.2386797057501,0,0.200385887176289,3.7011438,0.107748,34.35,-1.6973895,0.098115,-17.3,6.96153846153846,8.25641025641026,1.63688950046627,"Conditional
Random Forest","Training","party RF",0.11478500840152
"Region 8",1.75167450886779,"1998-1999",1998,2.126,11.524,8.45,0.419969635783951,0.273703440699326,0.329295582944927,0.224990731572313,"H3",0,5.31503048936757,80.2386797057501,0,0.200385887176289,3.7011438,0.107748,34.35,-1.6973895,0.098115,-17.3,6.96153846153846,8.25641025641026,1.59576501856929,"Lasso","Training","lasso",0.155909490298505
"Region 9",1.68914062384831,"1998-1999",1998,2.126,11.524,8.45,0.419969635783951,0.273703440699326,0.329295582944927,0.224990731572313,"H3",1.43661297801026,8.85629312994844,62.419477516404,0.346560551622544,0.0444407586374706,3.7011438,0.107748,34.35,-1.6973895,0.098115,-17.3,6.96153846153846,8.25641025641026,1.62488929225363,"Conditional
Random Forest","Training","party RF",0.064251331594676
"Region 9",1.68914062384831,"1998-1999",1998,2.126,11.524,8.45,0.419969635783951,0.273703440699326,0.329295582944927,0.224990731572313,"H3",1.43661297801026,8.85629312994844,62.419477516404,0.346560551622544,0.0444407586374706,3.7011438,0.107748,34.35,-1.6973895,0.098115,-17.3,6.96153846153846,8.25641025641026,1.63522798402119,"Lasso","Training","lasso",0.0539126398271184
"Region 1",1.42316777853873,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",0.130678016718795,0.207196456923009,83.7442508778468,0.409423491849838,10.1113862947263,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.54781757866263,"Conditional
Random Forest","Training","party RF",-0.1246498001239
"Region 1",1.42316777853873,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",0.130678016718795,0.207196456923009,83.7442508778468,0.409423491849838,10.1113862947263,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.45447072220602,"Lasso","Training","lasso",-0.0313029436672925
"Region 2",1.32719503760224,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",2.61579054414231,0.279805101709391,88.3261338641115,0,13.3482022301061,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.5369189706931,"Conditional
Random Forest","Training","party RF",-0.209723933090863
"Region 2",1.32719503760224,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",2.61579054414231,0.279805101709391,88.3261338641115,0,13.3482022301061,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.43830225923119,"Lasso","Training","lasso",-0.111107221628949
"Region 3",1.27952587734086,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",1.38434068924307,0.409178256423711,36.5535973766676,0.0841686289478406,22.4020377084032,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.53620959690011,"Conditional
Random Forest","Training","party RF",-0.256683719559254
"Region 3",1.27952587734086,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",1.38434068924307,0.409178256423711,36.5535973766676,0.0841686289478406,22.4020377084032,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.52716273502804,"Lasso","Training","lasso",-0.247636857687182
"Region 4",1.28481515541985,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",0.548892431706466,0.132745881765844,44.3342318159856,0,19.6736580005886,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.54374589045856,"Conditional
Random Forest","Training","party RF",-0.258930735038713
"Region 4",1.28481515541985,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",0.548892431706466,0.132745881765844,44.3342318159856,0,19.6736580005886,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.51638468513233,"Lasso","Training","lasso",-0.231569529712478
"Region 5",1.65202990809329,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",0.85092881671721,0.207717881905396,61.4634903388422,1.70115307892911,14.5218879295397,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.54668029445242,"Conditional
Random Forest","Training","party RF",0.10534961364087
"Region 5",1.65202990809329,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",0.85092881671721,0.207717881905396,61.4634903388422,1.70115307892911,14.5218879295397,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.48789770834719,"Lasso","Training","lasso",0.164132199746103
"Region 6",1.87921006200525,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",1.14886873588914,0.098514594631048,30.8885571726821,0,19.8275730037936,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.54818678592304,"Conditional
Random Forest","Training","party RF",0.331023276082209
"Region 6",1.87921006200525,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",1.14886873588914,0.098514594631048,30.8885571726821,0,19.8275730037936,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.53579782770084,"Lasso","Training","lasso",0.343412234304416
"Region 7",1.85308909582182,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",0.560621379902851,0.442829666934641,45.7200461283146,0.148519357943656,13.5296403823442,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.54912392011783,"Conditional
Random Forest","Training","party RF",0.303965175703992
"Region 7",1.85308909582182,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",0.560621379902851,0.442829666934641,45.7200461283146,0.148519357943656,13.5296403823442,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.51548933205351,"Lasso","Training","lasso",0.337599763768313
"Region 8",1.47160289234914,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",2.01313737683995,0.295629230013147,40.9408210361962,0,5.31503048936757,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.53850063039104,"Conditional
Random Forest","Training","party RF",-0.0668977380419016
"Region 8",1.47160289234914,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",2.01313737683995,0.295629230013147,40.9408210361962,0,5.31503048936757,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.51725673449389,"Lasso","Training","lasso",-0.045653842144759
"Region 9",1.41403628774743,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",1.10494940507794,0.415932956073581,41.7713049818828,1.43661297801026,8.85629312994844,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.5425209693005,"Conditional
Random Forest","Training","party RF",-0.128484681553073
"Region 9",1.41403628774743,"1999-2000",1999,1.344,8.528,10.44,0.459776625081847,0.265805922845695,0.419969635783951,0.273703440699326,"H3",1.10494940507794,0.415932956073581,41.7713049818828,1.43661297801026,8.85629312994844,4.7533042368,0.110124,43.1632,3.7011438,0.107748,34.35,10.9459459459459,9.50632911392405,1.51977015682917,"Lasso","Training","lasso",-0.105733869081741
"Region 1",1.44162104710072,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.921033893480411,3.20691247222945,0.112352182037569,23.7444191587835,23.9877638269421,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.50594696779172,"Conditional
Random Forest","Training","party RF",-0.0643259206909939
"Region 1",1.44162104710072,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.921033893480411,3.20691247222945,0.112352182037569,23.7444191587835,23.9877638269421,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.4511686323169,"Lasso","Training","lasso",-0.00954758521617904
"Region 2",1.57214619830354,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.570613600767436,5.08738245340888,0.750317914344386,9.08974701749246,14.4656944909466,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.51199883246642,"Conditional
Random Forest","Training","party RF",0.060147365837119
"Region 2",1.57214619830354,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.570613600767436,5.08738245340888,0.750317914344386,9.08974701749246,14.4656944909466,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.45984663949348,"Lasso","Training","lasso",0.112299558810062
"Region 3",1.37709871265507,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.693992179202506,12.6799763075927,0.111493885140537,17.4011065245877,10.8298391752271,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.50722448832393,"Conditional
Random Forest","Training","party RF",-0.130125775668869
"Region 3",1.37709871265507,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.693992179202506,12.6799763075927,0.111493885140537,17.4011065245877,10.8298391752271,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.49446727680716,"Lasso","Training","lasso",-0.117368564152098
"Region 4",1.51393289436897,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.0484290915825147,2.85954873604615,0.376569979413937,25.8440519609086,15.6109921642318,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.51695045126879,"Conditional
Random Forest","Training","party RF",-0.00301755689981675
"Region 4",1.51393289436897,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.0484290915825147,2.85954873604615,0.376569979413937,25.8440519609086,15.6109921642318,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.4523718642115,"Lasso","Training","lasso",0.061561030157467
"Region 5",1.35032575275835,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.644839335528322,3.85169530871498,0.720327587651194,16.6886022042167,9.76869159199847,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.5049053755149,"Conditional
Random Forest","Training","party RF",-0.154579622756549
"Region 5",1.35032575275835,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.644839335528322,3.85169530871498,0.720327587651194,16.6886022042167,9.76869159199847,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.45408440193478,"Lasso","Training","lasso",-0.103758649176424
"Region 6",1.61492604252169,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",1.51068387439318,0.77790254136735,0.0286735314716922,13.5904456828207,13.0312366572655,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.51070762286503,"Conditional
Random Forest","Training","party RF",0.104218419656661
"Region 6",1.61492604252169,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",1.51068387439318,0.77790254136735,0.0286735314716922,13.5904456828207,13.0312366572655,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.43826051974755,"Lasso","Training","lasso",0.176665522774142
"Region 7",1.37942364396435,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.328706452086957,4.5452491846554,0.108874137412294,15.1354164790152,17.4512730667458,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.51098315973681,"Conditional
Random Forest","Training","party RF",-0.131559515772466
"Region 7",1.37942364396435,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.328706452086957,4.5452491846554,0.108874137412294,15.1354164790152,17.4512730667458,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.45933807879609,"Lasso","Training","lasso",-0.0799144348317453
"Region 8",1.74200643823757,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.205503569999529,3.30732907699997,1.08663433613875,17.050666266715,17.2724818426514,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.51705458880266,"Conditional
Random Forest","Training","party RF",0.224951849434904
"Region 8",1.74200643823757,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",0.205503569999529,3.30732907699997,1.08663433613875,17.050666266715,17.2724818426514,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.45265632839283,"Lasso","Training","lasso",0.289350109844741
"Region 9",1.29455520390056,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",2.56135339214113,14.028682899461,1.01304325365655,16.9135456501544,21.7918390577159,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.50274165438604,"Conditional
Random Forest","Training","party RF",-0.208186450485478
"Region 9",1.29455520390056,"2001-2002",2001,0.492,5.016,7.914,0.553505088316669,0.408017267371499,0.406121014160847,0.221335179631023,"H1",2.56135339214113,14.028682899461,1.01304325365655,16.9135456501544,21.7918390577159,8.10806735352339,0.107091,75.7119398784528,4.1126328592,0.095281,43.1632,12.4157303370787,2.8203125,1.49223223772253,"Lasso","Training","lasso",-0.197677033821965
"Region 4",1.70950340438825,"2002-2003",2002,1.48,8.144,7.204,0.534429479498644,0.374320927825072,0.553505088316669,0.408017267371499,"H3",7.52113378215938,14.8877932999575,25.7116914370236,0.0484290915825147,2.85954873604615,7.48272,0.11004,68,8.10806735352339,0.107091,75.7119398784528,13.7222222222222,6.925,1.4571555184204,"Conditional
Random Forest","Training","party RF",0.25234788596785
"Region 4",1.70950340438825,"2002-2003",2002,1.48,8.144,7.204,0.534429479498644,0.374320927825072,0.553505088316669,0.408017267371499,"H3",7.52113378215938,14.8877932999575,25.7116914370236,0.0484290915825147,2.85954873604615,7.48272,0.11004,68,8.10806735352339,0.107091,75.7119398784528,13.7222222222222,6.925,1.54365037596626,"Lasso","Training","lasso",0.165853028421985
"Region 8",1.32143134673239,"2002-2003",2002,1.48,8.144,7.204,0.534429479498644,0.374320927825072,0.553505088316669,0.408017267371499,"H3",15.2674439242585,6.35057751908679,41.3725508920521,0.205503569999529,3.30732907699997,7.48272,0.11004,68,8.10806735352339,0.107091,75.7119398784528,13.7222222222222,6.925,1.40094098262141,"Conditional
Random Forest","Training","party RF",-0.0795096358890177
"Region 8",1.32143134673239,"2002-2003",2002,1.48,8.144,7.204,0.534429479498644,0.374320927825072,0.553505088316669,0.408017267371499,"H3",15.2674439242585,6.35057751908679,41.3725508920521,0.205503569999529,3.30732907699997,7.48272,0.11004,68,8.10806735352339,0.107091,75.7119398784528,13.7222222222222,6.925,1.45173374794948,"Lasso","Training","lasso",-0.130302401217093
"Region 9",1.14602633756555,"2002-2003",2002,1.48,8.144,7.204,0.534429479498644,0.374320927825072,0.553505088316669,0.408017267371499,"H3",15.9717604636563,7.65414109083208,51.7589628159503,2.56135339214113,14.028682899461,7.48272,0.11004,68,8.10806735352339,0.107091,75.7119398784528,13.7222222222222,6.925,1.39500777826097,"Conditional
Random Forest","Training","party RF",-0.248981440695419
"Region 9",1.14602633756555,"2002-2003",2002,1.48,8.144,7.204,0.534429479498644,0.374320927825072,0.553505088316669,0.408017267371499,"H3",15.9717604636563,7.65414109083208,51.7589628159503,2.56135339214113,14.028682899461,7.48272,0.11004,68,8.10806735352339,0.107091,75.7119398784528,13.7222222222222,6.925,1.43819650972675,"Lasso","Training","lasso",-0.292170172161199
"Region 1",1.61399247444838,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0.0378099295646703,1.13381680548654,3.46582844712984,11.5126357383753,10.6416476668485,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.65275330961384,"Conditional
Random Forest","Training","party RF",-0.0387608351654589
"Region 1",1.61399247444838,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0.0378099295646703,1.13381680548654,3.46582844712984,11.5126357383753,10.6416476668485,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.69474158603983,"Lasso","Training","lasso",-0.0807491115914527
"Region 2",1.56884723500687,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,2.1671238402089,2.64414706029715,19.1693970035174,3.46403211517058,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.65437048028271,"Conditional
Random Forest","Training","party RF",-0.0855232452758383
"Region 2",1.56884723500687,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,2.1671238402089,2.64414706029715,19.1693970035174,3.46403211517058,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.70084173532868,"Lasso","Training","lasso",-0.13199450032181
"Region 3",1.72347590068601,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.53479027556127,3.67922412991664,14.5356745090562,9.85053065690864,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.65756013971911,"Conditional
Random Forest","Training","party RF",0.0659157609668977
"Region 3",1.72347590068601,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.53479027556127,3.67922412991664,14.5356745090562,9.85053065690864,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.69184895667042,"Lasso","Training","lasso",0.0316269440155852
"Region 4",2.00779120097513,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.148805471466075,11.5880387433152,7.52113378215938,14.8877932999575,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.65764452076505,"Conditional
Random Forest","Training","party RF",0.350146680210082
"Region 4",2.00779120097513,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.148805471466075,11.5880387433152,7.52113378215938,14.8877932999575,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.67732006719197,"Lasso","Training","lasso",0.330471133783168
"Region 5",1.95566026422932,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0.0149897350739161,1.21831448054046,1.34846591349765,11.0784707815662,18.6742216559522,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.65293337148926,"Conditional
Random Forest","Training","party RF",0.30272689274006
"Region 5",1.95566026422932,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0.0149897350739161,1.21831448054046,1.34846591349765,11.0784707815662,18.6742216559522,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.69863020545565,"Lasso","Training","lasso",0.257030058773671
"Region 6",1.71236920057553,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.145394918087402,0.24662716264264,1.92893240532914,10.859709023589,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.65529080053044,"Conditional
Random Forest","Training","party RF",0.0570784000450901
"Region 6",1.71236920057553,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.145394918087402,0.24662716264264,1.92893240532914,10.859709023589,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.69565813103721,"Lasso","Training","lasso",0.0167110695383161
"Region 7",1.32817765304547,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.379733671209991,0.607620156585417,20.4695677184446,26.9819536551049,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.64826577388984,"Conditional
Random Forest","Training","party RF",-0.320088120844367
"Region 7",1.32817765304547,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.379733671209991,0.607620156585417,20.4695677184446,26.9819536551049,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.69612449161354,"Lasso","Training","lasso",-0.367946838568065
"Region 8",1.91180635732716,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,1.27326454922989,5.53831756860196,15.2674439242585,6.35057751908679,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.65897268133412,"Conditional
Random Forest","Training","party RF",0.252833675993042
"Region 8",1.91180635732716,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,1.27326454922989,5.53831756860196,15.2674439242585,6.35057751908679,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.69215104172554,"Lasso","Training","lasso",0.219655315601619
"Region 9",1.82690607072882,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.281262595797371,8.75896718647089,15.9717604636563,7.65414109083208,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.65761068273377,"Conditional
Random Forest","Training","party RF",0.169295387995047
"Region 9",1.82690607072882,"2003-2004",2003,2.426,9.71,8.17,0.590888588252904,0.491787943661821,0.534429479498644,0.374320927825072,"H1",0,0.281262595797371,8.75896718647089,15.9717604636563,7.65414109083208,5.666066,0.115634,49,7.48272,0.11004,68,13.4084507042254,8.62770562770563,1.68249204625885,"Lasso","Training","lasso",0.144414024469966
"Region 1",1.54413500714221,"2004-2005",2004,1.992,8.518,9.528,0.673180720323901,0.579761639436529,0.590888588252904,0.491787943661821,"H3",0,6.16487455124701,83.5711085262639,0.0378099295646703,1.13381680548654,4.19079942295082,0.062424,67.1344262295082,5.666066,0.115634,49,5.01923076923077,7.90764331210191,1.41678334340014,"Conditional
Random Forest","Training","party RF",0.127351663742071
"Region 1",1.54413500714221,"2004-2005",2004,1.992,8.518,9.528,0.673180720323901,0.579761639436529,0.590888588252904,0.491787943661821,"H3",0,6.16487455124701,83.5711085262639,0.0378099295646703,1.13381680548654,4.19079942295082,0.062424,67.1344262295082,5.666066,0.115634,49,5.01923076923077,7.90764331210191,1.38561642336598,"Lasso","Training","lasso",0.158518583776228
"Region 2",1.51260079709631,"2004-2005",2004,1.992,8.518,9.528,0.673180720323901,0.579761639436529,0.590888588252904,0.491787943661821,"H3",0.283741265642088,17.3333352690943,45.0970504004521,0,2.1671238402089,4.19079942295082,0.062424,67.1344262295082,5.666066,0.115634,49,5.01923076923077,7.90764331210191,1.41306743608503,"Conditional
Random Forest","Training","party RF",0.0995333610112781
"Region 2",1.51260079709631,"2004-2005",2004,1.992,8.518,9.528,0.673180720323901,0.579761639436529,0.590888588252904,0.491787943661821,"H3",0.283741265642088,17.3333352690943,45.0970504004521,0,2.1671238402089,4.19079942295082,0.062424,67.1344262295082,5.666066,0.115634,49,5.01923076923077,7.90764331210191,1.49690904680957,"Lasso","Training","lasso",0.0156917502867397
