"region","H3_max_Rt","season","year.new","HA_titer_tree_lag2","HA_wolf_lag2","NA_bhatt_ep_lag1","ha_lbi_shannon","na_lbi_shannon","ha_lbi_shannon_lag1","na_lbi_shannon_lag1","prior_dom_type_national","H1_cum_intensity","IVB_cum_intensity","H3_epi_size_prior","H1_epi_size_prior","IVB_epi_size_prior","vac_combined","vac_cov_combined","weighted_VE","vac_combined_prior","vac_cov_combined_prior","weighted_VE_prior_season","usa_bhatt_ep_mean","usa_wolf_ep_mean","pred","model","dataType","object","resid"
"Region 5",1.05142783181068,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",21.6591755517744,13.4275866936549,39.8526842417647,9.3204186955262,12.7196019180571,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.18776570892705,"Conditional
Random Forest","Training","party RF",-0.136337877116371
"Region 5",1.05142783181068,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",21.6591755517744,13.4275866936549,39.8526842417647,9.3204186955262,12.7196019180571,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.1915715065573,"Lasso","Training","lasso",-0.140143674746623
"Region 6",1.54395072075112,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",30.980670743309,17.007598944373,83.8752136154205,4.92515498107285,11.8138419132447,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.20657596829356,"Conditional
Random Forest","Training","party RF",0.337374752457553
"Region 6",1.54395072075112,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",30.980670743309,17.007598944373,83.8752136154205,4.92515498107285,11.8138419132447,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.1023249847658,"Lasso","Training","lasso",0.441625735985313
"Region 7",1.02866822638981,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",11.2833922095573,6.60197684263204,46.1031219817301,8.2195127327243,18.5414021799639,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.17393038059768,"Conditional
Random Forest","Training","party RF",-0.145262154207878
"Region 7",1.02866822638981,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",11.2833922095573,6.60197684263204,46.1031219817301,8.2195127327243,18.5414021799639,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.18876508526309,"Lasso","Training","lasso",-0.160096858873284
"Region 8",1.0053643361595,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",10.6465585530488,3.27180838628164,17.8552694131947,16.9583890539642,19.2175029981095,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.19105257072281,"Conditional
Random Forest","Training","party RF",-0.18568823456331
"Region 8",1.0053643361595,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",10.6465585530488,3.27180838628164,17.8552694131947,16.9583890539642,19.2175029981095,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.22187495869594,"Lasso","Training","lasso",-0.216510622536439
"Region 9",1.10251910591414,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",15.964546671022,4.97595905573168,14.176244907504,15.6744305376792,12.5648633667079,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.19643681449833,"Conditional
Random Forest","Training","party RF",-0.0939177085841914
"Region 9",1.10251910591414,"2008-2009",2008,1.768,4.726,4.354,0.684792101110878,0.632896730370864,0.686790495886538,0.550223951950862,"H3",15.964546671022,4.97595905573168,14.176244907504,15.6744305376792,12.5648633667079,8.57472,0.155904,55,6.18837710071372,0.133556,46.3354480570975,4.64634146341463,4.30743243243243,1.21603916653698,"Lasso","Training","lasso",-0.113520060622839
"Region 1",1.41615154263987,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",16.4235030341131,7.67605665755382,0.0726740624293668,87.3504507723643,0.175448439724306,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.27086644970584,"Conditional
Random Forest","Training","party RF",0.145285092934035
"Region 1",1.41615154263987,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",16.4235030341131,7.67605665755382,0.0726740624293668,87.3504507723643,0.175448439724306,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.27204928920839,"Lasso","Training","lasso",0.144102253431481
"Region 10",1.10347971994633,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",19.718747009505,2.9646393530287,0.0342684010217615,91.4657660717342,0.147132177183864,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.26316958716387,"Conditional
Random Forest","Training","party RF",-0.159689867217544
"Region 10",1.10347971994633,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",19.718747009505,2.9646393530287,0.0342684010217615,91.4657660717342,0.147132177183864,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.23895106378891,"Lasso","Training","lasso",-0.135471343842579
"Region 2",1.35941795510919,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",9.32735874140526,10.123465299842,0.124790472386436,41.5826280294253,0.118822833035213,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.28491738223689,"Conditional
Random Forest","Training","party RF",0.0745005728722967
"Region 2",1.35941795510919,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",9.32735874140526,10.123465299842,0.124790472386436,41.5826280294253,0.118822833035213,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.30886225503307,"Lasso","Training","lasso",0.0505557000761143
"Region 3",1.300313990894,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",26.1155770747689,8.64281908467344,0.113022824137628,96.8112159935622,0.13859818577107,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.26593655812493,"Conditional
Random Forest","Training","party RF",0.0343774327690769
"Region 3",1.300313990894,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",26.1155770747689,8.64281908467344,0.113022824137628,96.8112159935622,0.13859818577107,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.24090826963979,"Lasso","Training","lasso",0.0594057212542152
"Region 4",1.08427920908623,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",19.8638446132952,24.8454271895897,0.0466892522113332,48.9149002002962,0.42076942885925,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.27556756464152,"Conditional
Random Forest","Training","party RF",-0.191288355555287
"Region 4",1.08427920908623,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",19.8638446132952,24.8454271895897,0.0466892522113332,48.9149002002962,0.42076942885925,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.33649247113406,"Lasso","Training","lasso",-0.252213262047827
"Region 5",1.15404401685943,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",18.731872588009,14.2104070560512,0.12533207254374,82.3584347543466,0.314567009005408,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.26959469471664,"Conditional
Random Forest","Training","party RF",-0.115550677857211
"Region 5",1.15404401685943,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",18.731872588009,14.2104070560512,0.12533207254374,82.3584347543466,0.314567009005408,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.29282401741851,"Lasso","Training","lasso",-0.13878000055908
"Region 6",1.25915316027941,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",7.23052147381098,18.2654989509058,0,35.7355821934599,0.422917910184951,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.29574878553708,"Conditional
Random Forest","Training","party RF",-0.0365956252576689
"Region 6",1.25915316027941,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",7.23052147381098,18.2654989509058,0,35.7355821934599,0.422917910184951,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.35322568893089,"Lasso","Training","lasso",-0.0940725286514794
"Region 7",1.54444768270458,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",15.186568108672,16.1475590951616,0.0367573797101312,90.5227881198133,0.183554800115208,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.28532344813996,"Conditional
Random Forest","Training","party RF",0.259124234564618
"Region 7",1.54444768270458,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",15.186568108672,16.1475590951616,0.0367573797101312,90.5227881198133,0.183554800115208,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.31460428218599,"Lasso","Training","lasso",0.229843400518589
"Region 8",1.16152996701733,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",8.75804730036654,12.2411247468654,0.0104157719144052,89.272237859887,0.304291273533261,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.28694418343453,"Conditional
Random Forest","Training","party RF",-0.125414216417195
"Region 8",1.16152996701733,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",8.75804730036654,12.2411247468654,0.0104157719144052,89.272237859887,0.304291273533261,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.3206207782711,"Lasso","Training","lasso",-0.159090811253769
"Region 9",1.27562887866888,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",23.3795221696909,17.3695554696534,0.0330320080167219,67.6698887338303,0.916776671922516,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.27504202568451,"Conditional
Random Forest","Training","party RF",0.00058685298436667
"Region 9",1.27562887866888,"2010-2011",2010,1.276,7.478,4.184,0.790953917484124,0.744322373840108,0.550781821201038,0.473632675865538,"H1",23.3795221696909,17.3695554696534,0.0330320080167219,67.6698887338303,0.916776671922516,9.4220384672096,0.185152,50.8881268752679,9.253475,0.168245,55,3.80851063829787,7.8319783197832,1.29015579346849,"Lasso","Training","lasso",-0.0145269147996088
"Region 1",1.15260594094346,"2011-2012",2011,0.9,6.42,4.314,0.755994601703922,0.730937596515146,0.790953917484124,0.744322373840108,"co-circ",1.86084251006459,2.06416830461979,31.9000488693674,16.4235030341131,7.67605665755382,7.34005277907861,0.191646,38.3000572883264,9.4220384672096,0.185152,50.8881268752679,5.45128205128205,7.91690544412607,1.18601246685857,"Conditional
Random Forest","Training","party RF",-0.0334065259151086
"Region 1",1.15260594094346,"2011-2012",2011,0.9,6.42,4.314,0.755994601703922,0.730937596515146,0.790953917484124,0.744322373840108,"co-circ",1.86084251006459,2.06416830461979,31.9000488693674,16.4235030341131,7.67605665755382,7.34005277907861,0.191646,38.3000572883264,9.4220384672096,0.185152,50.8881268752679,5.45128205128205,7.91690544412607,1.21526976173206,"Lasso","Training","lasso",-0.0626638207886037
"Region 10",1.12299851330219,"2011-2012",2011,0.9,6.42,4.314,0.755994601703922,0.730937596515146,0.790953917484124,0.744322373840108,"co-circ",6.12652029433851,11.1019052684108,26.3287279345929,19.718747009505,2.9646393530287,7.34005277907861,0.191646,38.3000572883264,9.4220384672096,0.185152,50.8881268752679,5.45128205128205,7.91690544412607,1.19042673327807,"Conditional
Random Forest","Training","party RF",-0.0674282199758764
