"date","diff_weeks","month.day","new.year","season","region","dom_type","diff"
1999-11-21,5.86753231333676,"11-21","1999-01-01","1999-2000","Region 2","H3",0.707034302056106
1999-11-27,5.84470991391212,"11-27","1999-01-01","1999-2000","Region 2","H3",0.704284215923342
1999-12-04,5.82124711690358,"12-04","1999-01-01","1999-2000","Region 2","H3",0.701456962246442
1999-12-11,5.7971386382389,"12-11","1999-01-01","1999-2000","Region 2","H3",0.698551904297707
1999-12-19,5.77237953326735,"12-19","1999-01-01","1999-2000","Region 2","H3",0.695568446249542
1999-12-26,5.74696521961327,"12-26","1999-01-01","1999-2000","Region 2","H3",0.692506035928289
2000-01-01,5.72089150146692,"01-01","2000-01-01","1999-2000","Region 2","H3",0.689364167741264
2000-01-08,5.69415459535491,"01-08","2000-01-01","1999-2000","Region 2","H3",0.686142385782079
2000-01-15,5.66675115742788,"01-15","2000-01-01","1999-2000","Region 2","H3",0.68284028711879
2000-01-22,5.63867831229765,"01-22","2000-01-01","1999-2000","Region 2","H3",0.679457525268759
2000-01-29,5.60993368345015,"01-29","2000-01-01","1999-2000","Region 2","H3",0.675993813863394
2000-02-05,5.58051542525275,"02-05","2000-01-01","1999-2000","Region 2","H3",0.672448930505013
2000-02-12,5.55042225656666,"02-12","2000-01-01","1999-2000","Region 2","H3",0.668822720817124
2000-02-19,5.51965349596538,"02-19","2000-01-01","1999-2000","Region 2","H3",0.66511510268822
2000-02-26,5.48820909854916,"02-26","2000-01-01","1999-2000","Region 2","H3",0.661326070707907
2000-03-04,5.45608969433324,"03-04","2000-01-01","1999-2000","Region 2","H3",0.657455700792663
2000-03-11,5.42329662817361,"03-11","2000-01-01","1999-2000","Region 2","H3",0.653504154996869
2000-03-18,5.38983200117833,"03-18","2000-01-01","1999-2000","Region 2","H3",0.649471686502848
2000-03-25,5.35569871353491,"03-25","2000-01-01","1999-2000","Region 2","H3",0.645358644781546
2000-04-01,5.32090050866494,"04-01","2000-01-01","1999-2000","Region 2","H3",0.64116548091313
2000-04-08,5.28544201859524,"04-08","2000-01-01","1999-2000","Region 2","H3",0.636892753054195
2000-04-15,5.2493288104115,"04-15","2000-01-01","1999-2000","Region 2","H3",0.632541132035396
2000-04-22,5.21256743363406,"04-22","2000-01-01","1999-2000","Region 2","H3",0.628111407070204
2000-04-29,5.17516546832725,"04-29","2000-01-01","1999-2000","Region 2","H3",0.623604491552054
2000-05-06,5.13713157372314,"05-06","2000-01-01","1999-2000","Region 2","H3",0.619021428913478
2000-05-13,5.09847553710741,"05-13","2000-01-01","1999-2000","Region 2","H3",0.614363398516826
2000-05-20,5.05920832268007,"05-20","2000-01-01","1999-2000","Region 2","H3",0.609631721541956
2000-05-27,5.01934212006606,"05-27","2000-01-01","1999-2000","Region 2","H3",0.60482786683173
2000-06-03,4.97889039211173,"06-03","2000-01-01","1999-2000","Region 2","H3",0.599953456651467
2000-06-10,4.9378679215622,"06-10","2000-01-01","1999-2000","Region 2","H3",0.595010272313533
2000-06-17,4.89629085617245,"06-17","2000-01-01","1999-2000","Region 2","H3",0.590000259613209
2000-06-25,4.85417675176207,"06-25","2000-01-01","1999-2000","Region 2","H3",0.584925534016755
2000-07-02,4.81154461268073,"07-02","2000-01-01","2000-2001","Region 2","H1",0.579788385537483
2000-07-09,4.76841492910914,"07-09","2000-01-01","2000-2001","Region 2","H1",0.5745912832305
2000-07-16,4.72480971057971,"07-16","2000-01-01","2000-2001","Region 2","H1",0.569336879231927
2000-07-23,4.68075251506324,"07-23","2000-01-01","2000-2001","Region 2","H1",0.564028012263826
2000-07-30,4.63626847293414,"07-30","2000-01-01","2000-2001","Region 2","H1",0.558667710522003
2000-08-06,4.59138430509835,"08-06","2000-01-01","2000-2001","Region 2","H1",0.553259193860404
2000-08-13,4.54612833454658,"08-13","2000-01-01","2000-2001","Region 2","H1",0.547805875183282
2000-08-20,4.50053049058287,"08-20","2000-01-01","2000-2001","Region 2","H1",0.542311360954725
2000-08-27,4.45462230497586,"08-27","2000-01-01","2000-2001","Region 2","H1",0.536779450734898
2000-09-03,4.40843689929033,"09-03","2000-01-01","2000-2001","Region 2","H1",0.531214135653492
2000-09-10,4.36200896268003,"09-10","2000-01-01","2000-2001","Region 2","H1",0.52561959573378
2000-09-17,4.3153747194624,"09-17","2000-01-01","2000-2001","Region 2","H1",0.52000019598538
2000-09-24,4.26857188585201,"09-24","2000-01-01","2000-2001","Region 2","H1",0.514360481190669
2000-10-01,4.22163961530442,"10-01","2000-01-01","2000-2001","Region 2","H1",0.508705169318742
2000-10-08,4.1746184320156,"10-08","2000-01-01","2000-2001","Region 2","H1",0.503039143512136
2000-10-15,4.12755015223508,"10-15","2000-01-01","2000-2001","Region 2","H1",0.497367442605102
2000-10-22,4.08047779318273,"10-22","2000-01-01","2000-2001","Region 2","H1",0.491695250148136
2000-10-29,4.03344546950915,"10-29","2000-01-01","2000-2001","Region 2","H1",0.48602788193151
2000-11-05,3.98649827740545,"11-05","2000-01-01","2000-2001","Region 2","H1",0.480370772020571
2000-11-12,3.93968216664835,"11-12","2000-01-01","2000-2001","Region 2","H1",0.474729457337243
2000-11-19,3.89304380105647,"11-19","2000-01-01","2000-2001","Region 2","H1",0.469109560845094
2000-11-26,3.84663040803071,"11-26","2000-01-01","2000-2001","Region 2","H1",0.463516773419036
2000-12-03,3.80048961804995,"12-03","2000-01-01","2000-2001","Region 2","H1",0.457956834504645
2000-12-10,3.75466929518831,"12-10","2000-01-01","2000-2001","Region 2","H1",0.452435511695595
2000-12-17,3.70921735990662,"12-17","2000-01-01","2000-2001","Region 2","H1",0.446958579380124
2000-12-24,3.66418160554193,"12-24","2000-01-01","2000-2001","Region 2","H1",0.441531796628125
2000-12-31,3.61960951007072,"12-31","2000-01-01","2000-2001","Region 2","H1",0.436160884508726
2001-01-06,3.57554804484727,"01-06","2001-01-01","2000-2001","Region 2","H1",0.430851503043366
2001-01-13,3.53204348211531,"01-13","2001-01-01","2000-2001","Region 2","H1",0.425609228011061
2001-01-21,3.48914120315347,"01-21","2001-01-01","2000-2001","Region 2","H1",0.42043952783004
2001-01-28,3.44688550894214,"01-28","2001-01-01","2000-2001","Region 2","H1",0.415347740743211
2001-02-04,3.40531943522802,"02-04","2001-01-01","2000-2001","Region 2","H1",0.41033905253354
2001-02-10,3.36448457381412,"02-10","2001-01-01","2000-2001","Region 2","H1",0.405418474989602
2001-02-17,3.32442090181781,"02-17","2001-01-01","2000-2001","Region 2","H1",0.400590825331272
2001-02-25,3.28516662052022,"02-25","2001-01-01","2000-2001","Region 2","H1",0.395860706791172
2001-03-04,3.24675800528056,"03-04","2001-01-01","2000-2001","Region 2","H1",0.391232490529425
2001-03-10,3.20922926781346,"03-10","2001-01-01","2000-2001","Region 2","H1",0.386710299038158
2001-03-17,3.1726124319314,"03-17","2001-01-01","2000-2001","Region 2","H1",0.382297991168541
2001-03-25,3.13693722364404,"03-25","2001-01-01","2000-2001","Region 2","H1",0.377999148887804
2001-04-01,3.10223097628667,"04-01","2001-01-01","2000-2001","Region 2","H1",0.373817065847284
2001-04-08,3.06851855112934,"04-08","2001-01-01","2000-2001","Region 2","H1",0.369754737815864
2001-04-14,3.03582227369968,"04-14","2001-01-01","2000-2001","Region 2","H1",0.365814855006908
2001-04-21,3.0041618858435,"04-21","2001-01-01","2000-2001","Region 2","H1",0.361999796301591
2001-04-29,2.97355451335094,"04-29","2001-01-01","2000-2001","Region 2","H1",0.358311625347874
2001-05-06,2.9440146487974,"05-06","2001-01-01","2000-2001","Region 2","H1",0.354752088492837
2001-05-12,2.91555414908897,"05-12","2001-01-01","2000-2001","Region 2","H1",0.351322614486911
2001-05-19,2.8881822470656,"05-19","2001-01-01","2000-2001","Region 2","H1",0.348024315882052
2001-05-27,2.86190557640067,"05-27","2001-01-01","2000-2001","Region 2","H1",0.344857992032126
2001-06-03,2.83672820894513,"06-03","2001-01-01","2000-2001","Region 2","H1",0.341824133592849
2001-06-09,2.81265170359607,"06-09","2001-01-01","2000-2001","Region 2","H1",0.338922928410438
2001-06-16,2.78967516572333,"06-16","2001-01-01","2000-2001","Region 2","H1",0.336154268682464
2001-06-24,2.76779531616083,"06-24","2001-01-01","2000-2001","Region 2","H1",0.333517759271285
2001-07-01,2.74700656876106,"07-01","2001-01-01","2001-2002","Region 2","H3",0.331012727049304
2001-07-08,2.72730111551788,"07-08","2001-01-01","2001-2002","Region 2","H3",0.328638231156232
2001-07-14,2.70866901828346,"07-14","2001-01-01","2001-2002","Region 2","H3",0.326393074050912
2001-07-21,2.69109830613595,"07-21","2001-01-01","2001-2002","Region 2","H3",0.324275813244081
2001-07-29,2.67457507749478,"07-29","2001-01-01","2001-2002","Region 2","H3",0.322284773603196
2001-08-05,2.65908360612611,"08-05","2001-01-01","2001-2002","Region 2","H3",0.320418060126037
2001-08-11,2.64460645023195,"08-11","2001-01-01","2001-2002","Region 2","H3",0.31867357108588
2001-08-18,2.63112456386915,"08-18","2001-01-01","2001-2002","Region 2","H3",0.317049011457422
2001-08-26,2.61861740999902,"08-26","2001-01-01","2001-2002","Region 2","H3",0.315541906539196
2001-09-02,2.60706307452215,"09-02","2001-01-01","2001-2002","Region 2","H3",0.314149615694707
2001-09-08,2.59643838070629,"09-08","2001-01-01","2001-2002","Region 2","H3",0.312869346140914
2001-09-15,2.58671900346552,"09-15","2001-01-01","2001-2002","Region 2","H3",0.311698166718821
2001-09-22,2.5778795829982,"09-22","2001-01-01","2001-2002","Region 2","H3",0.310633021586771
2001-09-30,2.56989383733629,"09-30","2001-01-01","2001-2002","Region 2","H3",0.309670743782586
2001-10-07,2.56273467340166,"10-07","2001-01-01","2001-2002","Region 2","H3",0.308808068605779
2001-10-13,2.55637429620442,"10-13","2001-01-01","2001-2002","Region 2","H3",0.3080416467759
2001-10-20,2.55078431585512,"10-20","2001-01-01","2001-2002","Region 2","H3",0.307368057327438
2001-10-28,2.54593585209606,"10-28","2001-01-01","2001-2002","Region 2","H3",0.306783820205788
2001-11-04,2.54179963608822,"11-04","2001-01-01","2001-2002","Region 2","H3",0.306285408532517
2001-11-10,2.53834610921873,"11-10","2001-01-01","2001-2002","Region 2","H3",0.305869260511611
2001-11-17,2.5355455187201,"11-17","2001-01-01","2001-2002","Region 2","H3",0.30553179095153
2001-11-25,2.53336800991669,"11-25","2001-01-01","2001-2002","Region 2","H3",0.305269402380862
2001-12-02,2.53178371493658,"12-02","2001-01-01","2001-2002","Region 2","H3",0.305078495738054
2001-12-09,2.53076283774809,"12-09","2001-01-01","2001-2002","Region 2","H3",0.304955480618255
2001-12-15,2.53027573539953,"12-15","2001-01-01","2001-2002","Region 2","H3",0.30489678506267
2001-12-22,2.53029299535991,"12-22","2001-01-01","2001-2002","Region 2","H3",0.304898864878066
2001-12-30,2.53078550887545,"12-30","2001-01-01","2001-2002","Region 2","H3",0.304958212476189
2002-01-06,2.53172454027352,"01-06","2002-01-01","2001-2002","Region 2","H3",0.305071365224856
2002-01-12,2.53308179216162,"01-12","2002-01-01","2001-2002","Region 2","H3",0.305234913304384
2002-01-19,2.53482946648385,"01-19","2002-01-01","2001-2002","Region 2","H3",0.30544550706487
2002-01-27,2.53694032141204,"01-27","2002-01-01","2001-2002","Region 2","H3",0.305699863881535
2002-02-03,2.53938772406228,"02-03","2002-01-01","2001-2002","Region 2","H3",0.305994774507034
2002-02-09,2.54214569904056,"02-09","2002-01-01","2001-2002","Region 2","H3",0.306327108921184
2002-02-16,2.54518897283405,"02-16","2002-01-01","2001-2002","Region 2","H3",0.306693821680081
2002-02-23,2.54849301407583,"02-23","2002-01-01","2001-2002","Region 2","H3",0.307091956767985
2002-03-03,2.55203406972239,"03-03","2002-01-01","2001-2002","Region 2","H3",0.307518651956679
2002-03-10,2.55578919719343,"03-10","2002-01-01","2001-2002","Region 2","H3",0.307971142678304
2002-03-16,2.55973629253333,"03-16","2002-01-01","2001-2002","Region 2","H3",0.308446765418796
2002-03-23,2.56385411466285,"03-23","2002-01-01","2001-2002","Region 2","H3",0.308942960640204
2002-03-31,2.5681223057978,"03-31","2002-01-01","2001-2002","Region 2","H3",0.309457275241128
2002-04-07,2.5725214081196,"04-07","2002-01-01","2001-2002","Region 2","H3",0.30998736456551
2002-04-13,2.5770328767893,"04-13","2002-01-01","2001-2002","Region 2","H3",0.310530993970818
2002-04-20,2.58163908940367,"04-20","2002-01-01","2001-2002","Region 2","H3",0.311086039967502
2002-04-28,2.58632335199758,"04-28","2002-01-01","2001-2002","Region 2","H3",0.311650490942267
2002-05-05,2.59106990170228,"05-05","2002-01-01","2001-2002","Region 2","H3",0.31222244747841
2002-05-12,2.59586390617441,"05-12","2002-01-01","2001-2002","Region 2","H3",0.312800122286999
2002-05-18,2.60069145991444,"05-18","2002-01-01","2001-2002","Region 2","H3",0.313381839763265
2002-05-25,2.60553957759778,"05-25","2002-01-01","2001-2002","Region 2","H3",0.313966035182988
2002-06-02,2.61039618454477,"06-02","2002-01-01","2001-2002","Region 2","H3",0.314551253554145
2002-06-09,2.61525010445925,"06-09","2002-01-01","2001-2002","Region 2","H3",0.315136148139416
2002-06-15,2.62009104456838,"06-15","2002-01-01","2001-2002","Region 2","H3",0.315719478665534
2002-06-22,2.62490957829819,"06-22","2002-01-01","2001-2002","Region 2","H3",0.316300109235705
2002-06-30,2.62969712562244,"06-30","2002-01-01","2001-2002","Region 2","H3",0.316877005961654
2002-07-07,2.63444593122338,"07-07","2002-01-01","2002-2003","Region 2","H1",0.317449234332008
2002-07-13,2.63914904060522,"07-13","2002-01-01","2002-2003","Region 2","H1",0.318015956333986
2002-07-20,2.64380027430202,"07-20","2002-01-01","2002-2003","Region 2","H1",0.31857642734546
2002-07-27,2.64839420032291,"07-27","2002-01-01","2002-2003","Region 2","H1",0.319129992814627
2002-08-04,2.65292610497814,"08-04","2002-01-01","2002-2003","Region 2","H1",0.319676084744553
2002-08-11,2.65739196222977,"08-11","2002-01-01","2002-2003","Region 2","H1",0.32021421799996
2002-08-17,2.66178840171083,"08-17","2002-01-01","2002-2003","Region 2","H1",0.32074398645355
2002-08-24,2.66611267555647,"08-24","2002-01-01","2002-2003","Region 2","H1",0.321265058989172
2002-09-01,2.6703626241895,"09-01","2002-01-01","2002-2003","Region 2","H1",0.321777175379003
2002-09-08,2.67453664120181,"09-08","2002-01-01","2002-2003","Region 2","H1",0.322280142051784
2002-09-14,2.67863363747125,"09-14","2002-01-01","2002-2003","Region 2","H1",0.322773827768914
2002-09-21,2.6826530046512,"09-21","2002-01-01","2002-2003","Region 2","H1",0.323258159224971
2002-09-29,2.68659457816767,"09-29","2002-01-01","2002-2003","Region 2","H1",0.323733116588884
2002-10-06,2.69045859985507,"10-06","2002-01-01","2002-2003","Region 2","H1",0.324198729001562
2002-10-13,2.69424568035839,"10-13","2002-01-01","2002-2003","Region 2","H1",0.32465507004538
2002-10-19,2.6979567614248,"10-19","2002-01-01","2002-2003","Region 2","H1",0.325102253200331
2002-10-26,2.70159307820297,"10-26","2002-01-01","2002-2003","Region 2","H1",0.325540427301131
2002-11-03,2.70515612166315,"11-03","2002-01-01","2002-2003","Region 2","H1",0.325969772008844
2002-11-10,2.70864760124472,"11-10","2002-01-01","2002-2003","Region 2","H1",0.326390493309942
2002-11-16,2.71206940783189,"11-16","2002-01-01","2002-2003","Region 2","H1",0.326802819054894
2002-11-23,2.71542357715123,"11-23","2002-01-01","2002-2003","Region 2","H1",0.327206994547594
2002-12-01,2.71871225367763,"12-01","2002-01-01","2002-2003","Region 2","H1",0.327603278196045
2002-12-08,2.72193765512762,"12-08","2002-01-01","2002-2003","Region 2","H1",0.327991937233825
2002-12-14,2.72510203761126,"12-14","2002-01-01","2002-2003","Region 2","H1",0.328373243520911
2002-12-21,2.72820766150591,"12-21","2002-01-01","2002-2003","Region 2","H1",0.32874746943149
2002-12-28,2.73125675810694,"12-28","2002-01-01","2002-2003","Region 2","H1",0.329114883835379
2003-01-05,2.73425149710231,"01-05","2003-01-01","2002-2003","Region 2","H1",0.329475748178745
2003-01-12,2.73719395490999,"01-12","2003-01-01","2002-2003","Region 2","H1",0.32983031266877
2003-01-18,2.74008608390888,"01-18","2003-01-01","2002-2003","Region 2","H1",0.330178812565999
2003-01-25,2.74292968258639,"01-25","2003-01-01","2002-2003","Region 2","H1",0.330521464587141
2003-02-02,2.74572636661801,"02-02","2003-01-01","2002-2003","Region 2","H1",0.330858463420173
2003-02-09,2.74847754088714,"02-09","2003-01-01","2002-2003","Region 2","H1",0.331189978352743
2003-02-15,2.7511843724465,"02-15","2003-01-01","2002-2003","Region 2","H1",0.33151615001404
2003-02-22,2.75384776441637,"02-22","2003-01-01","2002-2003","Region 2","H1",0.331837087229544
2003-03-02,2.75646833080871,"03-02","2003-01-01","2002-2003","Region 2","H1",0.332152863987345
