"date","diff_weeks","month.day","new.year","season","region","dom_type","diff"
1999-05-29,1.304378612885,"05-29","1999-01-01","1998-1999","Region 3","H3",0.157176879977606
1999-06-05,1.32004426540523,"06-05","1999-01-01","1998-1999","Region 3","H3",0.159064582184327
1999-06-13,1.33522325127243,"06-13","1999-01-01","1998-1999","Region 3","H3",0.160893641336527
1999-06-20,1.34990589170587,"06-20","1999-01-01","1998-1999","Region 3","H3",0.162662891146639
1999-06-26,1.36408257450198,"06-26","1999-01-01","1998-1999","Region 3","H3",0.164371173349608
1999-07-03,1.37774376197082,"07-03","1999-01-01","1999-2000","Region 3","H3",0.166017338659229
1999-07-10,1.39087999838482,"07-10","1999-01-01","1999-2000","Region 3","H3",0.167600247665712
1999-07-18,1.40348191700086,"07-18","1999-01-01","1999-2000","Region 3","H3",0.169118771681849
1999-07-25,1.41554024671673,"07-25","1999-01-01","1999-2000","Region 3","H3",0.170571793545102
1999-07-31,1.4270458184226,"07-31","1999-01-01","1999-2000","Region 3","H3",0.171958208382959
1999-08-07,1.43798957110819,"08-07","1999-01-01","1999-2000","Region 3","H3",0.173276924348842
1999-08-15,1.44836255778601,"08-15","1999-01-01","1999-2000","Region 3","H3",0.174526863335854
1999-08-22,1.45815595129088,"08-22","1999-01-01","1999-2000","Region 3","H3",0.175706961675617
1999-08-28,1.46736105001564,"08-28","1999-01-01","1999-2000","Region 3","H3",0.176816170829425
1999-09-04,1.47596928364292,"09-04","1999-01-01","1999-2000","Region 3","H3",0.177853458078915
1999-09-12,1.48397221893262,"09-12","1999-01-01","1999-2000","Region 3","H3",0.178817807223461
1999-09-19,1.49136156562459,"09-19","1999-01-01","1999-2000","Region 3","H3",0.179708219291432
1999-09-26,1.49812918251596,"09-26","1999-01-01","1999-2000","Region 3","H3",0.18052371327252
1999-10-02,1.50426708377263,"10-02","1999-01-01","1999-2000","Region 3","H3",0.181263326878267
1999-10-09,1.50976744553452,"10-09","1999-01-01","1999-2000","Region 3","H3",0.181926117337986
1999-10-17,1.51462261287399,"10-17","1999-01-01","1999-2000","Region 3","H3",0.182511162237258
1999-10-24,1.51882510716757,"10-24","1999-01-01","1999-2000","Region 3","H3",0.183017560406212
1999-10-30,1.52236763394091,"10-30","1999-01-01","1999-2000","Region 3","H3",0.183444432864845
1999-11-06,1.52524309124759,"11-06","1999-01-01","1999-2000","Region 3","H3",0.183790923832658
1999-11-14,1.52744457864264,"11-14","1999-01-01","1999-2000","Region 3","H3",0.184056201809962
1999-11-21,1.5289654068122,"11-21","1999-01-01","1999-2000","Region 3","H3",0.184239460738246
1999-11-27,1.52979910792139,"11-27","1999-01-01","1999-2000","Region 3","H3",0.18433992124709
1999-12-04,1.5299394467429,"12-04","1999-01-01","1999-2000","Region 3","H3",0.184356831995155
1999-12-11,1.52938043262978,"12-11","1999-01-01","1999-2000","Region 3","H3",0.184289471112896
1999-12-19,1.5281163323963,"12-19","1999-01-01","1999-2000","Region 3","H3",0.184137147754697
1999-12-26,1.52614168417167,"12-26","1999-01-01","1999-2000","Region 3","H3",0.18389920376824
2000-01-01,1.52345131229219,"01-01","2000-01-01","1999-2000","Region 3","H3",0.183575015488993
2000-01-08,1.52004034329769,"01-08","2000-01-01","1999-2000","Region 3","H3",0.183163995667785
2000-01-15,1.51590422309934,"01-15","2000-01-01","1999-2000","Region 3","H3",0.182665595539505
2000-01-22,1.51103873538575,"01-22","2000-01-01","1999-2000","Region 3","H3",0.18207930704103
2000-01-29,1.5054400213351,"01-29","2000-01-01","1999-2000","Region 3","H3",0.181404665186529
2000-02-05,1.4991046007009,"02-05","2000-01-01","1999-2000","Region 3","H3",0.180641250608282
2000-02-12,1.49202939433889,"02-12","2000-01-01","1999-2000","Region 3","H3",0.179788692271161
2000-02-19,1.48421174824215,"02-19","2000-01-01","1999-2000","Region 3","H3",0.17884667036884
2000-02-26,1.4756494591503,"02-26","2000-01-01","1999-2000","Region 3","H3",0.177814919409702
2000-03-04,1.46634080179751,"03-04","2000-01-01","1999-2000","Region 3","H3",0.176693231500196
2000-03-11,1.4562845578615,"03-11","2000-01-01","1999-2000","Region 3","H3",0.17548145983318
2000-03-18,1.44548004667306,"03-18","2000-01-01","1999-2000","Region 3","H3",0.174179522388403
2000-03-25,1.43392715774142,"03-25","2000-01-01","1999-2000","Region 3","H3",0.172787405851788
2000-04-01,1.42162638514598,"04-01","2000-01-01","1999-2000","Region 3","H3",0.171305169759624
2000-04-08,1.40857886383852,"04-08","2000-01-01","1999-2000","Region 3","H3",0.169732950872953
2000-04-15,1.39478640789178,"04-15","2000-01-01","1999-2000","Region 3","H3",0.168070967786507
2000-04-22,1.38025155072112,"04-22","2000-01-01","1999-2000","Region 3","H3",0.166319525775393
2000-04-29,1.36497758729365,"04-29","2000-01-01","1999-2000","Region 3","H3",0.164479021881273
2000-05-06,1.34896861832551,"05-06","2000-01-01","1999-2000","Region 3","H3",0.162549950238106
2000-05-13,1.33222959645079,"05-13","2000-01-01","1999-2000","Region 3","H3",0.160532907635478
2000-05-20,1.31476637432591,"05-20","2000-01-01","1999-2000","Region 3","H3",0.158428599315155
2000-05-27,1.29658575460989,"05-27","2000-01-01","1999-2000","Region 3","H3",0.156237844993676
2000-06-03,1.27769554173389,"06-03","2000-01-01","1999-2000","Region 3","H3",0.153961585100549
2000-06-10,1.25810459534198,"06-10","2000-01-01","1999-2000","Region 3","H3",0.151600887217839
2000-06-17,1.23782288524957,"06-17","2000-01-01","1999-2000","Region 3","H3",0.149156952702626
2000-06-25,1.21686154772495,"06-25","2000-01-01","1999-2000","Region 3","H3",0.146631123468897
2000-07-02,1.19523294285364,"07-02","2000-01-01","2000-2001","Region 3","H1",0.144024888899915
2000-07-09,1.17295071269388,"07-09","2000-01-01","2000-2001","Region 3","H1",0.141339892855931
2000-07-16,1.15002983987487,"07-16","2000-01-01","2000-2001","Region 3","H1",0.138577940735229
2000-07-23,1.12648670622675,"07-23","2000-01-01","2000-2001","Region 3","H1",0.135741006539012
2000-07-30,1.10233915096398,"07-30","2000-01-01","2000-2001","Region 3","H1",0.132831239882463
2000-08-06,1.07760652787078,"08-06","2000-01-01","2000-2001","Region 3","H1",0.129850972885557
2000-08-13,1.05230976086091,"08-13","2000-01-01","2000-2001","Region 3","H1",0.126802726867985
2000-08-20,1.02647139720365,"08-20","2000-01-01","2000-2001","Region 3","H1",0.123689218762857
2000-08-27,1.00011565762634,"08-27","2000-01-01","2000-2001","Region 3","H1",0.120513367154019
2000-09-03,0.973268482421546,"09-03","2000-01-01","2000-2001","Region 3","H1",0.117278297831954
2000-09-10,0.945957572607577,"09-10","2000-01-01","2000-2001","Region 3","H1",0.113987348753592
2000-09-17,0.918212425115513,"09-17","2000-01-01","2000-2001","Region 3","H1",0.110644074282328
2000-09-24,0.890064360909158,"09-24","2000-01-01","2000-2001","Region 3","H1",0.107252248576462
2000-10-01,0.861546544888191,"10-01","2000-01-01","2000-2001","Region 3","H1",0.103815867987519
2000-10-08,0.832693996384276,"10-08","2000-01-01","2000-2001","Region 3","H1",0.100339152325019
2000-10-15,0.803543589038199,"10-15","2000-01-01","2000-2001","Region 3","H1",0.0968265448416754
2000-10-22,0.774134038848182,"10-22","2000-01-01","2000-2001","Region 3","H1",0.0932827107932256
2000-10-29,0.744505879208704,"10-29","2000-01-01","2000-2001","Region 3","H1",0.089712534430619
2000-11-05,0.714701421819772,"11-05","2000-01-01","2000-2001","Region 3","H1",0.086121114289609
2000-11-12,0.684764702441624,"11-12","2000-01-01","2000-2001","Region 3","H1",0.0825137566542248
2000-11-19,0.654741410601714,"11-19","2000-01-01","2000-2001","Region 3","H1",0.0788959670865035
2000-11-26,0.624678802530928,"11-26","2000-01-01","2000-2001","Region 3","H1",0.0752734399353532
2000-12-03,0.594625596814394,"12-03","2000-01-01","2000-2001","Region 3","H1",0.0716520457625353
2000-12-10,0.564631852486974,"12-10","2000-01-01","2000-2001","Region 3","H1",0.068037816653241
2000-12-17,0.534748829581939,"12-17","2000-01-01","2000-2001","Region 3","H1",0.0644369294122856
2000-12-24,0.505028832447411,"12-24","2000-01-01","2000-2001","Region 3","H1",0.0608556866838292
2000-12-31,0.475525036472784,"12-31","2000-01-01","2000-2001","Region 3","H1",0.057300496072009
2001-01-06,0.446291299207118,"01-06","2001-01-01","2000-2001","Region 3","H1",0.0537778473808138
2001-01-13,0.417381957193997,"01-13","2001-01-01","2000-2001","Region 3","H1",0.0502942881327992
2001-01-21,0.388851610180991,"01-21","2001-01-01","2000-2001","Region 3","H1",0.0468563975664518
2001-01-28,0.360754894675321,"01-28","2001-01-01","2000-2001","Region 3","H1",0.0434707593497747
2001-02-04,0.333146249098722,"02-04","2001-01-01","2000-2001","Region 3","H1",0.0401439332815832
2001-02-10,0.306079673033052,"02-10","2001-01-01","2000-2001","Region 3","H1",0.0368824262807369
2001-02-17,0.279608483233994,"02-17","2001-01-01","2000-2001","Region 3","H1",0.0336926629859306
2001-02-25,0.253785069215307,"02-25","2001-01-01","2000-2001","Region 3","H1",0.0305809563037351
2001-03-04,0.228660651265095,"03-04","2001-01-01","2000-2001","Region 3","H1",0.0275534782496956
2001-03-10,0.204285043745228,"03-10","2001-01-01","2000-2001","Region 3","H1",0.0246162314260473
2001-03-17,0.180706426445573,"03-17","2001-01-01","2000-2001","Region 3","H1",0.0217750214700293
2001-03-25,0.157971126618765,"03-25","2001-01-01","2000-2001","Region 3","H1",0.0190354307891998
2001-04-01,0.136123414114385,"04-01","2001-01-01","2000-2001","Region 3","H1",0.0164027938752204
2001-04-08,0.115205311771719,"04-08","2001-01-01","2000-2001","Region 3","H1",0.0138821744562924
2001-04-14,0.0952564229274413,"04-14","2001-01-01","2000-2001","Region 3","H1",0.0114783447119295
2001-04-21,0.076313777560023,"04-21","2001-01-01","2000-2001","Region 3","H1",0.00919576673344841
2001-04-29,0.0584116982382012,"04-29","2001-01-01","2000-2001","Region 3","H1",0.00703857637083424
2001-05-06,0.0415816866787494,"05-06","2001-01-01","2000-2001","Region 3","H1",0.00501056956301724
2001-05-12,0.0258523313603952,"05-12","2001-01-01","2000-2001","Region 3","H1",0.00311519120540225
2001-05-19,0.0112492362968269,"05-19","2001-01-01","2000-2001","Region 3","H1",0.00135552656705663
2001-05-27,-0.00220502924887801,"05-27","2001-01-01","2000-2001","Region 3","H1",-0.000265704768672534
2001-06-03,-0.0144909606157158,"06-03","2001-01-01","2000-2001","Region 3","H1",-0.00174615250124266
2001-06-09,-0.0255921279229625,"06-09","2001-01-01","2000-2001","Region 3","H1",-0.00308383683938373
2001-06-16,-0.0354951675497801,"06-16","2001-01-01","2000-2001","Region 3","H1",-0.00427714747439567
2001-06-24,-0.044189756063296,"06-24","2001-01-01","2000-2001","Region 3","H1",-0.00532484043849677
2001-07-01,-0.0516685678735783,"07-01","2001-01-01","2001-2002","Region 3","H3",-0.00622603300227233
2001-07-08,-0.0579272179855865,"07-08","2001-01-01","2001-2002","Region 3","H3",-0.00698019677631734
2001-07-14,-0.0629641912730521,"07-14","2001-01-01","2001-2002","Region 3","H3",-0.00758714918877933
2001-07-21,-0.0667807597210538,"07-21","2001-01-01","2001-2002","Region 3","H3",-0.00804704351313589
2001-07-29,-0.0693808890769889,"07-29","2001-01-01","2001-2002","Region 3","H3",-0.00836035761968977
2001-08-05,-0.0707711363184552,"08-05","2001-01-01","2001-2002","Region 3","H3",-0.00852788162050718
2001-08-11,-0.0709605392957905,"08-11","2001-01-01","2001-2002","Region 3","H3",-0.00855070457140652
2001-08-18,-0.0699604998414495,"08-18","2001-01-01","2001-2002","Region 3","H3",-0.00843020038670499
2001-08-26,-0.0677846615619366,"08-26","2001-01-01","2001-2002","Region 3","H3",-0.00816801311321598
2001-09-02,-0.0644487834449201,"09-02","2001-01-01","2001-2002","Region 3","H3",-0.00776604169997843
2001-09-08,-0.0599706103273,"09-08","2001-01-01","2001-2002","Region 3","H3",-0.00722642438973266
2001-09-15,-0.0543697411826455,"09-15","2001-01-01","2001-2002","Region 3","H3",-0.00655152284763167
2001-09-22,-0.0476674961003694,"09-22","2001-01-01","2001-2002","Region 3","H3",-0.00574390613230739
2001-09-30,-0.039886782746317,"09-30","2001-01-01","2001-2002","Region 3","H3",-0.00480633460444774
2001-10-07,-0.0310519630162027,"10-07","2001-01-01","2001-2002","Region 3","H3",-0.00374174385861159
2001-10-13,-0.0211887205202965,"10-13","2001-01-01","2001-2002","Region 3","H3",-0.00255322875520906
2001-10-20,-0.0103239294704763,"10-20","2001-01-01","2001-2002","Region 3","H3",-0.00124402762146591
2001-10-28,0.00151447452067654,"10-28","2001-01-01","2001-2002","Region 3","H3",0.000182493317211807
2001-11-04,0.0142976212749417,"11-04","2001-01-01","2001-2002","Region 3","H3",0.00172285522079079
2001-11-10,0.0279958301142041,"11-10","2001-01-01","2001-2002","Region 3","H3",0.00337348158446205
2001-11-17,0.0425787307989557,"11-17","2001-01-01","2001-2002","Region 3","H3",0.00513071281166145
2001-11-25,0.058015381022609,"11-25","2001-01-01","2001-2002","Region 3","H3",0.00699082037206757
2001-12-02,0.0742743801818515,"12-02","2001-01-01","2001-2002","Region 3","H3",0.00895002051086467
2001-12-09,0.0913239791770882,"12-09","2001-01-01","2001-2002","Region 3","H3",0.0110044874796334
2001-12-15,0.109132186028053,"12-15","2001-01-01","2001-2002","Region 3","H3",0.0131503662629719
2001-12-22,0.127666867118282,"12-22","2001-01-01","2001-2002","Region 3","H3",0.0153837847783973
2001-12-30,0.146895843909059,"12-30","2001-01-01","2001-2002","Region 3","H3",0.0177008655303204
2002-01-06,0.166786984988504,"01-06","2002-01-01","2001-2002","Region 3","H3",0.0200977367019097
2002-01-12,0.187308293345616,"01-12","2002-01-01","2001-2002","Region 3","H3",0.0225705426715623
2002-01-19,0.208427988781917,"01-19","2002-01-01","2001-2002","Region 3","H3",0.0251154539434614
2002-01-27,0.230114585395417,"01-27","2002-01-01","2001-2002","Region 3","H3",0.027728676484349
2002-02-03,0.252336964092935,"02-03","2002-01-01","2001-2002","Region 3","H3",0.0304064604612201
2002-02-09,0.27506444010732,"02-09","2002-01-01","2001-2002","Region 3","H3",0.0331451083771083
2002-02-16,0.29826682551589,"02-16","2002-01-01","2001-2002","Region 3","H3",0.0359409826045238
2002-02-23,0.321914486775575,"02-23","2002-01-01","2001-2002","Region 3","H3",0.0387905123184031
2002-03-03,0.345978397308341,"03-03","2002-01-01","2001-2002","Region 3","H3",0.0416901998326248
2002-03-10,0.370430185188018,"03-10","2002-01-01","2001-2002","Region 3","H3",0.0446366263462438
2002-03-16,0.395242175995939,"03-16","2002-01-01","2001-2002","Region 3","H3",0.0476264571075719
2002-03-23,0.420387430928322,"03-23","2002-01-01","2001-2002","Region 3","H3",0.0506564460060957
2002-03-31,0.445839780252525,"03-31","2002-01-01","2001-2002","Region 3","H3",0.0537234396039363
2002-04-07,0.471573852222509,"04-07","2002-01-01","2001-2002","Region 3","H3",0.0568243806201454
2002-04-13,0.49756509757572,"04-13","2002-01-01","2001-2002","Region 3","H3",0.0599563108825672
2002-04-20,0.523789809744282,"04-20","2002-01-01","2001-2002","Region 3","H3",0.0631163737632737
2002-04-28,0.550225140922664,"04-28","2002-01-01","2001-2002","Region 3","H3",0.0663018161147109
2002-05-05,0.576849114142169,"05-05","2002-01-01","2001-2002","Region 3","H3",0.0695099897246672
2002-05-12,0.60364063150922,"05-12","2002-01-01","2001-2002","Region 3","H3",0.0727383523089825
2002-05-18,0.630579478769987,"05-18","2002-01-01","2001-2002","Region 3","H3",0.0759844680615825
2002-05-25,0.65764632636812,"05-25","2002-01-01","2001-2002","Region 3","H3",0.079246007781936
2002-06-02,0.684822727165408,"06-02","2002-01-01","2001-2002","Region 3","H3",0.0825207486003944
2002-06-09,0.712091110997105,"06-09","2002-01-01","2001-2002","Region 3","H3",0.0858065733221125
2002-06-15,0.739434776234574,"06-15","2002-01-01","2001-2002","Region 3","H3",0.0891014694103515
2002-06-22,0.766837878527703,"06-22","2002-01-01","2001-2002","Region 3","H3",0.0924035276299469
2002-06-30,0.794285416898636,"06-30","2002-01-01","2001-2002","Region 3","H3",0.0957109403716101
2002-07-07,0.821763217356393,"07-07","2002-01-01","2002-2003","Region 3","H1",0.0990219996775006
2002-07-13,0.849257914199534,"07-13","2002-01-01","2002-2003","Region 3","H1",0.102335094988207
2002-07-20,0.876756929170656,"07-20","2002-01-01","2002-2003","Region 3","H1",0.105648710630876
2002-07-27,0.904248448622848,"07-27","2002-01-01","2002-2003","Region 3","H1",0.108961423067783
2002-08-04,0.931721398853902,"08-04","2002-01-01","2002-2003","Region 3","H1",0.112271897924118
2002-08-11,0.959165419759485,"08-11","2002-01-01","2002-2003","Region 3","H1",0.11557888681321
2002-08-17,0.986570836951398,"08-17","2002-01-01","2002-2003","Region 3","H1",0.11888122397679
2002-08-24,1.01392863248191,"08-24","2002-01-01","2002-2003","Region 3","H1",0.122177822757293
2002-09-01,1.04123041430962,"09-01","2002-01-01","2002-2003","Region 3","H1",0.125467671918509
2002-09-08,1.0684683846367,"09-08","2002-01-01","2002-2003","Region 3","H1",0.128749831830243
2002-09-14,1.09563530724185,"09-14","2002-01-01","2002-2003","Region 3","H1",0.132023430531947
2002-09-21,1.12272447392725,"09-21","2002-01-01","2002-2003","Region 3","H1",0.135287659689605
2002-09-29,1.14972967019231,"09-29","2002-01-01","2002-2003","Region 3","H1",0.138541770459434
2002-10-06,1.17664514024117,"10-06","2002-01-01","2002-2003","Region 3","H1",0.141785069271314
2002-10-13,1.20346555142513,"10-13","2002-01-01","2002-2003","Region 3","H1",0.145016913544111
2002-10-19,1.23018595821557,"10-19","2002-01-01","2002-2003","Region 3","H1",0.148236707344444
2002-10-26,1.25680176579742,"10-26","2002-01-01","2002-2003","Region 3","H1",0.151443896999713
2002-11-03,1.28330869336751,"11-03","2002-01-01","2002-2003","Region 3","H1",0.154637966675575
2002-11-10,1.30970273721695,"11-10","2002-01-01","2002-2003","Region 3","H1",0.157818433927388
2002-11-16,1.3359801336711,"11-16","2002-01-01","2002-2003","Region 3","H1",0.160984845234504
2002-11-23,1.36213732195566,"11-23","2002-01-01","2002-2003","Region 3","H1",0.164136771525645
2002-12-01,1.38817090705198,"12-01","2002-01-01","2002-2003","Region 3","H1",0.167273803702998
2002-12-08,1.41407762259981,"12-08","2002-01-01","2002-2003","Region 3","H1",0.170395548172012
2002-12-14,1.43985429390056,"12-14","2002-01-01","2002-2003","Region 3","H1",0.173501622383318
2002-12-21,1.46549780106924,"12-21","2002-01-01","2002-2003","Region 3","H1",0.176591650392548
2002-12-28,1.49100504237823,"12-28","2002-01-01","2002-2003","Region 3","H1",0.179665258443294
2003-01-05,1.51637289783151,"01-05","2003-01-01","2002-2003","Region 3","H1",0.182722070577809
2003-01-12,1.54159819300276,"01-12","2003-01-01","2002-2003","Region 3","H1",0.185761704279532
2003-01-18,1.5666776631665,"01-18","2003-01-01","2002-2003","Region 3","H1",0.1887837661509
