"date","diff_weeks","month.day","new.year","season","region","dom_type","diff"
1997-09-27,4.22417240733434,"09-27","1997-01-01","1997-1998","Region 8","H3",0.509010369315862
1997-10-05,4.21830267700557,"10-05","1997-01-01","1997-1998","Region 8","H3",0.508303070154198
1997-10-12,4.21205067595922,"10-12","1997-01-01","1997-1998","Region 8","H3",0.507549707588778
1997-10-18,4.20542897722756,"10-18","1997-01-01","1997-1998","Region 8","H3",0.50675179666283
1997-10-25,4.198450348314,"10-25","1997-01-01","1997-1998","Region 8","H3",0.505910875853243
1997-11-01,4.1911277463553,"11-01","1997-01-01","1997-1998","Region 8","H3",0.505028506487617
1997-11-09,4.18347431264556,"11-09","1997-01-01","1997-1998","Region 8","H3",0.504106272084409
1997-11-16,4.1755033665106,"11-16","1997-01-01","1997-1998","Region 8","H3",0.503145777614792
1997-11-22,4.16722839852428,"11-22","1997-01-01","1997-1998","Region 8","H3",0.502148648685234
1997-11-29,4.15866306306213,"11-29","1997-01-01","1997-1998","Region 8","H3",0.501116530640209
1997-12-07,4.14982117019093,"12-07","1997-01-01","1997-1998","Region 8","H3",0.500051087584901
1997-12-14,4.14071667689668,"12-14","1997-01-01","1997-1998","Region 8","H3",0.498954001328172
1997-12-20,4.13136367765715,"12-20","1997-01-01","1997-1998","Region 8","H3",0.497826970246567
1997-12-27,4.12177639436917,"12-27","1997-01-01","1997-1998","Region 8","H3",0.496671708070554
1998-01-04,4.11196916564451,"01-04","1998-01-01","1997-1998","Region 8","H3",0.495489942594686
1998-01-11,4.10195643549245,"01-11","1998-01-01","1997-1998","Region 8","H3",0.494283414313853
1998-01-18,4.0917527414105,"01-18","1998-01-01","1997-1998","Region 8","H3",0.493053874988228
1998-01-24,4.08137270190914,"01-24","1998-01-01","1997-1998","Region 8","H3",0.491803086139996
1998-01-31,4.07083100349931,"01-31","1998-01-01","1997-1998","Region 8","H3",0.490532817485364
1998-02-08,4.06014238717583,"02-08","1998-01-01","1997-1998","Region 8","H3",0.489244845305809
1998-02-15,4.04932163443224,"02-15","1998-01-01","1997-1998","Region 8","H3",0.487940950762885
1998-02-21,4.0383835528464,"02-21","1998-01-01","1997-1998","Region 8","H3",0.486622918161292
1998-02-28,4.02734296127848,"02-28","1998-01-01","1997-1998","Region 8","H3",0.485292533165241
1998-03-08,4.0162146747256,"03-08","1998-01-01","1997-1998","Region 8","H3",0.483951580973446
1998-03-15,4.00501348887959,"03-15","1998-01-01","1997-1998","Region 8","H3",0.482601844458347
1998-03-21,3.99375416443581,"03-21","1998-01-01","1997-1998","Region 8","H3",0.481245102275328
1998-03-28,3.98245141120277,"03-28","1998-01-01","1997-1998","Region 8","H3",0.479883126947936
1998-04-04,3.97111987206275,"04-04","1998-01-01","1997-1998","Region 8","H3",0.478517682935148
1998-04-12,3.9597741068346,"04-12","1998-01-01","1997-1998","Region 8","H3",0.477150524686844
1998-04-19,3.94842857608971,"04-19","1998-01-01","1997-1998","Region 8","H3",0.475783394693637
1998-04-25,3.93709762497191,"04-25","1998-01-01","1997-1998","Region 8","H3",0.474418021537191
1998-05-02,3.92579546707141,"05-02","1998-01-01","1997-1998","Region 8","H3",0.473056117947032
1998-05-10,3.91453616840161,"05-10","1998-01-01","1997-1998","Region 8","H3",0.471699378869764
1998-05-17,3.9033336315261,"05-17","1998-01-01","1997-1998","Region 8","H3",0.470349479556379
1998-05-23,3.89220157988112,"05-23","1998-01-01","1997-1998","Region 8","H3",0.46900807367313
1998-05-30,3.8811535423368,"05-30","1998-01-01","1997-1998","Region 8","H3",0.467676791441163
1998-06-07,3.87020283803741,"06-07","1998-01-01","1997-1998","Region 8","H3",0.466357237809776
1998-06-14,3.85936256155829,"06-14","1998-01-01","1997-1998","Region 8","H3",0.465050990667841
1998-06-21,3.84864556841389,"06-21","1998-01-01","1997-1998","Region 8","H3",0.463759599097526
1998-06-27,3.83806446094777,"06-27","1998-01-01","1997-1998","Region 8","H3",0.462484581674054
1998-07-04,3.82763157463227,"07-04","1998-01-01","1998-1999","Region 8","H3",0.461227424814817
1998-07-12,3.81735896480138,"07-12","1998-01-01","1998-1999","Region 8","H3",0.459989581180694
1998-07-19,3.80725839383699,"07-19","1998-01-01","1998-1999","Region 8","H3",0.458772468132003
1998-07-25,3.79734131882456,"07-25","1998-01-01","1998-1999","Region 8","H3",0.457577466241018
1998-08-01,3.78761887969073,"08-01","1998-01-01","1998-1999","Region 8","H3",0.456405917862554
1998-08-09,3.77810188783118,"08-09","1998-01-01","1998-1999","Region 8","H3",0.455259125763635
1998-08-16,3.76880081523391,"08-16","1998-01-01","1998-1999","Region 8","H3",0.454138351812849
1998-08-22,3.75972578409889,"08-22","1998-01-01","1998-1999","Region 8","H3",0.453044815729528
1998-08-29,3.75088655695206,"08-29","1998-01-01","1998-1999","Region 8","H3",0.451979693892488
1998-09-05,3.7422925272482,"09-05","1998-01-01","1998-1999","Region 8","H3",0.45094411820768
1998-09-13,3.73395271045406,"09-13","1998-01-01","1998-1999","Region 8","H3",0.449939175033712
1998-09-20,3.72587573560043,"09-20","1998-01-01","1998-1999","Region 8","H3",0.448965904163882
1998-09-26,3.71806983728937,"09-26","1998-01-01","1998-1999","Region 8","H3",0.448025297863046
1998-10-03,3.71054284814006,"10-03","1998-01-01","1998-1999","Region 8","H3",0.447118299957355
1998-10-11,3.70330219165537,"10-11","1998-01-01","1998-1999","Region 8","H3",0.446245804974679
1998-10-18,3.69635487548908,"10-18","1998-01-01","1998-1999","Region 8","H3",0.445408657333304
1998-10-24,3.68970748509227,"10-24","1998-01-01","1998-1999","Region 8","H3",0.444607650576338
1998-10-31,3.68336617771679,"10-31","1998-01-01","1998-1999","Region 8","H3",0.44384352664912
1998-11-08,3.67733667675224,"11-08","1998-01-01","1998-1999","Region 8","H3",0.443116975216837
1998-11-15,3.67162426637311,"11-15","1998-01-01","1998-1999","Region 8","H3",0.442428633019508
1998-11-22,3.66623378647213,"11-22","1998-01-01","1998-1999","Region 8","H3",0.441779083261448
