"date","diff_weeks","month.day","new.year","season","region","dom_type","diff"
1998-09-20,0.66282534188454,"09-20","1998-01-01","1998-1999","Region 5","H3",0.0798700762020905
1998-09-26,0.657210852967078,"09-26","1998-01-01","1998-1999","Region 5","H3",0.079193533485123
1998-10-03,0.651714596395375,"10-03","1998-01-01","1998-1999","Region 5","H3",0.0785312376984833
1998-10-11,0.646343004283744,"10-11","1998-01-01","1998-1999","Region 5","H3",0.0778839639082829
1998-10-18,0.641102383063929,"10-18","1998-01-01","1998-1999","Region 5","H3",0.0772524720359551
1998-10-24,0.635998913783557,"10-24","1998-01-01","1998-1999","Region 5","H3",0.076637506894219
1998-10-31,0.63103865252392,"10-31","1998-01-01","1998-1999","Region 5","H3",0.0760397982374209
1998-11-08,0.62622753092274,"11-08","1998-01-01","1998-1999","Region 5","H3",0.0754600608245285
1998-11-15,0.621571356787618,"11-15","1998-01-01","1998-1999","Region 5","H3",0.0748989944930495
1998-11-22,0.61707581478606,"11-22","1998-01-01","1998-1999","Region 5","H3",0.0743572842421812
1998-11-28,0.612746467198142,"11-28","1998-01-01","1998-1999","Region 5","H3",0.0738356003235049
1998-12-05,0.608588754718133,"12-05","1998-01-01","1998-1999","Region 5","H3",0.0733345983375812
1998-12-13,0.604607997291649,"12-13","1998-01-01","1998-1999","Region 5","H3",0.0728549193348271
1998-12-20,0.600809394975267,"12-20","1998-01-01","1998-1999","Region 5","H3",0.0723971899190985
1998-12-26,0.597198028805918,"12-26","1998-01-01","1998-1999","Region 5","H3",0.071962022352452
1999-01-02,0.593778861667689,"01-02","1999-01-01","1998-1999","Region 5","H3",0.0715500146595934
1999-01-10,0.59055673914417,"01-10","1999-01-01","1998-1999","Region 5","H3",0.0711617507305858
1999-01-17,0.587536390344935,"01-17","1999-01-01","1998-1999","Region 5","H3",0.0707978004204394
1999-01-23,0.584722428695134,"01-23","1999-01-01","1998-1999","Region 5","H3",0.0704587196442573
1999-01-30,0.582119352677822,"01-30","1999-01-01","1998-1999","Region 5","H3",0.0701450504666857
1999-02-06,0.579731546519022,"02-06","1999-01-01","1998-1999","Region 5","H3",0.0698573211844634
1999-02-14,0.57756328080618,"02-14","1999-01-01","1998-1999","Region 5","H3",0.0695960464009455
1999-02-21,0.575618713031158,"02-21","1999-01-01","1998-1999","Region 5","H3",0.0693617270915335
1999-02-27,0.573901888049532,"02-27","1999-01-01","1998-1999","Region 5","H3",0.0691548506590207
1999-03-06,0.572416738448514,"03-06","1999-01-01","1998-1999","Region 5","H3",0.0689758909779266
1999-03-14,0.57116708481647,"03-14","1999-01-01","1998-1999","Region 5","H3",0.0688253084269731
1999-03-21,0.570156635907588,"03-21","1999-01-01","1998-1999","Region 5","H3",0.0687035499089278
1999-03-27,0.569388988695945,"03-27","1999-01-01","1998-1999","Region 5","H3",0.0686110488571184
1999-04-03,0.568867628313812,"04-03","1999-01-01","1998-1999","Region 5","H3",0.0685482252279986
1999-04-11,0.568595927869766,"04-11","1999-01-01","1998-1999","Region 5","H3",0.068515485479231
1999-04-18,0.568577148142847,"04-18","1999-01-01","1998-1999","Region 5","H3",0.0685132225328328
1999-04-25,0.568814437149705,"04-25","1999-01-01","1998-1999","Region 5","H3",0.0685418157230175
1999-05-01,0.569310829582432,"05-01","1999-01-01","1998-1999","Region 5","H3",0.0686016307284536
1999-05-08,0.570069246115498,"05-08","1999-01-01","1998-1999","Region 5","H3",0.0686930194887515
1999-05-16,0.571092492581004,"05-16","1999-01-01","1998-1999","Region 5","H3",0.0688163201050815
1999-05-23,0.572383259012282,"05-23","1999-01-01","1998-1999","Region 5","H3",0.068971856724928
1999-05-29,0.573944118556643,"05-29","1999-01-01","1998-1999","Region 5","H3",0.0691599394110763
1999-06-05,0.575777526258977,"06-05","1999-01-01","1998-1999","Region 5","H3",0.0693808639950378
1999-06-13,0.577885817718768,"06-13","1999-01-01","1998-1999","Region 5","H3",0.0696349119152198
1999-06-20,0.580271207624007,"06-20","1999-01-01","1998-1999","Region 5","H3",0.0699223500402641
1999-06-26,0.582935788166421,"06-26","1999-01-01","1998-1999","Region 5","H3",0.0702434304780822
1999-07-03,0.585881527343405,"07-03","1999-01-01","1999-2000","Region 5","H3",0.0705983903712393
1999-07-10,0.589110267153067,"07-10","1999-01-01","1999-2000","Region 5","H3",0.0709874516794586
1999-07-18,0.592623721689859,"07-18","1999-01-01","1999-2000","Region 5","H3",0.071410820950145
1999-07-25,0.59642347514927,"07-25","1999-01-01","1999-2000","Region 5","H3",0.0718686890779529
1999-07-31,0.60051097975126,"07-31","1999-01-01","1999-2000","Region 5","H3",0.0723612310545603
1999-08-07,0.604887553593199,"08-07","1999-01-01","1999-2000","Region 5","H3",0.0728886057099498
1999-08-15,0.609554378444264,"08-15","1999-01-01","1999-2000","Region 5","H3",0.073450955446634
1999-08-22,0.614512497494475,"08-22","1999-01-01","1999-2000","Region 5","H3",0.0740484059684162
1999-08-28,0.619762813072752,"08-28","1999-01-01","1999-2000","Region 5","H3",0.0746810660054174
1999-09-04,0.625306084349659,"09-04","1999-01-01","1999-2000","Region 5","H3",0.0753490270372582
1999-09-12,0.63114292504178,"09-12","1999-01-01","1999-2000","Region 5","H3",0.0760523630164374
1999-09-19,0.637273801135939,"09-19","1999-01-01","1999-2000","Region 5","H3",0.0767911300941019
1999-09-26,0.643699028652798,"09-26","1999-01-01","1999-2000","Region 5","H3",0.0775653663505617
1999-10-02,0.650418771470667,"10-02","1999-01-01","1999-2000","Region 5","H3",0.0783750915330594
1999-10-09,0.657433039231642,"10-09","1999-01-01","1999-2000","Region 5","H3",0.0792203068034625
1999-10-17,0.664741685353463,"10-17","1999-01-01","1999-2000","Region 5","H3",0.080100994498692
1999-10-24,0.672344405171716,"10-24","1999-01-01","1999-2000","Region 5","H3",0.0810171179068594
1999-10-30,0.680240734238203,"10-30","1999-01-01","1999-2000","Region 5","H3",0.0819686210622215
1999-11-06,0.688430046802463,"11-06","1999-01-01","1999-2000","Region 5","H3",0.0829554285622041
1999-11-14,0.69691155450442,"11-14","1999-01-01","1999-2000","Region 5","H3",0.0839774454098669
1999-11-21,0.705684305307159,"11-21","1999-01-01","1999-2000","Region 5","H3",0.0850345568853042
1999-11-27,0.714747182699654,"11-27","1999-01-01","1999-2000","Region 5","H3",0.0861266284495729
1999-12-04,0.724098905199947,"12-04","1999-01-01","1999-2000","Region 5","H3",0.087253505684827
1999-12-11,0.733738026189872,"12-11","1999-01-01","1999-2000","Region 5","H3",0.0884150142744013
1999-12-19,0.743662934112719,"12-19","1999-01-01","1999-2000","Region 5","H3",0.0896109600266302
1999-12-26,0.753871853065404,"12-26","1999-01-01","1999-2000","Region 5","H3",0.0908411289462037
2000-01-01,0.764362843816576,"01-01","2000-01-01","1999-2000","Region 5","H3",0.0921052873568479
2000-01-08,0.775133805281714,"01-08","2000-01-01","1999-2000","Region 5","H3",0.0934031820790751
2000-01-15,0.786182476485569,"01-15","2000-01-01","1999-2000","Region 5","H3",0.0947345406666552
2000-01-22,0.797506439041259,"01-22","2000-01-01","1999-2000","Region 5","H3",0.0960990717053464
2000-01-29,0.809103120173936,"01-29","2000-01-01","1999-2000","Region 5","H3",0.0974964651772448
2000-02-05,0.820969796315088,"02-05","2000-01-01","1999-2000","Region 5","H3",0.0989263928938958
2000-02-12,0.833103597291313,"02-12","2000-01-01","1999-2000","Region 5","H3",0.100388509001039
2000-02-19,0.845501511128665,"02-19","2000-01-01","1999-2000","Region 5","H3",0.101882450557529
2000-02-26,0.858160389490453,"02-26","2000-01-01","1999-2000","Region 5","H3",0.103407838190589
2000-03-04,0.871076953762599,"03-04","2000-01-01","1999-2000","Region 5","H3",0.104964276829088
2000-03-11,0.884247801796416,"03-11","2000-01-01","1999-2000","Region 5","H3",0.106551356516048
2000-03-18,0.897669415313768,"03-18","2000-01-01","1999-2000","Region 5","H3",0.108168653300956
2000-03-25,0.911338167974157,"03-25","2000-01-01","1999-2000","Region 5","H3",0.109815730211849
2000-04-01,0.925250334097294,"04-01","2000-01-01","1999-2000","Region 5","H3",0.111492138306374
2000-04-08,0.939402098028102,"04-08","2000-01-01","1999-2000","Region 5","H3",0.113197417800266
2000-04-15,0.95378956412398,"04-15","2000-01-01","1999-2000","Region 5","H3",0.11493109927081
2000-04-22,0.968408767336498,"04-22","2000-01-01","1999-2000","Region 5","H3",0.116692704931931
2000-04-29,0.983255684351482,"04-29","2000-01-01","1999-2000","Region 5","H3",0.118481749976559
2000-05-06,0.998326245242906,"05-06","2000-01-01","1999-2000","Region 5","H3",0.120297743980929
2000-05-13,1.01361634558697,"05-13","2000-01-01","1999-2000","Region 5","H3",0.122140192364308
2000-05-20,1.02912185897348,"05-20","2000-01-01","1999-2000","Region 5","H3",0.124008597896619
2000-05-27,1.04483864984218,"05-27","2000-01-01","1999-2000","Region 5","H3",0.125902462245206
2000-06-03,1.06076258656209,"06-03","2000-01-01","1999-2000","Region 5","H3",0.12782128755089
2000-06-10,1.07688955466242,"06-10","2000-01-01","1999-2000","Region 5","H3",0.129764578022283
2000-06-17,1.0932154701143,"06-17","2000-01-01","1999-2000","Region 5","H3",0.131731841536232
2000-06-25,1.10973629255352,"06-25","2000-01-01","1999-2000","Region 5","H3",0.133722591231153
2000-07-02,1.12644803832629,"07-02","2000-01-01","2000-2001","Region 5","H1",0.135736347079029
2000-07-09,1.14334679323185,"07-09","2000-01-01","2000-2001","Region 5","H1",0.137772637420901
2000-07-16,1.16042872482958,"07-16","2000-01-01","2000-2001","Region 5","H1",0.139831000449856
2000-07-23,1.17769009417199,"07-23","2000-01-01","2000-2001","Region 5","H1",0.141910985624851
2000-07-30,1.19512726682105,"07-30","2000-01-01","2000-2001","Region 5","H1",0.144012154998173
2000-08-06,1.21273672300222,"08-06","2000-01-01","2000-2001","Region 5","H1",0.146134084438995
2000-08-13,1.23051506674975,"08-13","2000-01-01","2000-2001","Region 5","H1",0.148276364735377
2000-08-20,1.24845903389714,"08-20","2000-01-01","2000-2001","Region 5","H1",0.150438602557116
2000-08-27,1.26656549877015,"08-27","2000-01-01","2000-2001","Region 5","H1",0.152620421262246
2000-09-03,1.28483147944427,"09-03","2000-01-01","2000-2001","Region 5","H1",0.154821461530561
2000-09-10,1.30325414143615,"09-10","2000-01-01","2000-2001","Region 5","H1",0.157041381808433
2000-09-17,1.32183079970836,"09-17","2000-01-01","2000-2001","Region 5","H1",0.159279858550381
2000-09-24,1.34055891887878,"09-24","2000-01-01","2000-2001","Region 5","H1",0.161536586244301
2000-10-01,1.35943611154038,"10-01","2000-01-01","2000-2001","Region 5","H1",0.163811277209007
2000-10-08,1.37846013461417,"10-08","2000-01-01","2000-2001","Region 5","H1",0.16610366115476
2000-10-15,1.39762888367692,"10-15","2000-01-01","2000-2001","Region 5","H1",0.168413484499757
2000-10-22,1.41694038522592,"10-22","2000-01-01","2000-2001","Region 5","H1",0.170740509438047
2000-10-29,1.43639278686618,"10-29","2000-01-01","2000-2001","Region 5","H1",0.173084512757086
2000-11-05,1.45598434542893,"11-05","2000-01-01","2000-2001","Region 5","H1",0.175445284406034
2000-11-12,1.47571341305608,"11-12","2000-01-01","2000-2001","Region 5","H1",0.177822625818925
2000-11-19,1.49557842131042,"11-19","2000-01-01","2000-2001","Region 5","H1",0.180216347999973
2000-11-26,1.5155778633982,"11-26","2000-01-01","2000-2001","Region 5","H1",0.182626269381386
2000-12-03,1.53571027461606,"12-03","2000-01-01","2000-2001","Region 5","H1",0.185052213467245
2000-12-10,1.55597421115996,"12-10","2000-01-01","2000-2001","Region 5","H1",0.187494006279986
2000-12-17,1.57636822745789,"12-17","2000-01-01","2000-2001","Region 5","H1",0.189951473629003
2000-12-24,1.59689085221063,"12-24","2000-01-01","2000-2001","Region 5","H1",0.192424438223578
2000-12-31,1.6175405633457,"12-31","2000-01-01","2000-2001","Region 5","H1",0.194912716654847
2001-01-06,1.63831576210765,"01-06","2001-01-01","2000-2001","Region 5","H1",0.197416116273685
2001-01-13,1.65921474652323,"01-13","2001-01-01","2000-2001","Region 5","H1",0.199934431993288
2001-01-21,1.68023568449254,"01-21","2001-01-01","2000-2001","Region 5","H1",0.20246744304666
2001-01-28,1.70137658676588,"01-28","2001-01-01","2000-2001","Region 5","H1",0.205014909730344
2001-02-04,1.72263528007152,"02-04","2001-01-01","2000-2001","Region 5","H1",0.207576570166336
2001-02-10,1.74400938066157,"02-10","2001-01-01","2000-2001","Region 5","H1",0.210152137114372
2001-02-17,1.76549626854079,"02-17","2001-01-01","2000-2001","Region 5","H1",0.212741294866518
2001-02-25,1.78709306263784,"02-25","2001-01-01","2000-2001","Region 5","H1",0.215343696255318
2001-03-04,1.80879659716939,"03-04","2001-01-01","2000-2001","Region 5","H1",0.217958959805684
2001-03-10,1.83060339943477,"03-10","2001-01-01","2000-2001","Region 5","H1",0.220586667059163
2001-03-17,1.85250966926354,"03-17","2001-01-01","2000-2001","Region 5","H1",0.223226360097382
2001-03-25,1.87451126032,"03-25","2001-01-01","2000-2001","Region 5","H1",0.225877539289249
2001-04-01,1.89660366344774,"04-01","2001-01-01","2000-2001","Region 5","H1",0.228539661283985
2001-04-08,1.9187819922148,"04-08","2001-01-01","2000-2001","Region 5","H1",0.231212137269325
2001-04-14,1.94104097079561,"04-14","2001-01-01","2000-2001","Region 5","H1",0.233894331511288
2001-04-21,1.96337492430012,"04-21","2001-01-01","2000-2001","Region 5","H1",0.236585560188857
2001-04-29,1.98577777163478,"04-29","2001-01-01","2000-2001","Region 5","H1",0.239285090533722
2001-05-06,2.00824302095308,"05-06","2001-01-01","2000-2001","Region 5","H1",0.241992140282076
2001-05-12,2.03076376772729,"05-12","2001-01-01","2000-2001","Region 5","H1",0.244705877442261
2001-05-19,2.0533326954472,"05-19","2001-01-01","2000-2001","Region 5","H1",0.247425420378962
2001-05-27,2.07594207892661,"05-27","2001-01-01","2000-2001","Region 5","H1",0.250149838211643
2001-06-03,2.09858379017492,"06-03","2001-01-01","2000-2001","Region 5","H1",0.252878151522065
2001-06-09,2.12124930676882,"06-09","2001-01-01","2000-2001","Region 5","H1",0.255609333363072
2001-06-16,2.1439297226388,"06-16","2001-01-01","2000-2001","Region 5","H1",0.258342310558361
2001-06-24,2.16661576116686,"06-24","2001-01-01","2000-2001","Region 5","H1",0.261075965280748
2001-07-01,2.18929779047534,"07-01","2001-01-01","2001-2002","Region 5","H3",0.263809136894457
2001-07-08,2.21196584077267,"07-08","2001-01-01","2001-2002","Region 5","H3",0.266540624045284
2001-07-14,2.23460962361013,"07-14","2001-01-01","2001-2002","Region 5","H3",0.269269186981019
2001-07-21,2.25721855289393,"07-21","2001-01-01","2001-2002","Region 5","H3",0.271993550083387
2001-07-29,2.2797817674895,"07-29","2001-01-01","2001-2002","Region 5","H3",0.274712404591859
2001-08-05,2.3022881552497,"08-05","2001-01-01","2001-2002","Region 5","H3",0.277424411499034
2001-08-11,2.3247263782956,"08-11","2001-01-01","2001-2002","Region 5","H3",0.280128204596956
2001-08-18,2.34708489937686,"08-18","2001-01-01","2001-2002","Region 5","H3",0.282822393653531
2001-08-26,2.36935200913986,"08-26","2001-01-01","2001-2002","Region 5","H3",0.285505567698318
2001-09-02,2.39151585413338,"09-02","2001-01-01","2001-2002","Region 5","H3",0.288176298397193
2001-09-08,2.41356446538573,"09-08","2001-01-01","2001-2002","Region 5","H3",0.290833143495886
2001-09-15,2.43548578739202,"09-15","2001-01-01","2001-2002","Region 5","H3",0.293474650312923
2001-09-22,2.45726770735636,"09-22","2001-01-01","2001-2002","Region 5","H3",0.296099359263298
2001-09-30,2.47889808454081,"09-30","2001-01-01","2001-2002","Region 5","H3",0.298705807395003
2001-10-07,2.50036477958085,"10-07","2001-01-01","2001-2002","Region 5","H3",0.301292531921529
2001-10-13,2.52165568363522,"10-13","2001-01-01","2001-2002","Region 5","H3",0.303858073734397
2001-10-20,2.54275874724694,"10-20","2001-01-01","2001-2002","Region 5","H3",0.306400980880907
2001-10-28,2.56366200880151,"10-28","2001-01-01","2001-2002","Region 5","H3",0.308919811993322
2001-11-04,2.58435362247707,"11-04","2001-01-01","2001-2002","Region 5","H3",0.311413139656854
2001-11-10,2.60482188559092,"11-10","2001-01-01","2001-2002","Region 5","H3",0.313879553704904
2001-11-17,2.62505526525553,"11-17","2001-01-01","2001-2002","Region 5","H3",0.316317664431093
2001-11-25,2.64504242426616,"11-25","2001-01-01","2001-2002","Region 5","H3",0.318726105708705
2001-12-02,2.66477224615065,"12-02","2001-01-01","2001-2002","Region 5","H3",0.321103538009177
2001-12-09,2.68423385932008,"12-09","2001-01-01","2001-2002","Region 5","H3",0.323448651312236
2001-12-15,2.70341666026676,"12-15","2001-01-01","2001-2002","Region 5","H3",0.325760167901244
2001-12-22,2.72231033576304,"12-22","2001-01-01","2001-2002","Region 5","H3",0.328036845038142
2001-12-30,2.74090488402126,"12-30","2001-01-01","2001-2002","Region 5","H3",0.330277477513215
2002-01-06,2.7591906347812,"01-06","2002-01-01","2001-2002","Region 5","H3",0.332480900065612
2002-01-12,2.77715826829691,"01-12","2002-01-01","2001-2002","Region 5","H3",0.334645989671255
2002-01-19,2.79479883319989,"01-19","2002-01-01","2001-2002","Region 5","H3",0.336771667695338
2002-01-27,2.81210376322005,"01-27","2002-01-01","2001-2002","Region 5","H3",0.338856901907193
2002-02-03,2.82906489274967,"02-03","2002-01-01","2001-2002","Region 5","H3",0.34090070835574
2002-02-09,2.84567447123916,"02-09","2002-01-01","2001-2002","Region 5","H3",0.342902153104169
2002-02-16,2.86192517641633,"02-16","2002-01-01","2001-2002","Region 5","H3",0.34486035382285
2002-02-23,2.87781012632336,"02-23","2002-01-01","2001-2002","Region 5","H3",0.346774481239785
2002-03-03,2.89332289016776,"03-03","2002-01-01","2001-2002","Region 5","H3",0.348643760448143
2002-03-10,2.9084574979856,"03-10","2002-01-01","2001-2002","Region 5","H3",0.350467472070669
2002-03-16,2.92320844911643,"03-16","2002-01-01","2001-2002","Region 5","H3",0.352244953280912
2002-03-23,2.93757071949091,"03-23","2002-01-01","2001-2002","Region 5","H3",0.353975598681377
2002-03-31,2.95153976773297,"03-31","2002-01-01","2001-2002","Region 5","H3",0.355658861038836
2002-04-07,2.96511154007937,"04-07","2002-01-01","2001-2002","Region 5","H3",0.357294251877126
2002-04-13,2.97828247412015,"04-13","2002-01-01","2001-2002","Region 5","H3",0.358881341927877
2002-04-20,2.99104950136459,"04-20","2002-01-01","2001-2002","Region 5","H3",0.360419761439701
2002-04-28,3.00341004863749,"04-28","2002-01-01","2001-2002","Region 5","H3",0.361909200346457
2002-05-05,3.01536203831209,"05-05","2002-01-01","2001-2002","Region 5","H3",0.3633494082953
2002-05-12,3.02690388738621,"05-12","2002-01-01","2001-2002","Region 5","H3",0.36474019453537
2002-05-18,3.03803450540953,"05-18","2002-01-01","2001-2002","Region 5","H3",0.366081427668025
2002-05-25,3.04875329127115,"05-25","2002-01-01","2001-2002","Region 5","H3",0.367373035259744
2002-06-02,3.05906012885762,"06-02","2002-01-01","2001-2002","Region 5","H3",0.368615003318921
2002-06-09,3.06895538159342,"06-09","2002-01-01","2001-2002","Region 5","H3",0.369807375638001
2002-06-15,3.07843988587753,"06-15","2002-01-01","2001-2002","Region 5","H3",0.370950253002582
2002-06-22,3.08751494343157,"06-22","2002-01-01","2001-2002","Region 5","H3",0.372043792269381
2002-06-30,3.09618231257748,"06-30","2002-01-01","2001-2002","Region 5","H3",0.373088205315187
2002-07-07,3.10444419846459,"07-07","2002-01-01","2002-2003","Region 5","H1",0.37408375785924
2002-07-13,3.11230324226916,"07-13","2002-01-01","2002-2003","Region 5","H1",0.375030768161776
2002-07-20,3.11976250939175,"07-20","2002-01-01","2002-2003","Region 5","H1",0.375929605601816
2002-07-27,3.12682547668089,"07-27","2002-01-01","2002-2003","Region 5","H1",0.376780689137628
2002-08-04,3.13349601871485,"08-04","2002-01-01","2002-2003","Region 5","H1",0.377584485653685
2002-08-11,3.13977839317603,"08-11","2002-01-01","2002-2003","Region 5","H1",0.378341508198294
2002-08-17,3.14567722535638,"08-17","2002-01-01","2002-2003","Region 5","H1",0.3790523141165
2002-08-24,3.15119749183503,"08-24","2002-01-01","2002-2003","Region 5","H1",0.379717503083251
2002-09-01,3.15634450337288,"09-01","2002-01-01","2002-2003","Region 5","H1",0.380337715042216
2002-09-08,3.16112388707236,"09-08","2002-01-01","2002-2003","Region 5","H1",0.380913628056029
2002-09-14,3.16554156785317,"09-14","2002-01-01","2002-2003","Region 5","H1",0.381445956074141
2002-09-21,3.16960374929856,"09-21","2002-01-01","2002-2003","Region 5","H1",0.3819354466248
2002-09-29,3.1733168939289,"09-29","2002-01-01","2002-2003","Region 5","H1",0.382382878438032
2002-10-06,3.1766877029625,"10-06","2002-01-01","2002-2003","Region 5","H1",0.382789059006823
2002-10-13,3.17972309562539,"10-13","2002-01-01","2002-2003","Region 5","H1",0.383154822093972
2002-10-19,3.1824301880745,"10-19","2002-01-01","2002-2003","Region 5","H1",0.383481025192335
2002-10-26,3.18481627199979,"10-26","2002-01-01","2002-2003","Region 5","H1",0.3837685469464
2002-11-03,3.18688879297272,"11-03","2002-01-01","2002-2003","Region 5","H1",0.384018284543288
2002-11-10,3.18865532860908,"11-10","2002-01-01","2002-2003","Region 5","H1",0.384231151081385
2002-11-16,3.19012356661498,"11-16","2002-01-01","2002-2003","Region 5","H1",0.384408072924899
2002-11-23,3.19130128278494,"11-23","2002-01-01","2002-2003","Region 5","H1",0.384549987052641
2002-12-01,3.19219631902066,"12-01","2002-01-01","2002-2003","Region 5","H1",0.3846578384093
2002-12-08,3.19281656143848,"12-08","2002-01-01","2002-2003","Region 5","H1",0.384732577267405
2002-12-14,3.19316991863247,"12-14","2002-01-01","2002-2003","Region 5","H1",0.384775156608035
2002-12-21,3.19326430015847,"12-21","2002-01-01","2002-2003","Region 5","H1",0.384786529528166
2002-12-28,3.19310759530281,"12-28","2002-01-01","2002-2003","Region 5","H1",0.384767646682306
2003-01-05,3.1927076521969,"01-05","2003-01-01","2002-2003","Region 5","H1",0.384719453765821
2003-01-12,3.19207225733681,"01-12","2003-01-01","2002-2003","Region 5","H1",0.384642889047053
2003-01-18,3.1912091155637,"01-18","2003-01-01","2002-2003","Region 5","H1",0.384538880954973
2003-01-25,3.19012583055831,"01-25","2003-01-01","2002-2003","Region 5","H1",0.384408345728781
2003-02-02,3.18882988589923,"02-02","2003-01-01","2002-2003","Region 5","H1",0.384252185135433
2003-02-09,3.18732862673137,"02-09","2003-01-01","2002-2003","Region 5","H1",0.384071284260709
2003-02-15,3.18562924208761,"02-15","2003-01-01","2002-2003","Region 5","H1",0.383866509378977
