"season","region","H3_shannon_entropy_res","h3_vs_h1","iva_vs_ivb","h3_vs_total_flu","h1_vs_total_flu","ivb_vs_iva","H3_cum_intensity","H1_cum_intensity","IVB_cum_intensity","H3_max_Rt","H3_max_intensity","H1_max_intensity","IVB_max_intensity","dom_type","prior_dom_type_national","H3_season_duration","peak_diff","peak_diff_median","H3_onset_index_week","H3_epi_size_prior","H1_epi_size_prior","IVB_epi_size_prior","H3_onset_week","H3_peak_week","year.new","HA_mean_lbi_lag1","HA_mean_lbi_lag2","HA_mean_lbi","NA_mean_lbi_lag1","NA_mean_lbi_lag2","NA_mean_lbi","usa_bhatt_ep_mean","usa_wolf_ep_mean","HA_koel_lag1","HA_stem_ep_lag1","HA_titer_tree_lag1","HA_wolf_lag1","HA_wolf_nonepitope_lag1","HA_std_lbi_lag1","NA_bhatt_ep_lag1","NA_bhatt_nonepitope_lag1","NA_krammer_ep_lag1","NA_std_lbi_lag1","ha_lbi_shannon_lag1","na_lbi_shannon_lag1","HA_koel_lag2","HA_stem_ep_lag2","HA_titer_tree_lag2","HA_wolf_lag2","HA_wolf_nonepitope_lag2","HA_std_lbi_lag2","NA_bhatt_ep_lag2","NA_bhatt_nonepitope_lag2","NA_krammer_ep_lag2","NA_std_lbi_lag2","ha_lbi_shannon_lag2","na_lbi_shannon_lag2","HA_std_lbi","NA_std_lbi","ha_lbi_shannon","na_lbi_shannon","total_b","total_a","total_h3","total_h1","total_specimens","total_flu","onset_days_from_Oct1","peak_days_from_Oct1","onset_timing_sd","peak_timing_sd","adult_18_49_vac_cov","adult_65_vac_cov","vac_combined","vac_cov_combined","weighted_VE","adult_18_49_vac_cov_prior","adult_65_vac_cov_prior","vac_combined_prior","vac_cov_combined_prior","weighted_VE_prior_season","pred","model","dataType","object","resid"
"2002-2003","Region 3",0.318715045373696,0.187094655525636,0.648006785411366,0.121238606294814,0.526768179116551,0.351993214588634,3.67922412991664,14.5356745090562,9.85053065690864,0,0.423964711310287,2.76577962300197,1.94530911282913,"H1","H3",19,NA,49,NA,35.3241538153679,0.693992179202506,12.6799763075927,NA,2003-02-23,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,415,764,142.940316821586,621.059683178414,9445,1179,NA,145,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,0.90577218501004,"Conditional
Random Forest","Training","party RF",-0.481807473699753
"2002-2003","Region 3",0.318715045373696,0.187094655525636,0.648006785411366,0.121238606294814,0.526768179116551,0.351993214588634,3.67922412991664,14.5356745090562,9.85053065690864,0,0.423964711310287,2.76577962300197,1.94530911282913,"H1","H3",19,NA,49,NA,35.3241538153679,0.693992179202506,12.6799763075927,NA,2003-02-23,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,415,764,142.940316821586,621.059683178414,9445,1179,NA,145,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,4.50573192129579,"Lasso","Training","lasso",-4.0817672099855
"2002-2003","Region 4",0.475065687108074,0.581570830667351,0.586094866796621,0.340855678532782,0.243939643104645,0.413905133203379,11.5880387433152,7.52113378215938,14.8877932999575,1.70950340438825,2.01251050967993,1.13887350765895,2.40331739606073,"H1","H3",17,49,49,13.599,25.7116914370236,0.0484290915825147,2.85954873604615,2002-12-29,2003-02-16,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,637,902,524.576889261951,375.423110738049,13524,1539,89,138,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,1.8513249665588,"Conditional
Random Forest","Training","party RF",0.161185543121134
"2002-2003","Region 4",0.475065687108074,0.581570830667351,0.586094866796621,0.340855678532782,0.243939643104645,0.413905133203379,11.5880387433152,7.52113378215938,14.8877932999575,1.70950340438825,2.01251050967993,1.13887350765895,2.40331739606073,"H1","H3",17,49,49,13.599,25.7116914370236,0.0484290915825147,2.85954873604615,2002-12-29,2003-02-16,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,637,902,524.576889261951,375.423110738049,13524,1539,89,138,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,5.316451277836,"Lasso","Training","lasso",-3.30394076815607
"2002-2003","Region 5",1,0.111076861909872,0.395348837209302,0.043914108196926,0.34664676731607,0.604651162790698,1.34846591349765,11.0784707815662,18.6742216559522,0,0.542472453495761,1.57514150928794,3.78033962229105,"H1","H3",13,NA,49,NA,31.2114957765918,0.644839335528322,3.85169530871498,NA,2003-02-16,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,884,578,64.2024261839058,506.797573816094,12514,1462,NA,138,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,1.1709633539128,"Conditional
Random Forest","Training","party RF",-0.628490900417036
"2002-2003","Region 5",1,0.111076861909872,0.395348837209302,0.043914108196926,0.34664676731607,0.604651162790698,1.34846591349765,11.0784707815662,18.6742216559522,0,0.542472453495761,1.57514150928794,3.78033962229105,"H1","H3",13,NA,49,NA,31.2114957765918,0.644839335528322,3.85169530871498,NA,2003-02-16,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,884,578,64.2024261839058,506.797573816094,12514,1462,NA,138,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,4.89986338561291,"Lasso","Training","lasso",-4.35739093211715
"2002-2003","Region 6",NA,0.0708955223880597,0.208074534161491,0.0147515527950311,0.162267080745342,0.791925465838509,0.24662716264264,1.92893240532914,10.859709023589,0,0.0856833066510748,0.324457770305492,2.19910266540389,"H1","H3",4,NA,49,NA,20.0148267676027,1.51068387439318,0.77790254136735,NA,2003-04-13,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,255,67,4.75,52.25,7552,322,NA,194,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,4.23043852628444,"Conditional
Random Forest","Training","party RF",-4.14475521963336
"2002-2003","Region 6",NA,0.0708955223880597,0.208074534161491,0.0147515527950311,0.162267080745342,0.791925465838509,0.24662716264264,1.92893240532914,10.859709023589,0,0.0856833066510748,0.324457770305492,2.19910266540389,"H1","H3",4,NA,49,NA,20.0148267676027,1.51068387439318,0.77790254136735,NA,2003-04-13,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,255,67,4.75,52.25,7552,322,NA,194,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,5.94565851440967,"Lasso","Training","lasso",-5.8599752077586
"2002-2003","Region 7",0.988846029328641,0.0325447802690976,0.425802879291251,0.0138576611444828,0.406408119586414,0.574197120708749,0.607620156585417,20.4695677184446,26.9819536551049,0,0.149068649320409,3.74638591016457,3.91569934181092,"H1","H3",9,NA,49,NA,49.2373219412267,0.328706452086957,4.5452491846554,NA,2003-03-02,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,1037,769,25.026936026936,733.973063973064,13426,1806,NA,152,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,1.07193868251841,"Conditional
Random Forest","Training","party RF",-0.922870033198006
"2002-2003","Region 7",0.988846029328641,0.0325447802690976,0.425802879291251,0.0138576611444828,0.406408119586414,0.574197120708749,0.607620156585417,20.4695677184446,26.9819536551049,0,0.149068649320409,3.74638591016457,3.91569934181092,"H1","H3",9,NA,49,NA,49.2373219412267,0.328706452086957,4.5452491846554,NA,2003-03-02,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,1037,769,25.026936026936,733.973063973064,13426,1806,NA,152,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,3.76956930438318,"Lasso","Training","lasso",-3.62050065506277
"2002-2003","Region 8",0.497361447722699,0.260033287037973,0.77851711026616,0.202440363197813,0.575126176726141,0.22148288973384,5.53831756860196,15.2674439242585,6.35057751908679,1.32143134673239,1.26804594009014,2.80542728530106,1.0678556191398,"H1","H3",18,49,49,13.6656,41.3725508920521,0.205503569999529,3.30732907699997,2002-12-29,2003-02-16,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,233,819,212.9672620841,605.0327379159,10711,1052,89,138,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,0.89887376016603,"Conditional
Random Forest","Training","party RF",0.369172179924108
"2002-2003","Region 8",0.497361447722699,0.260033287037973,0.77851711026616,0.202440363197813,0.575126176726141,0.22148288973384,5.53831756860196,15.2674439242585,6.35057751908679,1.32143134673239,1.26804594009014,2.80542728530106,1.0678556191398,"H1","H3",18,49,49,13.6656,41.3725508920521,0.205503569999529,3.30732907699997,2002-12-29,2003-02-16,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,233,819,212.9672620841,605.0327379159,10711,1052,89,138,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,4.37722327654574,"Lasso","Training","lasso",-3.1091773364556
"2002-2003","Region 9",0.21402990454907,0.34738144523752,0.750515463917526,0.260715146528778,0.488425746942013,0.249484536082474,8.75896718647089,15.9717604636563,7.65414109083208,1.14602633756555,0.961007177590987,2.29216296476048,1.06118655775948,"H1","H3",26,70,49,9.54889,51.7589628159503,2.56135339214113,14.028682899461,2002-12-01,2003-02-09,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,363,1092,379.340538199372,710.659461800628,15767,1455,61,131,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,0.922387819036714,"Conditional
Random Forest","Training","party RF",0.0386193585542729
"2002-2003","Region 9",0.21402990454907,0.34738144523752,0.750515463917526,0.260715146528778,0.488425746942013,0.249484536082474,8.75896718647089,15.9717604636563,7.65414109083208,1.14602633756555,0.961007177590987,2.29216296476048,1.06118655775948,"H1","H3",26,70,49,9.54889,51.7589628159503,2.56135339214113,14.028682899461,2002-12-01,2003-02-09,2002,1.67942,1.75684,1.61836,1.44998,0.91064,1.23866,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,1.08454,7.204,2.188,1.534,0.9626,0.553505088316669,0.408017267371499,1.506,0.64,1.48,8.144,8.346,1.56978,8.516,2.312,1.848,0.47344,0.406121014160847,0.221335179631023,1.12974,0.74316,0.534429479498644,0.374320927825072,363,1092,379.340538199372,710.659461800628,15767,1455,61,131,16.1658075373095,18.7757230960029,16.8,65.5,7.48272,0.11004,68,16.3,65.7,8.10806735352339,0.107091,75.7119398784528,4.21378816209101,"Lasso","Training","lasso",-3.25278098450002
"2003-2004","Region 1",0.630175061888038,0.997305107308679,0.993259803921569,0.990583075335397,0.000838493292053664,0.00674019607843137,83.5711085262639,0.0378099295646703,1.13381680548654,1.61399247444838,16.8457529902925,0.0378099295646703,0.344638938091656,"H3","H1",22,49,49,4.80238,3.46582844712984,11.5126357383753,10.6416476668485,2003-10-26,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,11,1621,1616.63157894737,1.36842105263158,5802,1632,25,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,12.1271685927863,"Conditional
Random Forest","Training","party RF",4.71858439750622
"2003-2004","Region 1",0.630175061888038,0.997305107308679,0.993259803921569,0.990583075335397,0.000838493292053664,0.00674019607843137,83.5711085262639,0.0378099295646703,1.13381680548654,1.61399247444838,16.8457529902925,0.0378099295646703,0.344638938091656,"H3","H1",22,49,49,4.80238,3.46582844712984,11.5126357383753,10.6416476668485,2003-10-26,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,11,1621,1616.63157894737,1.36842105263158,5802,1632,25,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,9.03235845371209,"Lasso","Training","lasso",7.81339453658045
"2003-2004","Region 2",0.752575169057188,0.975350140056022,0.966432051976178,0.942609637249594,0,0.0335679480238224,45.0970504004521,0,2.1671238402089,1.56884723500687,10.5548785318626,0,0.381567693414094,"H3","H1",22,49,49,4.85072,2.64414706029715,19.1693970035174,3.46403211517058,2003-10-26,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,62,1785,1741,0,16309,1847,25,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,12.0491853630151,"Conditional
Random Forest","Training","party RF",-1.49430683115252
"2003-2004","Region 2",0.752575169057188,0.975350140056022,0.966432051976178,0.942609637249594,0,0.0335679480238224,45.0970504004521,0,2.1671238402089,1.56884723500687,10.5548785318626,0,0.381567693414094,"H3","H1",22,49,49,4.85072,2.64414706029715,19.1693970035174,3.46403211517058,2003-10-26,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,62,1785,1741,0,16309,1847,25,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,9.04343178130097,"Lasso","Training","lasso",1.51144675056162
"2003-2004","Region 3",0.740792339763491,0.995002776235425,0.98630887185104,0.981380065717415,0,0.0136911281489595,45.0997479121811,0,0.53479027556127,1.72347590068601,8.73083395316858,0,0.0874527294876541,"H3","H1",20,56,49,3.41979,3.67922412991664,14.5356745090562,9.85053065690864,2003-10-12,2003-12-07,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,25,1801,1792,0,15808,1826,11,67,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,12.1240969329517,"Conditional
Random Forest","Training","party RF",-3.39326297978315
"2003-2004","Region 3",0.740792339763491,0.995002776235425,0.98630887185104,0.981380065717415,0,0.0136911281489595,45.0997479121811,0,0.53479027556127,1.72347590068601,8.73083395316858,0,0.0874527294876541,"H3","H1",20,56,49,3.41979,3.67922412991664,14.5356745090562,9.85053065690864,2003-10-12,2003-12-07,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,25,1801,1792,0,15808,1826,11,67,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,9.03441919164856,"Lasso","Training","lasso",-0.303585238479981
"2003-2004","Region 4",0.766504530818751,0.99966577540107,0.997665888629543,0.997332444148049,0,0.00233411137045682,67.9053833009176,0,0.148805471466075,2.00779120097513,13.9153204636534,0,0.0489894709375122,"H3","H1",24,49,49,4.55397,11.5880387433152,7.52113378215938,14.8877932999575,2003-10-26,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,7,2992,2991,0,19145,2999,25,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,12.1280678511134,"Conditional
Random Forest","Training","party RF",1.78725261254001
"2003-2004","Region 4",0.766504530818751,0.99966577540107,0.997665888629543,0.997332444148049,0,0.00233411137045682,67.9053833009176,0,0.148805471466075,2.00779120097513,13.9153204636534,0,0.0489894709375122,"H3","H1",24,49,49,4.55397,11.5880387433152,7.52113378215938,14.8877932999575,2003-10-26,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,7,2992,2991,0,19145,2999,25,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,8.9655558163119,"Lasso","Training","lasso",4.94976464734151
"2003-2004","Region 5",0.824122818589374,0.997642848604387,0.984886167973981,0.982564642168621,0.000217068181483716,0.0151138320260187,80.1834888007679,0.0149897350739161,1.21831448054046,1.95566026422932,17.2921287065681,0.0149897350739161,0.243428632731734,"H3","H1",23,56,49,4.32242,1.34846591349765,11.0784707815662,18.6742216559522,2003-10-19,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,79,5148,5135.86538461538,1.13461538461538,23856,5227,18,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,12.1265057904999,"Conditional
Random Forest","Training","party RF",5.16562291606826
"2003-2004","Region 5",0.824122818589374,0.997642848604387,0.984886167973981,0.982564642168621,0.000217068181483716,0.0151138320260187,80.1834888007679,0.0149897350739161,1.21831448054046,1.95566026422932,17.2921287065681,0.0149897350739161,0.243428632731734,"H3","H1",23,56,49,4.32242,1.34846591349765,11.0784707815662,18.6742216559522,2003-10-19,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,79,5148,5135.86538461538,1.13461538461538,23856,5227,18,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,9.05315988335512,"Lasso","Training","lasso",8.23896882321301
"2003-2004","Region 6",0.64950276380294,0.987124463519313,0.995726495726496,0.982905982905983,0,0.00427350427350427,63.0254106305423,0,0.145394918087402,1.71236920057553,11.4854295503655,0,0.0751822398995504,"H3","H1",18,56,49,4.43938,0.24662716264264,1.92893240532914,10.859709023589,2003-10-19,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,3,699,690,0,7165,702,18,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,12.1281163312515,"Conditional
Random Forest","Training","party RF",-0.642686780886001
"2003-2004","Region 6",0.64950276380294,0.987124463519313,0.995726495726496,0.982905982905983,0,0.00427350427350427,63.0254106305423,0,0.145394918087402,1.71236920057553,11.4854295503655,0,0.0751822398995504,"H3","H1",18,56,49,4.43938,0.24662716264264,1.92893240532914,10.859709023589,2003-10-19,2003-12-14,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,3,699,690,0,7165,702,18,74,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,9.06430738917141,"Lasso","Training","lasso",2.42112216119409
"2003-2004","Region 7",0.620533067829773,0.998074701578745,0.996164173379363,0.994246260069045,0,0.00383582662063675,79.4188603256207,0,0.379733671209991,1.32817765304547,18.6182984128488,0,0.0868095671261707,"H3","H1",22,49,49,3.7586,0.607620156585417,20.4695677184446,26.9819536551049,2003-10-19,2003-12-07,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,20,5194,5184,0,24934,5214,18,67,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,12.1374352052079,"Conditional
Random Forest","Training","party RF",6.48086320764088
"2003-2004","Region 7",0.620533067829773,0.998074701578745,0.996164173379363,0.994246260069045,0,0.00383582662063675,79.4188603256207,0,0.379733671209991,1.32817765304547,18.6182984128488,0,0.0868095671261707,"H3","H1",22,49,49,3.7586,0.607620156585417,20.4695677184446,26.9819536551049,2003-10-19,2003-12-07,2003,1.61836,1.67942,1.52366,1.23866,1.44998,1.29474,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,1.12974,8.17,2.402,2.21,0.74316,0.534429479498644,0.374320927825072,3.034,0.892,2.426,9.71,8.538,1.08454,8.244,2.154,2.208,0.9626,0.553505088316669,0.408017267371499,0.8792,0.73312,0.590888588252904,0.491787943661821,20,5194,5184,0,24934,5214,18,67,8.65223156827827,7,17.9,64.6,5.666066,0.115634,49,16.8,65.5,7.48272,0.11004,68,9.06116416262597,"Lasso","Training","lasso",9.55713425022286
