"season","region","H3_shannon_entropy_res","h3_vs_h1","iva_vs_ivb","h3_vs_total_flu","h1_vs_total_flu","ivb_vs_iva","H3_cum_intensity","H1_cum_intensity","IVB_cum_intensity","H3_max_Rt","H3_max_intensity","H1_max_intensity","IVB_max_intensity","dom_type","prior_dom_type_national","H3_season_duration","peak_diff","peak_diff_median","H3_onset_index_week","H3_epi_size_prior","H1_epi_size_prior","IVB_epi_size_prior","H3_onset_week","H3_peak_week","year.new","HA_mean_lbi_lag1","HA_mean_lbi_lag2","HA_mean_lbi","NA_mean_lbi_lag1","NA_mean_lbi_lag2","NA_mean_lbi","usa_bhatt_ep_mean","usa_wolf_ep_mean","HA_koel_lag1","HA_stem_ep_lag1","HA_titer_tree_lag1","HA_wolf_lag1","HA_wolf_nonepitope_lag1","HA_std_lbi_lag1","NA_bhatt_ep_lag1","NA_bhatt_nonepitope_lag1","NA_krammer_ep_lag1","NA_std_lbi_lag1","ha_lbi_shannon_lag1","na_lbi_shannon_lag1","HA_koel_lag2","HA_stem_ep_lag2","HA_titer_tree_lag2","HA_wolf_lag2","HA_wolf_nonepitope_lag2","HA_std_lbi_lag2","NA_bhatt_ep_lag2","NA_bhatt_nonepitope_lag2","NA_krammer_ep_lag2","NA_std_lbi_lag2","ha_lbi_shannon_lag2","na_lbi_shannon_lag2","HA_std_lbi","NA_std_lbi","ha_lbi_shannon","na_lbi_shannon","total_b","total_a","total_h3","total_h1","total_specimens","total_flu","onset_days_from_Oct1","peak_days_from_Oct1","onset_timing_sd","peak_timing_sd","adult_18_49_vac_cov","adult_65_vac_cov","vac_combined","vac_cov_combined","weighted_VE","adult_18_49_vac_cov_prior","adult_65_vac_cov_prior","vac_combined_prior","vac_cov_combined_prior","weighted_VE_prior_season","pred","model","dataType","object","resid"
"1998-1999","Region 6",0.670467335405651,0.979865771812081,0.610655737704918,0.598360655737705,0,0.389344262295082,30.8885571726821,0,19.8275730037936,1.73375627044132,4.99449666298182,0,4.10385776918721,"H3","H3",16,49,49,12.4361,50.5841639239733,0,0,1998-12-20,1999-02-07,1998,1.57098,1.10936,1.94202,1.12538,0.9994,1.36082,6.96153846153846,8.25641025641026,0.628,0.31,1.14,7.024,2.794,0.79558,8.45,0.56,2.818,0.54486,0.329295582944927,0.224990731572313,1.63,0.28,2.126,11.524,3.014,0.38038,10.19,1.11,3.85,0.46598,0.114562670136324,0.097316565585038,1.49836,0.88984,0.419969635783951,0.273703440699326,95,149,146,0,3033,244,80,129,8.88506862350789,10.5646159944937,16.4,65.7,3.7011438,0.107748,34.35,15.5,63.3,-1.6973895,0.098115,-17.3,9.05518191867437,"Conditional
Random Forest","Training","party RF",-4.06068525569256
"1998-1999","Region 6",0.670467335405651,0.979865771812081,0.610655737704918,0.598360655737705,0,0.389344262295082,30.8885571726821,0,19.8275730037936,1.73375627044132,4.99449666298182,0,4.10385776918721,"H3","H3",16,49,49,12.4361,50.5841639239733,0,0,1998-12-20,1999-02-07,1998,1.57098,1.10936,1.94202,1.12538,0.9994,1.36082,6.96153846153846,8.25641025641026,0.628,0.31,1.14,7.024,2.794,0.79558,8.45,0.56,2.818,0.54486,0.329295582944927,0.224990731572313,1.63,0.28,2.126,11.524,3.014,0.38038,10.19,1.11,3.85,0.46598,0.114562670136324,0.097316565585038,1.49836,0.88984,0.419969635783951,0.273703440699326,95,149,146,0,3033,244,80,129,8.88506862350789,10.5646159944937,16.4,65.7,3.7011438,0.107748,34.35,15.5,63.3,-1.6973895,0.098115,-17.3,8.73583354516263,"Lasso","Training","lasso",-3.74133688218082
"1998-1999","Region 7",0.700394902180077,0.974185700770374,0.772834645669291,0.752884460870963,0.00223364936525791,0.227165354330709,45.7200461283146,0.148519357943656,13.5296403823442,1.66098449813956,8.81024434328858,0.148519357943656,2.29373771530251,"H3","H3",22,49,49,12.3831,34.9503234841123,0,0.605049934065819,1998-12-20,1999-02-07,1998,1.57098,1.10936,1.94202,1.12538,0.9994,1.36082,6.96153846153846,8.25641025641026,0.628,0.31,1.14,7.024,2.794,0.79558,8.45,0.56,2.818,0.54486,0.329295582944927,0.224990731572313,1.63,0.28,2.126,11.524,3.014,0.38038,10.19,1.11,3.85,0.46598,0.114562670136324,0.097316565585038,1.49836,0.88984,0.419969635783951,0.273703440699326,577,1963,1912.32653061224,5.6734693877551,18576,2540,80,129,8.88506862350789,10.5646159944937,16.4,65.7,3.7011438,0.107748,34.35,15.5,63.3,-1.6973895,0.098115,-17.3,9.25581783374766,"Conditional
Random Forest","Training","party RF",-0.445573490459086
"1998-1999","Region 7",0.700394902180077,0.974185700770374,0.772834645669291,0.752884460870963,0.00223364936525791,0.227165354330709,45.7200461283146,0.148519357943656,13.5296403823442,1.66098449813956,8.81024434328858,0.148519357943656,2.29373771530251,"H3","H3",22,49,49,12.3831,34.9503234841123,0,0.605049934065819,1998-12-20,1999-02-07,1998,1.57098,1.10936,1.94202,1.12538,0.9994,1.36082,6.96153846153846,8.25641025641026,0.628,0.31,1.14,7.024,2.794,0.79558,8.45,0.56,2.818,0.54486,0.329295582944927,0.224990731572313,1.63,0.28,2.126,11.524,3.014,0.38038,10.19,1.11,3.85,0.46598,0.114562670136324,0.097316565585038,1.49836,0.88984,0.419969635783951,0.273703440699326,577,1963,1912.32653061224,5.6734693877551,18576,2540,80,129,8.88506862350789,10.5646159944937,16.4,65.7,3.7011438,0.107748,34.35,15.5,63.3,-1.6973895,0.098115,-17.3,8.85656672801965,"Lasso","Training","lasso",-0.0463223847310719
"1998-1999","Region 8",0.693060253573401,0.990224828934506,0.86256323777403,0.854131534569983,0,0.13743676222597,40.9408210361962,0,5.31503048936757,1.75167450886779,8.36247460638407,0,0.955650638016563,"H3","H3",20,56,49,10.2944,80.2386797057501,0,0.200385887176289,1998-12-06,1999-01-31,1998,1.57098,1.10936,1.94202,1.12538,0.9994,1.36082,6.96153846153846,8.25641025641026,0.628,0.31,1.14,7.024,2.794,0.79558,8.45,0.56,2.818,0.54486,0.329295582944927,0.224990731572313,1.63,0.28,2.126,11.524,3.014,0.38038,10.19,1.11,3.85,0.46598,0.114562670136324,0.097316565585038,1.49836,0.88984,0.419969635783951,0.273703440699326,163,1023,1013,0,8593,1186,66,122,8.88506862350789,10.5646159944937,16.4,65.7,3.7011438,0.107748,34.35,15.5,63.3,-1.6973895,0.098115,-17.3,9.25324018891513,"Conditional
Random Forest","Training","party RF",-0.89076558253106
"1998-1999","Region 8",0.693060253573401,0.990224828934506,0.86256323777403,0.854131534569983,0,0.13743676222597,40.9408210361962,0,5.31503048936757,1.75167450886779,8.36247460638407,0,0.955650638016563,"H3","H3",20,56,49,10.2944,80.2386797057501,0,0.200385887176289,1998-12-06,1999-01-31,1998,1.57098,1.10936,1.94202,1.12538,0.9994,1.36082,6.96153846153846,8.25641025641026,0.628,0.31,1.14,7.024,2.794,0.79558,8.45,0.56,2.818,0.54486,0.329295582944927,0.224990731572313,1.63,0.28,2.126,11.524,3.014,0.38038,10.19,1.11,3.85,0.46598,0.114562670136324,0.097316565585038,1.49836,0.88984,0.419969635783951,0.273703440699326,163,1023,1013,0,8593,1186,66,122,8.88506862350789,10.5646159944937,16.4,65.7,3.7011438,0.107748,34.35,15.5,63.3,-1.6973895,0.098115,-17.3,8.47762670247756,"Lasso","Training","lasso",-0.115152096093491
"1998-1999","Region 9",0.414588912614235,0.955735855418772,0.8134765625,0.77746871832406,0.0291719066759403,0.1865234375,41.7713049818828,1.43661297801026,8.85629312994844,1.68914062384831,7.73083056109518,0.636361630233122,1.12610901706748,"H3","H3",26,49,49,8.76901,62.419477516404,0.346560551622544,0.0444407586374706,1998-11-29,1999-01-17,1998,1.57098,1.10936,1.94202,1.12538,0.9994,1.36082,6.96153846153846,8.25641025641026,0.628,0.31,1.14,7.024,2.794,0.79558,8.45,0.56,2.818,0.54486,0.329295582944927,0.224990731572313,1.63,0.28,2.126,11.524,3.014,0.38038,10.19,1.11,3.85,0.46598,0.114562670136324,0.097316565585038,1.49836,0.88984,0.419969635783951,0.273703440699326,191,833,796.127967563837,29.8720324361629,10766,1024,59,108,8.88506862350789,10.5646159944937,16.4,65.7,3.7011438,0.107748,34.35,15.5,63.3,-1.6973895,0.098115,-17.3,9.27833185833836,"Conditional
Random Forest","Training","party RF",-1.54750129724318
"1998-1999","Region 9",0.414588912614235,0.955735855418772,0.8134765625,0.77746871832406,0.0291719066759403,0.1865234375,41.7713049818828,1.43661297801026,8.85629312994844,1.68914062384831,7.73083056109518,0.636361630233122,1.12610901706748,"H3","H3",26,49,49,8.76901,62.419477516404,0.346560551622544,0.0444407586374706,1998-11-29,1999-01-17,1998,1.57098,1.10936,1.94202,1.12538,0.9994,1.36082,6.96153846153846,8.25641025641026,0.628,0.31,1.14,7.024,2.794,0.79558,8.45,0.56,2.818,0.54486,0.329295582944927,0.224990731572313,1.63,0.28,2.126,11.524,3.014,0.38038,10.19,1.11,3.85,0.46598,0.114562670136324,0.097316565585038,1.49836,0.88984,0.419969635783951,0.273703440699326,191,833,796.127967563837,29.8720324361629,10766,1024,59,108,8.88506862350789,10.5646159944937,16.4,65.7,3.7011438,0.107748,34.35,15.5,63.3,-1.6973895,0.098115,-17.3,8.48388374058388,"Lasso","Training","lasso",-0.753053179488695
"1999-2000","Region 1",0.505509262550258,0.994436717663421,0.99584487534626,0.990304709141274,0.00277008310249307,0.00415512465373961,46.9154600390925,0.130678016718795,0.207196456923009,1.42316777853873,8.30398558877113,0.130678016718795,0.102832762500832,"H3","H3",23,63,49,6.18446,83.7442508778468,0.409423491849838,10.1113862947263,1999-11-07,2000-01-09,1999,1.94202,1.57098,1.89696,1.36082,1.12538,1.2075,10.9459459459459,9.50632911392405,0.11,0.37,0.414,4.424,4.826,1.49836,10.44,0.5,3.71,0.88984,0.419969635783951,0.273703440699326,0.62,0.166,1.344,8.528,4.1,0.79558,10.958,0.63,3.908,0.54486,0.329295582944927,0.224990731572313,1.39296,0.86574,0.459776625081847,0.265805922845695,3,719,715,2,4000,722,37,100,4.20647648804132,6.17341972581738,17.1,64.4,4.7533042368,0.110124,43.1632,16.4,65.7,3.7011438,0.107748,34.35,10.2929744179751,"Conditional
Random Forest","Training","party RF",-1.98898882920396
"1999-2000","Region 1",0.505509262550258,0.994436717663421,0.99584487534626,0.990304709141274,0.00277008310249307,0.00415512465373961,46.9154600390925,0.130678016718795,0.207196456923009,1.42316777853873,8.30398558877113,0.130678016718795,0.102832762500832,"H3","H3",23,63,49,6.18446,83.7442508778468,0.409423491849838,10.1113862947263,1999-11-07,2000-01-09,1999,1.94202,1.57098,1.89696,1.36082,1.12538,1.2075,10.9459459459459,9.50632911392405,0.11,0.37,0.414,4.424,4.826,1.49836,10.44,0.5,3.71,0.88984,0.419969635783951,0.273703440699326,0.62,0.166,1.344,8.528,4.1,0.79558,10.958,0.63,3.908,0.54486,0.329295582944927,0.224990731572313,1.39296,0.86574,0.459776625081847,0.265805922845695,3,719,715,2,4000,722,37,100,4.20647648804132,6.17341972581738,17.1,64.4,4.7533042368,0.110124,43.1632,16.4,65.7,3.7011438,0.107748,34.35,6.65339314972508,"Lasso","Training","lasso",1.65059243904606
"1999-2000","Region 2",0.359934146667551,0.950637623470441,0.99537750385208,0.946243304717881,0.0406596228630127,0.00462249614791988,32.9568641455956,2.61579054414231,0.279805101709391,1.32719503760224,6.81263908512304,0.816889129500125,0.0733105629038574,"H3","H3",23,56,49,5.92984,88.3261338641115,0,13.3482022301061,1999-11-07,2000-01-02,1999,1.94202,1.57098,1.89696,1.36082,1.12538,1.2075,10.9459459459459,9.50632911392405,0.11,0.37,0.414,4.424,4.826,1.49836,10.44,0.5,3.71,0.88984,0.419969635783951,0.273703440699326,0.62,0.166,1.344,8.528,4.1,0.79558,10.958,0.63,3.908,0.54486,0.329295582944927,0.224990731572313,1.39296,0.86574,0.459776625081847,0.265805922845695,6,1292,1228.22380952381,52.7761904761905,11292,1298,37,93,4.20647648804132,6.17341972581738,17.1,64.4,4.7533042368,0.110124,43.1632,16.4,65.7,3.7011438,0.107748,34.35,10.0822222864661,"Conditional
Random Forest","Training","party RF",-3.26958320134305
"1999-2000","Region 2",0.359934146667551,0.950637623470441,0.99537750385208,0.946243304717881,0.0406596228630127,0.00462249614791988,32.9568641455956,2.61579054414231,0.279805101709391,1.32719503760224,6.81263908512304,0.816889129500125,0.0733105629038574,"H3","H3",23,56,49,5.92984,88.3261338641115,0,13.3482022301061,1999-11-07,2000-01-02,1999,1.94202,1.57098,1.89696,1.36082,1.12538,1.2075,10.9459459459459,9.50632911392405,0.11,0.37,0.414,4.424,4.826,1.49836,10.44,0.5,3.71,0.88984,0.419969635783951,0.273703440699326,0.62,0.166,1.344,8.528,4.1,0.79558,10.958,0.63,3.908,0.54486,0.329295582944927,0.224990731572313,1.39296,0.86574,0.459776625081847,0.265805922845695,6,1292,1228.22380952381,52.7761904761905,11292,1298,37,93,4.20647648804132,6.17341972581738,17.1,64.4,4.7533042368,0.110124,43.1632,16.4,65.7,3.7011438,0.107748,34.35,6.35592845207899,"Lasso","Training","lasso",0.456710633044051
"1999-2000","Region 3",0.45695879282429,0.97660167219665,0.995152354570637,0.971867453564118,0.0232849010065191,0.00484764542936288,40.6018442008917,1.38434068924307,0.409178256423711,1.27952587734086,7.09727279081733,0.231558230633048,0.130010552648255,"H3","H3",25,49,49,6.62341,36.5535973766676,0.0841686289478406,22.4020377084032,1999-11-14,2000-01-02,1999,1.94202,1.57098,1.89696,1.36082,1.12538,1.2075,10.9459459459459,9.50632911392405,0.11,0.37,0.414,4.424,4.826,1.49836,10.44,0.5,3.71,0.88984,0.419969635783951,0.273703440699326,0.62,0.166,1.344,8.528,4.1,0.79558,10.958,0.63,3.908,0.54486,0.329295582944927,0.224990731572313,1.39296,0.86574,0.459776625081847,0.265805922845695,7,1437,1403.37660294659,33.6233970534136,12368,1444,44,93,4.20647648804132,6.17341972581738,17.1,64.4,4.7533042368,0.110124,43.1632,16.4,65.7,3.7011438,0.107748,34.35,10.3292526242382,"Conditional
Random Forest","Training","party RF",-3.23197983342091
"1999-2000","Region 3",0.45695879282429,0.97660167219665,0.995152354570637,0.971867453564118,0.0232849010065191,0.00484764542936288,40.6018442008917,1.38434068924307,0.409178256423711,1.27952587734086,7.09727279081733,0.231558230633048,0.130010552648255,"H3","H3",25,49,49,6.62341,36.5535973766676,0.0841686289478406,22.4020377084032,1999-11-14,2000-01-02,1999,1.94202,1.57098,1.89696,1.36082,1.12538,1.2075,10.9459459459459,9.50632911392405,0.11,0.37,0.414,4.424,4.826,1.49836,10.44,0.5,3.71,0.88984,0.419969635783951,0.273703440699326,0.62,0.166,1.344,8.528,4.1,0.79558,10.958,0.63,3.908,0.54486,0.329295582944927,0.224990731572313,1.39296,0.86574,0.459776625081847,0.265805922845695,7,1437,1403.37660294659,33.6233970534136,12368,1444,44,93,4.20647648804132,6.17341972581738,17.1,64.4,4.7533042368,0.110124,43.1632,16.4,65.7,3.7011438,0.107748,34.35,6.9343542240879,"Lasso","Training","lasso",0.162918566729428
"1999-2000","Region 4",0.556598902359697,0.990634375170458,0.997714285714286,0.988370068027211,0.00842993197278911,0.00228571428571429,60.9356212264334,0.548892431706466,0.132745881765844,1.28481515541985,13.019961979543,0.123330861209464,0.0257791235432989,"H3","H3",22,49,49,5.62695,44.3342318159856,0,19.6736580005886,1999-11-07,1999-12-26,1999,1.94202,1.57098,1.89696,1.36082,1.12538,1.2075,10.9459459459459,9.50632911392405,0.11,0.37,0.414,4.424,4.826,1.49836,10.44,0.5,3.71,0.88984,0.419969635783951,0.273703440699326,0.62,0.166,1.344,8.528,4.1,0.79558,10.958,0.63,3.908,0.54486,0.329295582944927,0.224990731572313,1.39296,0.86574,0.459776625081847,0.265805922845695,10,4365,4324.11904761905,36.8809523809524,23098,4375,37,86,4.20647648804132,6.17341972581738,17.1,64.4,4.7533042368,0.110124,43.1632,16.4,65.7,3.7011438,0.107748,34.35,10.3292802981072,"Conditional
Random Forest","Training","party RF",2.69068168143578
