"season","region","H3_shannon_entropy_res","h3_vs_h1","iva_vs_ivb","h3_vs_total_flu","h1_vs_total_flu","ivb_vs_iva","H3_cum_intensity","H1_cum_intensity","IVB_cum_intensity","H3_max_Rt","season_start","H3_max_intensity","H1_max_intensity","IVB_max_intensity","dom_type","prior_dom_type_national","H3_season_duration","peak_diff","peak_diff_bayes","peak_diff_median","peak_diff_median_bayes","H3_onset_index_week","H3_onset_index_week_bayes","H3_epi_size_prior","H1_epi_size_prior","IVB_epi_size_prior","H3_onset_week","H3_onset_week_bayes","H3_peak_week","adult_18_49_vac_cov","adult_65_vac_cov","weighted_VE_prior_season","weighted_VE","year.new","HA_std_lbi","NA_std_lbi","usa_bhatt_ep_mean","usa_wolf_ep_mean","HA_koel_lag1","HA_stem_ep_lag1","HA_titer_tree_lag1","HA_wolf_lag1","HA_wolf_nonepitope_lag1","NA_bhatt_ep_lag1","NA_bhatt_nonepitope_lag1","NA_krammer_ep_lag1","HA_koel_lag2","HA_stem_ep_lag2","HA_titer_tree_lag2","HA_wolf_lag2","HA_wolf_nonepitope_lag2","NA_bhatt_ep_lag2","NA_bhatt_nonepitope_lag2","NA_krammer_ep_lag2","ha_lbi_shannon","na_lbi_shannon","total_b","total_a","total_h3","total_h1","total_specimens","total_flu","onset_days_from_Oct1","peak_days_from_Oct1","onset_days_from_Oct1_bayes","onset_timing_sd","peak_timing_sd","onset_timing_sd_bayes","onset_timing_mad_bayes","iqr_onset_bayes","onset_median_bayes","pred","model","dataType","object","resid"
"2002-2003","Region 4",0.475065687108074,0.581570830667351,0.586094866796621,0.340855678532782,0.243939643104645,0.413905133203379,11.5880387433152,7.52113378215938,14.8877932999575,1.69614596522159,2002-09-29,2.01251050967993,1.13887350765895,2.40331739606073,"H1","H3",17,49,49,49,49,13.599,14,25.7116914370236,0.0484290915825147,2.85954873604615,2002-12-29,2002-12-29,2003-02-16,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,637,902,524.576889261951,375.423110738049,13524,1539,91,140,91,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.570247402967833,"Lasso","Training","lasso",-0.0951817158597592
"2002-2003","Region 5",1,0.111076861909872,0.395348837209302,0.043914108196926,0.34664676731607,0.604651162790698,1.34846591349765,11.0784707815662,18.6742216559522,NA,2002-09-29,0.542472453495761,1.57514150928794,3.78033962229105,"H1","H3",13,NA,NA,49,49,NA,NA,31.2114957765918,0.644839335528322,3.85169530871498,NA,NA,2003-02-16,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,884,578,64.2024261839058,506.797573816094,12514,1462,NA,140,NA,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.618126401361338,"Conditional
Random Forest","Training","party RF",0.381873598638662
"2002-2003","Region 5",1,0.111076861909872,0.395348837209302,0.043914108196926,0.34664676731607,0.604651162790698,1.34846591349765,11.0784707815662,18.6742216559522,NA,2002-09-29,0.542472453495761,1.57514150928794,3.78033962229105,"H1","H3",13,NA,NA,49,49,NA,NA,31.2114957765918,0.644839335528322,3.85169530871498,NA,NA,2003-02-16,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,884,578,64.2024261839058,506.797573816094,12514,1462,NA,140,NA,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.570247402967833,"Lasso","Training","lasso",0.429752597032167
"2002-2003","Region 7",0.988846029328641,0.0325447802690976,0.425802879291251,0.0138576611444828,0.406408119586414,0.574197120708749,0.607620156585417,20.4695677184446,26.9819536551049,NA,2002-09-29,0.149068649320409,3.74638591016457,3.91569934181092,"H1","H3",9,NA,NA,49,49,NA,NA,49.2373219412267,0.328706452086957,4.5452491846554,NA,NA,2003-03-02,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,1037,769,25.026936026936,733.973063973064,13426,1806,NA,154,NA,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.617538927150646,"Conditional
Random Forest","Training","party RF",0.371307102177996
"2002-2003","Region 7",0.988846029328641,0.0325447802690976,0.425802879291251,0.0138576611444828,0.406408119586414,0.574197120708749,0.607620156585417,20.4695677184446,26.9819536551049,NA,2002-09-29,0.149068649320409,3.74638591016457,3.91569934181092,"H1","H3",9,NA,NA,49,49,NA,NA,49.2373219412267,0.328706452086957,4.5452491846554,NA,NA,2003-03-02,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,1037,769,25.026936026936,733.973063973064,13426,1806,NA,154,NA,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.570247402967833,"Lasso","Training","lasso",0.418598626360809
"2002-2003","Region 8",0.497361447722699,0.260033287037973,0.77851711026616,0.202440363197813,0.575126176726141,0.22148288973384,5.53831756860196,15.2674439242585,6.35057751908679,1.3133074721556,2002-09-29,1.26804594009014,2.80542728530106,1.0678556191398,"H1","H3",18,49,49,49,49,13.6656,14,41.3725508920521,0.205503569999529,3.30732907699997,2002-12-29,2002-12-29,2003-02-16,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,233,819,212.9672620841,605.0327379159,10711,1052,91,140,91,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.611163005501847,"Conditional
Random Forest","Training","party RF",-0.113801557779148
"2002-2003","Region 8",0.497361447722699,0.260033287037973,0.77851711026616,0.202440363197813,0.575126176726141,0.22148288973384,5.53831756860196,15.2674439242585,6.35057751908679,1.3133074721556,2002-09-29,1.26804594009014,2.80542728530106,1.0678556191398,"H1","H3",18,49,49,49,49,13.6656,14,41.3725508920521,0.205503569999529,3.30732907699997,2002-12-29,2002-12-29,2003-02-16,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,233,819,212.9672620841,605.0327379159,10711,1052,91,140,91,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.570247402967833,"Lasso","Training","lasso",-0.0728859552451342
"2002-2003","Region 9",0.21402990454907,0.34738144523752,0.750515463917526,0.260715146528778,0.488425746942013,0.249484536082474,8.75896718647089,15.9717604636563,7.65414109083208,1.141278506729,2002-09-29,0.961007177590987,2.29216296476048,1.06118655775948,"H1","H3",26,70,84,49,49,9.54889,8,51.7589628159503,2.56135339214113,14.028682899461,2002-12-01,2002-11-17,2003-02-09,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,363,1092,379.340538199372,710.659461800628,15767,1455,63,133,49,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.597029926528969,"Conditional
Random Forest","Training","party RF",-0.383000021979898
"2002-2003","Region 9",0.21402990454907,0.34738144523752,0.750515463917526,0.260715146528778,0.488425746942013,0.249484536082474,8.75896718647089,15.9717604636563,7.65414109083208,1.141278506729,2002-09-29,0.961007177590987,2.29216296476048,1.06118655775948,"H1","H3",26,70,84,49,49,9.54889,8,51.7589628159503,2.56135339214113,14.028682899461,2002-12-01,2002-11-17,2003-02-09,16.8,65.5,75.7119398784528,68,"2002",1.12646187870797,0.739810787266633,13.7222222222222,6.925,1.504,0.946,1.65,6.68,7.722,7.204,2.188,1.534,1.506,0.64,1.48,8.144,8.346,8.516,2.312,1.848,4.08211114580944,2.9132062439385,363,1092,379.340538199372,710.659461800628,15767,1455,63,133,49,16.1658075373095,18.7757230960029,16.1658075373095,0,14,91,0.570247402967833,"Lasso","Training","lasso",-0.356217498418762
"2003-2004","Region 1",0.630175061888038,0.997305107308679,0.993259803921569,0.990583075335397,0.000838493292053664,0.00674019607843137,83.5711085262639,0.0378099295646703,1.13381680548654,1.61399247444838,2003-09-28,16.8457529902925,0.0378099295646703,0.344638938091656,"H3","H1",22,49,28,49,49,4.80238,8,3.46582844712984,11.5126357383753,10.6416476668485,2003-10-26,2003-11-16,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,11,1621,1616.63157894737,1.36842105263158,5802,1632,28,77,49,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.6757258902308,"Conditional
Random Forest","Training","party RF",-0.0455508283427616
"2003-2004","Region 1",0.630175061888038,0.997305107308679,0.993259803921569,0.990583075335397,0.000838493292053664,0.00674019607843137,83.5711085262639,0.0378099295646703,1.13381680548654,1.61399247444838,2003-09-28,16.8457529902925,0.0378099295646703,0.344638938091656,"H3","H1",22,49,28,49,49,4.80238,8,3.46582844712984,11.5126357383753,10.6416476668485,2003-10-26,2003-11-16,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,11,1621,1616.63157894737,1.36842105263158,5802,1632,28,77,49,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.0188724511446831
"2003-2004","Region 2",0.752575169057188,0.975350140056022,0.966432051976178,0.942609637249594,0,0.0335679480238224,45.0970504004521,0,2.1671238402089,1.56884723500687,2003-09-28,10.5548785318626,0,0.381567693414094,"H3","H1",22,49,35,49,49,4.85072,7,2.64414706029715,19.1693970035174,3.46403211517058,2003-10-26,2003-11-09,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,62,1785,1741,0,16309,1847,28,77,42,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.679339793285324,"Conditional
Random Forest","Training","party RF",0.0732353757718642
"2003-2004","Region 2",0.752575169057188,0.975350140056022,0.966432051976178,0.942609637249594,0,0.0335679480238224,45.0970504004521,0,2.1671238402089,1.56884723500687,2003-09-28,10.5548785318626,0,0.381567693414094,"H3","H1",22,49,35,49,49,4.85072,7,2.64414706029715,19.1693970035174,3.46403211517058,2003-10-26,2003-11-09,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,62,1785,1741,0,16309,1847,28,77,42,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.141272558313833
"2003-2004","Region 3",0.740792339763491,0.995002776235425,0.98630887185104,0.981380065717415,0,0.0136911281489595,45.0997479121811,0,0.53479027556127,1.72347590068601,2003-09-28,8.73083395316858,0,0.0874527294876541,"H3","H1",20,56,NA,49,49,3.41979,NA,3.67922412991664,14.5356745090562,9.85053065690864,2003-10-12,NA,2003-12-07,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,25,1801,1792,0,15808,1826,14,70,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.679369474255013,"Conditional
Random Forest","Training","party RF",0.0614228655084781
"2003-2004","Region 3",0.740792339763491,0.995002776235425,0.98630887185104,0.981380065717415,0,0.0136911281489595,45.0997479121811,0,0.53479027556127,1.72347590068601,2003-09-28,8.73083395316858,0,0.0874527294876541,"H3","H1",20,56,NA,49,49,3.41979,NA,3.67922412991664,14.5356745090562,9.85053065690864,2003-10-12,NA,2003-12-07,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,25,1801,1792,0,15808,1826,14,70,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.129489729020136
"2003-2004","Region 4",0.766504530818751,0.99966577540107,0.997665888629543,0.997332444148049,0,0.00233411137045682,67.9053833009176,0,0.148805471466075,2.00779120097513,2003-09-28,13.9153204636534,0,0.0489894709375122,"H3","H1",24,49,49,49,49,4.55397,5,11.5880387433152,7.52113378215938,14.8877932999575,2003-10-26,2003-10-26,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,7,2992,2991,0,19145,2999,28,77,28,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.676722812621892,"Conditional
Random Forest","Training","party RF",0.0897817181968593
"2003-2004","Region 4",0.766504530818751,0.99966577540107,0.997665888629543,0.997332444148049,0,0.00233411137045682,67.9053833009176,0,0.148805471466075,2.00779120097513,2003-09-28,13.9153204636534,0,0.0489894709375122,"H3","H1",24,49,49,49,49,4.55397,5,11.5880387433152,7.52113378215938,14.8877932999575,2003-10-26,2003-10-26,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,7,2992,2991,0,19145,2999,28,77,28,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.155201920075396
"2003-2004","Region 5",0.824122818589374,0.997642848604387,0.984886167973981,0.982564642168621,0.000217068181483716,0.0151138320260187,80.1834888007679,0.0149897350739161,1.21831448054046,1.95566026422932,2003-09-28,17.2921287065681,0.0149897350739161,0.243428632731734,"H3","H1",23,56,35,49,49,4.32242,7,1.34846591349765,11.0784707815662,18.6742216559522,2003-10-19,2003-11-09,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,79,5148,5135.86538461538,1.13461538461538,23856,5227,21,77,42,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.675476172690463,"Conditional
Random Forest","Training","party RF",0.14864664589891
"2003-2004","Region 5",0.824122818589374,0.997642848604387,0.984886167973981,0.982564642168621,0.000217068181483716,0.0151138320260187,80.1834888007679,0.0149897350739161,1.21831448054046,1.95566026422932,2003-09-28,17.2921287065681,0.0149897350739161,0.243428632731734,"H3","H1",23,56,35,49,49,4.32242,7,1.34846591349765,11.0784707815662,18.6742216559522,2003-10-19,2003-11-09,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,79,5148,5135.86538461538,1.13461538461538,23856,5227,21,77,42,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.212820207846019
"2003-2004","Region 6",0.64950276380294,0.987124463519313,0.995726495726496,0.982905982905983,0,0.00427350427350427,63.0254106305423,0,0.145394918087402,1.71236920057553,2003-09-28,11.4854295503655,0,0.0751822398995504,"H3","H1",18,56,NA,49,49,4.43938,NA,0.24662716264264,1.92893240532914,10.859709023589,2003-10-19,NA,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,3,699,690,0,7165,702,21,77,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.677535420821398,"Conditional
Random Forest","Training","party RF",-0.0280326570184581
"2003-2004","Region 6",0.64950276380294,0.987124463519313,0.995726495726496,0.982905982905983,0,0.00427350427350427,63.0254106305423,0,0.145394918087402,1.71236920057553,2003-09-28,11.4854295503655,0,0.0751822398995504,"H3","H1",18,56,NA,49,49,4.43938,NA,0.24662716264264,1.92893240532914,10.859709023589,2003-10-19,NA,2003-12-14,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,3,699,690,0,7165,702,21,77,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.0382001530595851
"2003-2004","Region 7",0.620533067829773,0.998074701578745,0.996164173379363,0.994246260069045,0,0.00383582662063675,79.4188603256207,0,0.379733671209991,1.32817765304547,2003-09-28,18.6182984128488,0,0.0868095671261707,"H3","H1",22,49,NA,49,49,3.7586,NA,0.607620156585417,20.4695677184446,26.9819536551049,2003-10-19,NA,2003-12-07,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,20,5194,5184,0,24934,5214,21,70,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.675688029746694,"Conditional
Random Forest","Training","party RF",-0.0551549619169207
"2003-2004","Region 7",0.620533067829773,0.998074701578745,0.996164173379363,0.994246260069045,0,0.00383582662063675,79.4188603256207,0,0.379733671209991,1.32817765304547,2003-09-28,18.6182984128488,0,0.0868095671261707,"H3","H1",22,49,NA,49,49,3.7586,NA,0.607620156585417,20.4695677184446,26.9819536551049,2003-10-19,NA,2003-12-07,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,20,5194,5184,0,24934,5214,21,70,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.00923045708641823
"2003-2004","Region 8",0.891588124456899,0.999421463696847,0.985461801596351,0.984891676168757,0,0.0145381984036488,98.6043894209239,0,1.27326454922989,1.91180635732716,2003-09-28,21.2266750696244,0,0.350321889497697,"H3","H1",15,14,NA,49,49,7.22202,NA,5.53831756860196,15.2674439242585,6.35057751908679,2003-11-09,NA,2003-11-23,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,51,3457,3455,0,16660,3508,42,56,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.680626856887561,"Conditional
Random Forest","Training","party RF",0.210961267569337
"2003-2004","Region 8",0.891588124456899,0.999421463696847,0.985461801596351,0.984891676168757,0,0.0145381984036488,98.6043894209239,0,1.27326454922989,1.91180635732716,2003-09-28,21.2266750696244,0,0.350321889497697,"H3","H1",15,14,NA,49,49,7.22202,NA,5.53831756860196,15.2674439242585,6.35057751908679,2003-11-09,NA,2003-11-23,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,51,3457,3455,0,16660,3508,42,56,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.280285513713543
"2003-2004","Region 9",0.778590126359122,0.989058039961941,0.985466479137365,0.974683544303797,0,0.0145335208626348,51.3384852953354,0,0.281262595797371,1.82690607072882,2003-09-28,10.6727728441369,0,0.0455981219839102,"H3","H1",26,56,NA,49,49,2.84376,NA,8.75896718647089,15.9717604636563,7.65414109083208,2003-10-12,NA,2003-12-07,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,31,2102,2079,0,20323,2133,14,70,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.681455491329523,"Conditional
Random Forest","Training","party RF",0.0971346350295985
"2003-2004","Region 9",0.778590126359122,0.989058039961941,0.985466479137365,0.974683544303797,0,0.0145335208626348,51.3384852953354,0,0.281262595797371,1.82690607072882,2003-09-28,10.6727728441369,0,0.0455981219839102,"H3","H1",26,56,NA,49,49,2.84376,NA,8.75896718647089,15.9717604636563,7.65414109083208,2003-10-12,NA,2003-12-07,17.9,64.6,68,49,"2003",0.877900593837459,0.730805991642461,13.4084507042254,8.62770562770563,2.012,0.734,1.184,6.004,4.214,8.17,2.402,2.21,3.034,0.892,2.426,9.71,8.538,8.244,2.154,2.208,3.47325572776179,2.98275906073554,31,2102,2079,0,20323,2133,14,70,NA,8.65223156827827,7,8.65223156827827,5.1891,7,21,0.611302610743355,"Lasso","Training","lasso",0.167287515615767
"2004-2005","Region 1",0.411838587787631,0.980815347721823,0.793907663017611,0.778676820561637,0,0.206092336982389,30.6025179199181,0,6.16487455124701,1.54413500714221,2004-10-03,4.08513183006164,0,0.785087901690053,"H3","H3",28,49,35,56,56,6.27765,8,83.5711085262639,0.0378099295646703,1.13381680548654,2004-11-07,2004-11-21,2004-12-26,10.2,61.2,49,67.1344262295082,"2004",1.34067826546925,1.1994059159273,5.01923076923077,7.90764331210191,2.224,1.054,1.284,5.798,2.734,9.528,3.162,2.192,3.838,1.442,1.992,8.518,5.12,10.162,3.066,2.94,4.58051448182376,4.29163336685017,433,1668,1636,0,15402,2101,35,84,49,18.8480768249708,20.9350848524141,18.8480768249708,20.7564,35,63,0.443557170432931,"Conditional
Random Forest","Training","party RF",-0.0317185826453003
"2004-2005","Region 1",0.411838587787631,0.980815347721823,0.793907663017611,0.778676820561637,0,0.206092336982389,30.6025179199181,0,6.16487455124701,1.54413500714221,2004-10-03,4.08513183006164,0,0.785087901690053,"H3","H3",28,49,35,56,56,6.27765,8,83.5711085262639,0.0378099295646703,1.13381680548654,2004-11-07,2004-11-21,2004-12-26,10.2,61.2,49,67.1344262295082,"2004",1.34067826546925,1.1994059159273,5.01923076923077,7.90764331210191,2.224,1.054,1.284,5.798,2.734,9.528,3.162,2.192,3.838,1.442,1.992,8.518,5.12,10.162,3.066,2.94,4.58051448182376,4.29163336685017,433,1668,1636,0,15402,2101,35,84,49,18.8480768249708,20.9350848524141,18.8480768249708,20.7564,35,63,0.432867844212828,"Lasso","Training","lasso",-0.0210292564251971
"2004-2005","Region 2",0.302598995436493,0.979135005065856,0.794366197183099,0.777791750503018,0.00460261569416499,0.205633802816901,49.8462063077014,0.283741265642088,17.3333352690943,1.51260079709631,2004-10-03,5.66814308634385,0.165384615504704,2.37415718312423,"H3","H3",27,49,35,56,56,5.62273,8,45.0970504004521,0,2.1671238402089,2004-11-07,2004-11-21,2004-12-26,10.2,61.2,49,67.1344262295082,"2004",1.34067826546925,1.1994059159273,5.01923076923077,7.90764331210191,2.224,1.054,1.284,5.798,2.734,9.528,3.162,2.192,3.838,1.442,1.992,8.518,5.12,10.162,3.066,2.94,4.58051448182376,4.29163336685017,584,2256,2208.92857142857,13.0714285714286,21523,2840,35,84,49,18.8480768249708,20.9350848524141,18.8480768249708,20.7564,35,63,0.442769131729198,"Conditional
Random Forest","Training","party RF",-0.140170136292705
"2004-2005","Region 2",0.302598995436493,0.979135005065856,0.794366197183099,0.777791750503018,0.00460261569416499,0.205633802816901,49.8462063077014,0.283741265642088,17.3333352690943,1.51260079709631,2004-10-03,5.66814308634385,0.165384615504704,2.37415718312423,"H3","H3",27,49,35,56,56,5.62273,8,45.0970504004521,0,2.1671238402089,2004-11-07,2004-11-21,2004-12-26,10.2,61.2,49,67.1344262295082,"2004",1.34067826546925,1.1994059159273,5.01923076923077,7.90764331210191,2.224,1.054,1.284,5.798,2.734,9.528,3.162,2.192,3.838,1.442,1.992,8.518,5.12,10.162,3.066,2.94,4.58051448182376,4.29163336685017,584,2256,2208.92857142857,13.0714285714286,21523,2840,35,84,49,18.8480768249708,20.9350848524141,18.8480768249708,20.7564,35,63,0.432867844212828,"Lasso","Training","lasso",-0.130268848776334
"2004-2005","Region 3",0.318633634882796,0.996159001448949,0.743119266055046,0.740264946030871,0.00170753103334967,0.256880733944954,48.4076246298218,0.133656093068096,16.780974987174,1.41996405780958,2004-10-03,5.44791451013916,0.0939295605196406,2.24837962145748,"H3","H3",31,91,84,56,56,7.49436,8,45.0997479121811,0,0.53479027556127,2004-11-14,2004-11-21,2005-02-13,10.2,61.2,49,67.1344262295082,"2004",1.34067826546925,1.1994059159273,5.01923076923077,7.90764331210191,2.224,1.054,1.284,5.798,2.734,9.528,3.162,2.192,3.838,1.442,1.992,8.518,5.12,10.162,3.066,2.94,4.58051448182376,4.29163336685017,448,1296,1291.02206587784,2.97793412216182,13328,1744,42,133,49,18.8480768249708,20.9350848524141,18.8480768249708,20.7564,35,63,0.442016273974522,"Conditional
Random Forest","Training","party RF",-0.123382639091725
"2004-2005","Region 3",0.318633634882796,0.996159001448949,0.743119266055046,0.740264946030871,0.00170753103334967,0.256880733944954,48.4076246298218,0.133656093068096,16.780974987174,1.41996405780958,2004-10-03,5.44791451013916,0.0939295605196406,2.24837962145748,"H3","H3",31,91,84,56,56,7.49436,8,45.0997479121811,0,0.53479027556127,2004-11-14,2004-11-21,2005-02-13,10.2,61.2,49,67.1344262295082,"2004",1.34067826546925,1.1994059159273,5.01923076923077,7.90764331210191,2.224,1.054,1.284,5.798,2.734,9.528,3.162,2.192,3.838,1.442,1.992,8.518,5.12,10.162,3.066,2.94,4.58051448182376,4.29163336685017,448,1296,1291.02206587784,2.97793412216182,13328,1744,42,133,49,18.8480768249708,20.9350848524141,18.8480768249708,20.7564,35,63,0.432867844212828,"Lasso","Training","lasso",-0.114234209330032
