"","date","season","observed","pop","predicted","predicted_upper","predicted_lower","baseline","baseline_upper","baseline_lower","flu_ah1","flu_upper_ah1","flu_lower_ah1","flu_ah3","flu_upper_ah3","flu_lower_ah3","flu_a2009","flu_upper_a2009","flu_lower_a2009","flu_b","flu_upper_b","flu_lower_b","rsv","rsv_upper","rsv_lower","age","var"
"19",1999-07-04,"1999/2000",0.1246,40437145,0.1262,0.1726,0.0808,0.1231,0.1685,0.0785,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0.0041,0.0022,4,"pi_uc"
"20",1999-07-11,"1999/2000",0.1277,40437145,0.1262,0.1736,0.0797,0.1216,0.1677,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0.0059,0.0032,4,"pi_uc"
"21",1999-07-18,"1999/2000",0.1217,40437145,0.1255,0.1738,0.0781,0.1201,0.1668,0.0743,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,0.007,0.0038,4,"pi_uc"
"22",1999-07-25,"1999/2000",0.1223,40437145,0.1244,0.1733,0.0764,0.1186,0.1658,0.0723,0,0,0,0,0,0,0,0,0,0,0,0,0.0059,0.0075,0.0041,4,"pi_uc"
"23",1999-08-01,"1999/2000",0.1128,40437145,0.1213,0.1702,0.0732,0.1171,0.1647,0.0703,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0055,0.003,4,"pi_uc"
"24",1999-08-08,"1999/2000",0.1063,40437145,0.1188,0.1678,0.0706,0.1156,0.1637,0.0684,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0.0041,0.0022,4,"pi_uc"
"25",1999-08-15,"1999/2000",0.1044,40437145,0.118,0.1675,0.0693,0.1143,0.1628,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.0047,0.0026,4,"pi_uc"
"26",1999-08-22,"1999/2000",0.1034,40437145,0.1159,0.1655,0.0671,0.1131,0.162,0.0652,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0.0035,0.0019,4,"pi_uc"
"27",1999-08-29,"1999/2000",0.1078,40437145,0.1164,0.1668,0.0669,0.1122,0.1614,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0054,0.0029,4,"pi_uc"
"28",1999-09-05,"1999/2000",0.1123,40437145,0.1173,0.1684,0.0671,0.1116,0.161,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0.0074,0.004,4,"pi_uc"
"29",1999-09-12,"1999/2000",0.1217,40437145,0.1172,0.1686,0.0667,0.1113,0.161,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.0059,0.0076,0.0042,4,"pi_uc"
"30",1999-09-19,"1999/2000",0.1261,40437145,0.1146,0.1655,0.0646,0.1114,0.1614,0.0623,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0.0042,0.0023,4,"pi_uc"
"31",1999-09-26,"1999/2000",0.1296,40437145,0.117,0.1688,0.0662,0.1119,0.1622,0.0626,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0.0066,0.0036,4,"pi_uc"
"32",1999-10-03,"1999/2000",0.1261,40437145,0.1214,0.1743,0.0694,0.113,0.1634,0.0634,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0.0109,0.006,4,"pi_uc"
"33",1999-10-10,"1999/2000",0.1251,40437145,0.1226,0.1756,0.0704,0.1145,0.1653,0.0648,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.0103,0.0056,4,"pi_uc"
"34",1999-10-17,"1999/2000",0.1217,40437145,0.1251,0.1786,0.0726,0.1167,0.1677,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0.0108,0.0059,4,"pi_uc"
"35",1999-10-24,"1999/2000",0.1212,40437145,0.1314,0.1859,0.0778,0.1196,0.1709,0.0692,0,0,0,0.001,0.0011,9e-04,0,0,0,0,0,0,0.0108,0.014,0.0076,4,"pi_uc"
"36",1999-10-31,"1999/2000",0.133,40437145,0.1383,0.1939,0.0836,0.1231,0.1747,0.0725,0,0,0,0.0019,0.002,0.0017,0,0,0,2e-04,2e-04,1e-04,0.0131,0.0169,0.0092,4,"pi_uc"
"37",1999-11-07,"1999/2000",0.1484,40437145,0.1464,0.2033,0.0903,0.1273,0.1793,0.0764,0,0,0,0.0023,0.0024,0.0021,0,0,0,3e-04,4e-04,3e-04,0.0165,0.0212,0.0116,4,"pi_uc"
"38",1999-11-14,"1999/2000",0.1523,40437145,0.1562,0.2148,0.0985,0.1321,0.1844,0.0808,0,0,0,0.0032,0.0035,0.003,0,0,0,0,0,0,0.0209,0.0269,0.0147,4,"pi_uc"
